,Fiscal Quarter,Bureau,Base Pay
288,4,9,21526.97
289,4,20,125.00
290,1,20,22148.40
291,1,20,38119.70
292,2,8,28053.30
293,3,5,28538.14
294,4,20,16411.49
295,4,20,24506.76
296,2,8,66254.16
297,2,5,9536.80
298,2,5,19902.40
299,1,5,42952.82
300,2,20,56936.34
301,3,9,26164.78
302,4,12,66777.68
303,3,5,26761.44
304,1,12,32011.78
305,1,5,0.00
306,3,9,24511.02
307,2,3,40529.52
308,3,20,28007.74
309,2,3,40373.32
310,3,12,31513.20
311,2,13,8661.74
312,2,20,153.44
313,2,20,34950.72
314,3,3,17757.16
315,4,3,35995.94
316,4,20,0.00
317,1,3,27037.24
318,2,20,15746.66
319,2,3,44959.04
320,2,20,43960.54
321,2,5,0.00
322,1,14,39400.00
323,2,9,32880.94
324,3,5,18884.40
325,2,1,50416.88
326,1,20,25818.64
327,3,14,29024.00
328,4,5,16819.60
329,3,5,29667.58
330,1,12,24820.82
331,2,17,26801.04
332,1,5,14026.88
333,3,7,19860.92
334,1,12,41398.10
335,1,20,164.40
336,3,5,24456.38
337,1,5,20048.72
338,4,1,50632.90
339,1,20,7118.08
340,2,5,27421.66
341,4,3,24579.38
342,3,12,30789.72
343,4,5,61673.96
344,4,3,17608.50
345,4,1,43900.84
346,3,5,40615.60
347,2,6,21693.30
348,1,20,12689.94
349,1,3,33160.14
350,4,5,17679.58
351,1,3,29275.32
352,4,20,25630.06
353,1,3,29493.48
354,3,12,29806.04
355,3,3,23079.31
356,3,5,47194.96
357,1,12,30661.00
358,2,3,46985.28
359,4,3,36517.60
360,4,5,148346.80
361,4,20,34950.80
362,2,5,47316.30
363,4,20,25887.56
364,2,3,55533.10
365,1,5,17817.90
366,1,9,19748.78
367,3,3,23115.57
368,4,20,22420.29
369,1,5,22312.32
370,3,9,26250.00
371,4,5,23293.61
372,3,3,25459.32
373,2,20,42580.90
374,4,3,35995.92
375,2,23,51381.04
376,3,20,17826.65
377,4,19,20618.51
378,1,19,41740.80
379,1,20,2937.36
380,4,5,21215.13
381,3,3,23416.60
382,1,3,26032.88
383,3,12,35361.78
384,2,3,42063.92
385,3,9,18606.12
386,4,20,17963.61
387,2,5,21291.46
388,2,5,29698.20
389,4,23,23128.00
390,3,21,29298.40
391,3,3,30100.80
392,4,5,26429.20
393,1,3,27349.62
394,3,3,36391.60
395,2,3,28613.04
396,4,5,10840.31
397,2,1,39549.46
398,3,23,15638.20
399,3,12,29586.56
400,1,3,35859.44
401,2,3,38699.56
402,4,3,16821.00
403,2,3,39186.56
404,4,5,65414.73
405,4,7,27872.02
406,3,20,15648.18
407,4,20,16052.38
408,2,5,18624.40
409,2,12,67779.14
410,3,19,20858.80
411,3,3,21385.15
412,4,5,12755.00
413,2,19,21230.74
414,1,5,14065.36
415,3,5,16504.40
416,3,5,28374.39
417,2,5,202664.00
418,2,5,66246.70
419,3,3,22520.99
420,2,3,43391.22
421,2,3,47094.68
422,4,5,26348.70
423,1,3,25034.80
424,3,5,25455.60
425,4,5,15378.61
426,1,3,35993.30
427,1,20,25217.60
428,2,20,34448.74
429,1,5,48188.20
430,4,12,23444.58
431,1,3,124.92
432,1,5,25768.84
433,1,20,50056.70
434,3,3,34973.66
435,4,3,19533.22
436,4,5,6009.20
437,3,5,19014.88
438,4,1,22238.17
439,1,5,14812.26
440,4,12,50357.70
441,4,9,22615.66
442,1,20,25191.24
443,1,5,25096.50
444,3,5,9868.82
445,2,3,40897.98
446,1,9,26294.74
447,1,3,34479.12
448,4,19,25170.60
449,4,3,70488.32
450,4,5,12285.70
451,1,3,21472.13
452,1,5,1527.74
453,4,5,47081.76
454,2,23,104089.46
455,1,3,21916.12
456,2,1,58945.20
457,3,20,22111.00
458,2,5,41764.34
459,1,3,35259.56
460,2,5,3386.20
461,2,20,31523.60
462,1,20,29079.02
463,1,3,22994.80
464,3,3,36386.66
465,1,3,24812.80
466,2,3,38977.20
467,3,3,27182.75
468,4,23,13067.60
469,1,5,16112.39
470,2,5,21076.32
471,4,3,47764.64
472,1,5,56178.38
473,3,5,11720.60
474,4,3,35117.60
475,2,5,54755.60
476,3,3,35199.38
477,3,8,37323.62
478,2,5,24649.32
479,3,5,9894.44
480,1,9,19743.58
481,1,6,20322.26
482,3,3,27093.60
483,2,12,66455.20
484,2,12,31072.96
485,2,3,27983.20
486,1,5,64510.16
487,1,3,27786.26
488,3,5,22881.66
489,1,3,3840.00
490,4,9,19875.55
491,4,3,36517.60
492,4,23,39083.78
493,4,5,38524.08
494,3,3,32123.84
495,2,3,41441.26
496,1,3,32743.06
497,3,3,30100.80
498,3,12,30637.77
499,3,12,20151.07
500,2,5,119170.80
501,2,1,58945.20
502,4,5,24446.11
503,3,9,25812.64
504,2,3,36517.60
505,3,9,16958.97
506,3,20,23000.62
507,1,12,32119.66
508,1,5,21705.40
509,2,7,23687.94
510,2,9,6595.20
511,2,5,50526.00
512,1,3,33160.16
513,4,3,21415.10
514,2,20,21683.32
515,1,5,112891.19
516,4,20,29326.08
517,4,20,26278.58
518,3,20,25257.82
519,2,5,32979.80
520,2,6,26183.30
521,2,14,57341.76
522,4,3,34615.98
523,1,3,30828.82
524,1,9,18219.20
525,4,5,22450.62
526,3,9,24995.64
527,3,20,17126.78
528,3,5,73552.50
529,2,20,102028.72
530,1,9,12453.30
531,4,3,19803.00
532,1,3,16641.10
533,3,3,40089.28
534,2,5,49650.82
535,4,3,37108.38
536,1,20,29238.56
537,4,5,10399.13
538,3,5,17661.78
539,3,3,34739.52
540,1,1,50186.40
541,3,3,20742.48
542,1,3,28736.86
543,1,3,29275.31
544,2,3,37974.74
545,4,3,19553.80
546,4,3,38977.12
547,4,13,7728.00
548,4,5,151754.40
549,2,3,30742.84
550,4,5,43895.43
551,4,3,18312.70
552,4,3,45684.80
553,2,13,26804.86
554,2,5,26088.96
555,2,20,250.00
556,2,23,43276.80
557,3,9,16150.80
558,4,3,36039.26
559,2,3,35995.92
560,4,9,16198.57
561,2,5,48516.12
562,3,5,16699.60
563,4,5,67406.83
564,4,20,13270.34
565,4,3,31795.20
566,3,5,43308.00
567,3,12,20558.13
568,1,20,37542.98
569,2,8,5240.66
570,2,9,37439.28
571,2,8,37302.86
572,2,20,25127.20
573,1,3,39892.80
574,3,5,20317.40
575,2,5,29456.14
576,1,3,0.00
577,1,9,16720.36
578,1,5,19444.57
579,3,20,7917.60
580,2,3,37974.80
581,1,5,25617.96
582,4,20,14673.44
583,2,5,27421.68
584,3,20,35330.78
585,1,8,32331.21
586,3,3,29071.58
587,2,9,49516.36
588,2,20,40957.30
589,2,20,37281.32
590,4,3,27983.20
591,1,9,24970.16
592,4,20,41219.16
593,2,3,37974.74
594,4,9,30625.00
595,3,23,24742.94
596,3,5,37373.96
597,2,20,23996.18
598,2,0,58666.44
599,1,5,22647.82
600,4,5,49851.64
601,3,23,24276.44
602,2,19,22300.44
603,4,9,11812.98
604,4,5,25497.33
605,3,5,29746.22
606,4,3,37497.60
607,1,22,21722.28
608,3,3,28692.40
609,1,9,33984.86
610,3,3,20826.20
611,1,1,26593.78
612,2,20,39553.24
613,1,3,39080.16
614,1,20,35993.36
615,1,3,13017.61
616,2,8,56936.60
617,4,5,20554.66
618,1,3,38908.62
619,2,9,40348.02
620,1,3,30151.84
621,2,3,36806.04
622,2,9,26700.80
623,4,20,19442.58
624,1,8,43005.80
625,2,12,34668.16
626,1,3,23032.00
627,2,5,28453.38
628,2,5,30923.18
629,4,3,20590.50
630,1,5,39960.64
631,3,5,30340.92
632,3,3,20634.85
633,3,12,39248.64
634,2,9,26700.80
635,2,3,34152.78
636,3,3,22220.15
637,1,12,35125.06
638,3,23,30861.18
639,2,20,21933.28
640,3,12,42004.80
641,2,5,21068.08
642,4,13,23902.99
643,3,3,27005.52
644,2,1,38917.24
645,3,3,29979.52
646,4,20,17061.81
647,4,5,26710.12
648,3,12,15863.64
649,1,3,14621.76
650,4,5,38399.34
651,2,3,35737.96
652,2,1,40850.82
653,1,3,26032.89
654,2,3,38213.52
655,2,3,42864.64
656,3,3,39712.32
657,2,9,31313.82
658,4,8,52630.16
659,2,5,22481.12
660,2,5,54142.20
661,1,3,37069.28
662,4,3,42864.76
663,2,5,214096.32
664,4,3,25283.48
665,3,3,26351.02
666,4,3,18164.30
667,4,5,64505.27
668,3,20,26035.62
669,2,20,27538.56
670,1,20,40971.52
671,3,5,15156.60
672,2,3,30742.88
673,3,12,26082.82
674,2,12,45039.68
675,4,3,24908.24
676,3,3,26606.40
677,3,5,32106.76
678,3,5,92654.59
679,4,3,14592.20
680,2,3,37102.00
681,4,3,27983.20
682,3,3,31300.80
683,2,20,250.00
684,3,5,13062.92
685,1,5,20944.70
686,2,3,8808.32
687,1,5,41787.73
688,4,20,45749.02
689,4,3,17624.07
690,2,19,50400.00
691,3,0,39640.84
692,1,3,27650.56
693,2,5,50253.08
694,2,5,28316.42
695,3,3,7995.20
696,1,3,27786.26
697,3,5,5737.57
698,1,5,13478.48
699,4,5,42205.80
700,2,18,38386.88
701,2,1,49697.18
702,1,19,22464.00
703,4,5,34812.40
704,1,19,36056.00
705,4,20,20343.75
706,3,1,30028.00
707,1,18,26749.68
708,3,5,9246.47
709,2,3,36039.30
710,1,20,19930.80
711,2,16,38799.32
712,2,1,41215.56
713,2,5,118276.60
714,1,5,44690.91
715,4,5,0.00
716,4,5,106641.40
717,3,12,20175.68
718,1,20,17383.20
719,2,20,25380.32
720,3,5,22882.76
721,3,5,29911.43
722,1,5,31127.40
723,1,20,250.00
724,3,5,37589.74
725,1,5,35645.02
726,3,12,15913.62
727,1,5,27091.44
728,3,5,19128.18
729,3,3,20826.20
730,3,5,30880.00
731,1,20,22373.70
732,2,3,38683.60
733,2,20,39230.36
734,3,21,29504.00
735,3,0,35346.60
736,4,3,9131.40
737,2,3,49792.46
738,1,8,0.00
739,4,9,29166.56
740,2,5,29701.00
741,1,1,33040.79
742,4,5,50026.20
743,2,19,50478.40
744,4,3,33119.34
745,1,9,26742.00
746,3,3,24354.39
747,3,5,92473.18
748,3,5,63016.31
749,1,3,27928.82
750,4,3,35395.80
751,2,3,56026.74
752,1,3,35645.98
753,3,3,32549.80
754,2,0,32560.66
755,1,9,16122.63
756,3,5,8247.60
757,2,3,38340.70
758,3,23,26645.08
759,1,5,19447.01
760,4,20,26833.96
761,3,5,64217.25
762,1,9,19748.80
763,3,5,14785.57
764,1,12,25320.80
765,4,3,41795.04
766,4,5,4528.29
767,2,5,25186.64
768,4,12,34058.06
769,2,20,26433.76
770,4,3,20232.11
771,2,20,30912.04
772,1,1,41476.76
773,3,17,17967.21
774,4,5,14536.89
775,4,1,19186.02
776,4,5,50498.94
777,2,3,37339.40
778,3,5,22886.40
779,2,5,55202.46
780,3,5,41503.50
781,3,12,19597.74
782,4,20,26278.63
783,3,5,26032.36
784,2,5,51633.84
785,2,5,59389.10
786,1,12,71116.20
787,2,20,41878.12
788,1,3,32748.81
789,4,5,116762.80
790,4,9,30618.46
791,1,9,22183.44
792,1,5,7948.80
793,4,3,33186.08
794,2,5,49811.80
795,3,20,22607.97
796,2,5,68259.80
797,1,3,21916.16
798,4,12,60138.40
799,3,5,30226.85
800,4,17,10228.46
801,3,21,29735.08
802,3,20,17126.80
803,1,3,30596.02
804,4,8,15834.86
805,1,3,30262.90
806,1,23,0.00
807,1,5,17844.04
808,2,6,44888.44
809,1,9,27563.60
810,3,5,53239.80
811,2,3,34114.24
812,3,3,38689.38
813,2,20,29528.80
814,4,5,33033.98
815,1,20,22933.42
816,4,3,37497.60
817,2,5,23240.10
818,1,3,25691.91
819,1,20,35993.34
820,4,5,14197.37
821,1,5,78206.62
822,4,3,14592.20
823,4,5,66638.36
824,3,8,19980.24
825,1,3,32743.18
826,1,3,33315.18
827,4,5,10904.00
828,3,5,24271.20
829,3,3,21657.20
830,1,3,21997.84
831,3,3,20875.25
832,1,20,18679.18
833,1,20,18835.30
834,3,20,25497.58
835,4,5,18079.46
836,2,3,35117.60
837,3,3,21373.12
838,4,12,33909.36
839,3,9,34474.86
840,4,17,39555.90
841,3,6,16958.35
842,4,5,31169.01
843,1,3,26845.54
844,2,9,36525.52
845,2,5,49626.40
846,1,5,19830.06
847,1,5,43592.26
848,4,5,6400.00
849,1,20,250.00
850,3,3,16070.40
851,1,5,17339.39
852,2,3,32256.00
853,4,3,37497.60
854,1,12,25268.20
855,2,8,730.00
856,2,9,40149.70
857,1,23,47949.78
858,2,6,24524.32
859,4,5,64733.20
860,1,19,36056.00
861,2,3,33550.96
862,2,5,52950.80
863,2,8,680.00
864,2,5,56526.70
865,1,5,13886.20
866,1,3,26032.91
867,1,5,154614.72
868,2,19,50478.40
869,1,9,16122.62
870,4,5,29037.40
871,2,3,32043.20
872,1,12,19034.64
873,1,4,25130.56
874,3,20,20455.05
875,2,3,36517.60
876,3,5,22087.99
877,1,1,21300.51
878,3,3,20826.20
879,4,7,21742.02
880,2,5,37499.82
881,2,3,49545.34
882,4,12,28336.38
883,3,5,4113.96
884,1,20,250.00
885,2,23,37632.46
886,4,5,18725.84
887,4,9,18458.86
888,2,20,41043.68
889,2,5,38587.22
890,2,3,25363.52
891,1,3,13897.84
892,3,3,33844.80
893,2,7,25363.54
894,2,21,66677.66
895,2,20,63525.16
896,1,3,35859.38
897,3,3,21740.22
898,2,3,39890.56
899,2,7,29835.60
900,3,19,29504.00
901,1,3,28892.87
902,1,5,43534.26
903,1,3,30417.28
904,2,9,28596.04
905,1,5,20845.00
906,3,20,250.00
907,3,3,23416.58
908,4,14,46168.70
909,3,20,23521.33
910,2,19,24883.60
911,4,5,55613.62
912,2,9,29115.76
913,2,18,29548.82
914,4,3,25298.46
915,2,5,26132.38
916,3,5,17011.02
917,1,3,27786.26
918,3,12,26975.00
919,3,3,22237.92
920,1,5,38144.40
921,4,5,36241.52
922,3,5,11726.13
923,2,3,38135.30
924,2,8,33690.94
925,2,5,28953.36
926,1,20,27966.69
927,2,8,41538.50
928,4,5,33637.82
929,4,20,26673.38
930,1,3,19948.80
931,2,23,56936.32
932,1,5,20974.52
933,4,5,51235.91
934,4,12,13993.00
935,2,3,28796.30
936,3,3,16595.20
937,1,12,35018.00
938,1,12,23850.32
939,2,20,24878.56
940,2,12,66455.20
941,1,5,21038.04
942,3,3,26351.00
943,3,0,31849.34
944,4,20,24385.20
945,1,6,57923.42
946,1,20,22354.31
947,4,3,40307.76
948,1,3,21916.14
949,2,20,31296.14
950,2,3,41441.14
951,3,5,93798.00
952,1,20,37928.12
953,3,5,34132.60
954,1,3,40456.92
955,2,20,18260.64
956,4,3,14186.22
957,3,12,29097.28
958,2,21,59908.80
959,4,5,13548.24
960,1,20,50653.10
961,2,5,32960.20
962,3,5,20274.51
963,4,5,21970.09
964,2,5,54156.24
965,2,20,42146.98
966,1,12,32819.18
967,1,3,41709.22
968,1,8,15455.60
969,4,5,18157.98
970,4,9,10283.89
971,4,3,19011.20
972,3,9,17030.65
973,2,19,50478.40
974,1,20,4339.28
975,3,5,39601.78
976,4,12,40479.26
977,1,3,28166.30
978,1,2,35906.76
979,4,3,61269.60
980,1,20,30496.88
981,2,5,24370.78
982,4,3,37497.60
983,1,16,32692.30
984,1,9,24970.16
985,4,20,35203.42
986,4,12,22324.10
987,3,16,21637.52
988,2,3,26784.00
989,2,1,23805.66
990,4,20,18680.42
991,1,12,62145.78
992,3,5,18959.46
993,3,14,22715.81
994,1,5,39205.80
995,3,3,24354.40
996,3,6,55331.20
997,3,5,19372.80
998,4,3,37974.76
999,1,3,27229.48
1000,1,3,38534.52
1001,1,3,1635.00
1002,3,12,57911.28
1003,3,5,40381.58
1004,2,3,35117.62
1005,1,5,14671.96
1006,4,3,54975.20
1007,2,3,35436.80
1008,4,5,35334.88
1009,3,3,7504.56
1010,2,3,41066.02
1011,2,5,20208.72
1012,1,3,31887.80
1013,4,5,10203.67
1014,4,3,0.00
1015,2,3,27983.20
1016,3,20,21896.80
1017,2,9,22794.80
1018,1,20,41308.32
1019,3,3,26074.60
1020,3,9,36239.06
1021,2,5,20622.18
1022,2,9,66774.40
1023,4,5,9304.16
1024,3,5,24889.22
1025,2,3,36806.04
1026,1,19,18116.02
1027,2,12,46628.92
1028,1,9,16567.44
1029,4,1,14957.47
1030,3,5,17661.44
1031,4,6,17898.16
1032,4,5,9638.48
1033,2,5,27426.46
1034,1,9,35545.71
1035,1,8,30577.77
1036,1,0,18912.60
1037,4,8,16554.14
1038,1,5,44707.16
1039,3,20,23521.32
1040,2,1,58945.20
1041,3,3,23114.87
1042,2,9,22568.00
1043,2,5,60055.66
1044,2,3,46320.90
1045,4,3,18839.46
1046,1,5,110769.24
1047,3,5,29314.74
1048,3,5,11194.12
1049,4,0,27484.80
1050,4,3,17691.19
1051,4,3,29485.26
1052,3,5,104206.80
1053,1,5,38936.62
1054,4,5,66615.36
1055,1,5,21990.16
1056,1,5,35654.14
1057,3,12,42936.36
1058,1,9,22352.00
1059,3,5,16653.44
1060,2,1,35956.96
1061,3,5,29056.56
1062,3,20,26901.16
1063,3,5,25602.06
1064,2,5,35960.42
1065,3,12,37629.22
1066,3,7,15042.10
1067,4,5,15451.88
1068,3,6,18206.54
1069,1,5,19177.07
1070,3,9,18161.92
1071,1,3,33443.13
1072,2,5,152517.38
1073,2,5,21917.06
1074,3,3,24354.40
1075,3,3,20807.06
1076,3,3,8122.24
1077,3,16,39230.76
1078,4,19,50478.40
1079,2,12,14390.70
1080,1,3,26399.67
1081,3,3,11593.04
1082,3,18,36004.86
1083,3,23,29368.66
1084,2,9,22616.00
1085,2,5,31455.46
1086,1,12,12707.72
1087,2,3,28182.54
1088,3,5,21909.84
1089,3,3,24467.60
1090,3,19,43728.00
1091,2,3,36517.60
1092,1,3,48230.80
1093,2,20,32716.34
1094,4,20,31288.30
1095,2,3,56026.88
1096,3,9,24315.82
1097,3,3,25175.98
1098,3,3,32549.80
1099,3,9,15088.00
1100,2,3,32981.28
1101,1,3,25034.80
1102,3,3,16595.20
1103,4,20,1338.48
1104,3,3,30890.86
1105,1,3,20870.16
1106,3,5,19104.48
1107,2,20,25127.20
1108,3,3,19114.58
1109,1,3,26845.54
1110,2,3,37339.48
1111,3,9,13321.51
1112,2,5,27225.58
1113,4,5,20539.94
1114,3,3,34989.98
1115,3,21,42366.16
1116,4,9,19034.72
1117,3,1,24992.16
1118,2,3,36517.62
1119,3,1,35107.04
1120,3,1,37422.14
1121,2,1,38679.20
1122,4,19,25458.92
1123,3,3,23619.12
1124,4,20,250.00
1125,1,3,25234.80
1126,3,5,10885.16
1127,3,5,28860.15
1128,2,5,29838.26
1129,1,3,21370.40
1130,2,3,37757.50
1131,1,8,308.22
1132,2,5,11133.60
1133,3,23,33902.40
1134,4,20,125.00
1135,4,20,45256.80
1136,3,3,35294.00
1137,4,20,40958.00
1138,1,20,24532.54
1139,1,12,46171.60
1140,1,3,1635.00
1141,2,20,35743.68
1142,2,6,41162.32
1143,1,5,34872.29
1144,1,12,19302.72
1145,1,5,22303.30
1146,2,12,51019.36
1147,4,20,250.00
1148,3,3,63346.12
1149,4,5,26695.22
1150,1,9,18028.00
1151,4,5,21023.80
1152,2,5,24048.14
1153,1,3,34479.16
1154,2,5,62117.20
1155,4,5,30060.80
1156,3,5,230769.60
1157,1,20,30496.94
1158,2,12,23988.14
1159,1,1,47684.37
1160,4,5,25580.80
1161,1,7,19438.33
1162,3,3,30737.22
1163,3,5,16567.69
1164,2,5,30365.98
1165,3,9,18161.86
1166,3,5,18734.70
1167,1,3,25511.23
1168,1,3,29275.34
1169,2,8,37244.26
1170,1,20,29238.57
1171,1,6,20385.62
1172,3,20,29882.74
1173,1,21,36000.00
1174,1,5,23034.40
1175,2,5,25985.50
1176,1,5,23417.90
1177,3,23,35084.20
1178,1,3,32743.24
1179,4,5,34234.62
1180,1,20,27966.73
1181,2,5,27901.36
1182,4,20,33220.79
1183,1,3,31981.38
1184,3,12,22155.46
1185,1,5,29308.24
1186,1,5,25875.20
1187,4,19,12686.82
1188,3,5,25437.80
1189,4,5,22897.02
1190,1,3,29275.31
1191,2,20,38366.94
1192,4,5,5040.65
1193,4,12,67784.76
1194,3,5,37691.88
1195,1,20,250.00
1196,4,5,56259.23
1197,4,8,34616.26
1198,3,5,20181.47
1199,1,3,18944.77
1200,3,5,20165.20
1201,2,3,37039.56
1202,4,9,13003.78
1203,3,5,33126.60
1204,1,12,20844.85
1205,3,3,20826.20
1206,1,3,30664.80
1207,1,5,36019.20
1208,3,3,24467.60
1209,2,9,29398.20
1210,3,5,196154.40
1211,3,5,23400.00
1212,4,9,10287.99
1213,1,5,28148.00
1214,1,5,104247.36
1215,3,12,8518.10
1216,1,5,28506.63
1217,2,5,123076.80
1218,2,20,50254.40
1219,2,5,42154.02
1220,4,23,24265.68
1221,3,9,14191.44
1222,3,5,29725.22
1223,3,3,23115.60
1224,4,5,10895.26
1225,4,3,37974.76
1226,4,3,11676.00
1227,1,5,35121.28
1228,3,3,33374.22
1229,4,7,15863.26
1230,2,5,27438.38
1231,2,20,54167.66
1232,1,8,55687.58
1233,4,3,0.00
1234,3,5,11377.01
1235,4,20,71986.80
1236,1,5,28484.76
1237,2,5,28316.40
1238,1,5,23561.68
1239,3,3,28831.46
1240,3,1,24794.80
1241,3,1,16200.96
1242,2,5,22031.80
1243,1,9,20386.29
1244,1,3,0.00
1245,1,20,27691.99
1246,3,3,19114.58
1247,1,5,34948.76
