,Fiscal Quarter,Bureau,Base Pay
3908,2,1,41631.02
3909,1,5,19177.15
3910,4,20,25039.71
3911,2,5,39929.70
3912,2,12,38076.66
3913,4,3,49019.46
3914,1,3,17041.63
3915,1,9,19839.39
3916,3,20,35396.22
3917,3,3,18570.40
3918,3,5,45355.04
3919,1,3,20230.28
3920,1,5,36201.52
3921,4,8,7773.22
3922,3,12,34720.27
3923,3,3,32871.92
3924,1,3,31887.88
3925,1,20,32817.85
3926,4,20,27667.42
3927,4,3,35117.60
3928,4,12,33051.22
3929,2,5,27418.84
3930,2,8,5180.00
3931,3,3,20867.20
3932,4,20,41862.96
3933,1,12,35018.34
3934,3,5,15913.61
3935,1,8,23107.48
3936,3,5,25455.60
3937,2,20,17021.52
3938,3,12,14758.14
3939,4,12,17037.48
3940,1,23,44829.30
3941,1,20,17664.48
3942,3,5,19952.42
3943,4,5,51745.40
3944,1,3,34035.28
3945,2,5,34184.00
3946,2,9,31287.30
3947,4,5,19502.24
3948,4,20,14515.84
3949,3,12,41532.80
3950,3,5,25766.40
3951,4,5,50345.66
3952,4,5,14798.59
3953,4,20,19567.08
3954,2,23,39233.60
3955,3,5,16880.14
3956,3,20,36668.16
3957,4,3,9222.44
3958,4,5,48152.86
3959,1,5,16444.74
3960,4,5,20633.26
3961,1,5,18661.54
3962,1,5,24543.50
3963,3,23,34769.20
3964,1,20,17574.20
3965,1,20,250.00
3966,3,20,22617.30
3967,2,3,29275.42
3968,4,12,23032.80
3969,4,23,23623.61
3970,2,5,39758.62
3971,4,20,125.00
3972,2,3,25363.56
3973,2,9,31313.82
3974,1,3,34035.36
3975,1,17,29704.00
3976,1,5,19710.14
3977,1,20,26975.04
3978,1,3,23107.46
3979,3,5,13863.70
3980,3,5,16877.90
3981,1,12,23440.28
3982,2,3,36039.32
3983,1,20,26723.08
3984,4,3,37974.74
3985,4,20,17061.83
3986,4,5,17892.20
3987,3,5,9868.83
3988,2,12,18901.14
3989,2,3,25756.90
3990,3,9,28183.30
3991,1,8,29616.40
3992,3,5,75488.14
3993,1,20,37355.40
3994,4,5,33444.79
3995,4,9,30215.48
3996,4,9,17146.52
3997,2,3,36039.32
3998,1,20,18679.17
3999,3,13,74106.52
4000,4,3,36517.60
4001,2,5,25069.48
4002,2,23,8537.48
4003,2,5,13975.24
4004,3,23,12857.40
4005,1,3,46795.68
4006,3,5,18064.80
4007,2,3,29934.66
4008,2,12,38252.08
4009,1,20,33983.66
4010,2,3,42186.14
4011,1,19,36056.00
4012,1,3,30596.00
4013,3,3,56144.88
4014,2,20,40113.56
4015,1,5,94206.20
4016,1,3,28166.36
4017,1,12,30087.38
4018,1,5,148407.72
4019,1,20,27153.76
4020,2,17,34923.96
4021,3,5,18880.20
4022,1,3,26913.11
4023,2,5,30366.50
4024,1,5,10792.50
4025,2,12,50756.12
4026,3,20,15913.61
4027,1,3,31887.96
4028,2,3,36517.60
4029,2,9,30625.30
4030,4,12,24156.98
4031,3,3,24035.98
4032,1,20,250.00
4033,1,20,30152.18
4034,3,5,16845.80
4035,3,3,29615.80
4036,1,5,41924.68
4037,2,8,9889.00
4038,2,5,24887.82
4039,2,20,17093.46
4040,3,8,42769.20
4041,3,3,21874.20
4042,1,9,16122.62
4043,1,5,14272.52
4044,3,5,17757.36
4045,3,20,25497.54
4046,3,3,20826.20
4047,4,3,19043.50
4048,1,23,28024.00
4049,1,3,18075.12
4050,4,5,120144.22
4051,2,20,38207.32
4052,3,3,14514.00
4053,1,12,39869.12
4054,1,5,37747.78
4055,4,20,21374.55
4056,1,3,69734.42
4057,2,9,23125.06
4058,4,5,11142.60
4059,1,5,15627.49
4060,2,6,23796.72
4061,2,20,56358.40
4062,3,1,50740.80
4063,1,5,18092.86
4064,2,23,56922.88
4065,3,19,29132.80
4066,2,23,34576.66
4067,4,3,17356.95
4068,3,5,15303.38
4069,1,5,26630.15
4070,4,1,3150.72
4071,1,6,42896.14
4072,2,5,20552.16
4073,1,3,36260.81
4074,1,1,41991.19
4075,4,3,19043.50
4076,3,3,32140.80
4077,3,5,63981.07
4078,2,3,20438.00
4079,3,5,12071.60
4080,4,5,17382.60
4081,4,5,0.00
4082,3,5,13060.67
4083,1,1,47915.53
4084,2,20,6510.64
4085,1,5,169476.96
4086,2,20,40043.34
4087,4,5,49924.80
4088,4,17,41994.40
4089,4,9,27234.16
4090,3,5,28509.33
4091,3,16,18524.24
4092,3,20,250.00
4093,2,5,50526.06
4094,2,3,38977.12
4095,1,20,1853.42
4096,4,17,18520.54
4097,4,5,38810.22
4098,4,3,21135.07
4099,3,3,40089.30
4100,2,3,41441.26
4101,1,5,43536.00
4102,4,3,40840.16
4103,4,20,22420.30
4104,2,3,38829.06
4105,2,20,54436.46
4106,1,3,32743.10
4107,4,12,27639.20
4108,3,3,18232.00
4109,4,8,16341.98
4110,2,3,39853.92
4111,3,1,59161.92
4112,1,3,43257.12
4113,2,20,250.00
4114,3,3,21657.20
4115,3,20,17854.45
4116,4,3,37974.78
4117,3,12,21129.90
4118,2,23,26962.64
4119,1,5,25799.20
4120,1,19,34526.40
4121,1,5,29894.80
4122,1,5,18041.50
4123,1,9,22104.05
4124,2,5,50026.20
4125,1,3,26032.89
4126,4,3,39485.60
4127,4,3,37497.60
4128,2,5,22601.60
4129,2,9,28080.60
4130,4,12,28292.48
4131,2,16,45769.22
4132,4,9,38967.12
4133,4,12,17669.39
4134,3,3,20025.40
4135,1,3,0.00
4136,2,5,43478.26
4137,3,5,24271.22
4138,2,5,40276.00
4139,3,3,24127.72
4140,3,17,19212.92
4141,3,3,30100.80
4142,4,3,38977.14
4143,1,9,0.00
4144,2,20,26014.32
4145,2,3,41441.12
4146,3,20,17854.41
4147,1,3,29638.88
4148,2,19,55160.00
4149,1,20,23106.63
4150,4,3,18793.60
4151,1,9,21832.27
4152,3,5,8485.20
4153,1,3,28166.38
4154,2,3,0.00
4155,4,9,12119.10
4156,2,20,39230.32
4157,4,3,21415.10
4158,2,20,29528.82
4159,3,17,27134.74
4160,4,5,23651.28
4161,1,5,14665.19
4162,3,3,28149.73
4163,2,5,34361.60
4164,1,3,32743.18
4165,3,5,18105.10
4166,4,12,38605.74
4167,2,20,28911.62
4168,3,5,55084.80
4169,4,12,19725.44
4170,2,3,40529.54
4171,1,9,26742.12
4172,2,20,3695.20
4173,3,3,24035.98
4174,2,3,38340.60
4175,2,5,40394.18
4176,2,0,28173.62
4177,4,5,23847.17
4178,2,3,65633.12
4179,1,3,42969.14
4180,3,5,42781.28
4181,1,3,26731.51
4182,2,5,22693.16
4183,2,20,43961.40
4184,4,3,18574.31
4185,3,12,29062.45
4186,1,20,250.00
4187,4,5,13317.60
4188,4,5,22893.50
4189,1,23,18081.34
4190,2,3,30533.04
4191,4,20,42993.72
4192,1,5,20804.59
4193,4,5,10581.00
4194,1,9,26742.02
4195,1,9,31694.94
4196,1,9,25009.22
4197,1,5,19117.50
4198,3,1,57899.54
4199,3,3,25093.20
4200,1,19,36056.00
4201,2,20,28872.48
4202,3,19,45840.00
4203,3,5,20953.20
4204,4,17,7240.14
4205,4,5,20633.20
4206,1,23,16920.18
4207,1,5,45600.00
4208,2,5,19465.60
4209,2,23,34452.56
4210,2,1,43713.56
4211,2,5,48343.04
4212,3,5,24485.68
4213,4,1,22939.98
4214,2,3,40529.52
4215,2,5,34095.58
4216,1,3,26845.52
4217,2,5,25987.00
4218,1,3,34479.10
4219,3,5,44920.88
4220,2,3,41065.96
4221,2,12,47568.72
4222,1,12,31802.22
4223,1,9,12395.82
4224,3,5,6368.21
4225,4,5,28102.20
4226,4,3,37974.72
4227,2,3,36250.60
4228,1,20,109.60
4229,2,12,66455.20
4230,1,3,26032.89
4231,4,9,11793.60
4232,4,5,8279.61
4233,1,9,21824.24
4234,3,21,62220.00
4235,2,5,33415.60
4236,1,1,44213.28
4237,4,3,125.75
4238,1,3,28148.71
4239,4,5,126523.60
4240,1,3,22132.30
4241,4,5,22741.94
4242,1,19,21250.34
4243,4,12,7250.85
4244,1,9,28843.92
4245,2,3,38173.76
4246,3,5,18884.40
4247,3,18,31792.32
4248,3,21,46734.08
4249,3,20,25497.58
4250,4,12,34743.52
4251,4,12,17232.55
4252,2,6,28595.92
4253,1,1,33861.44
4254,4,3,20312.32
4255,3,3,31300.80
4256,4,14,35340.02
4257,1,3,25861.26
4258,2,3,41066.06
4259,1,5,14832.80
4260,1,5,29616.20
4261,4,5,15188.33
4262,3,20,25475.86
4263,1,5,37747.55
4264,1,20,28969.05
4265,1,5,83402.00
4266,4,9,16329.60
4267,3,12,17384.64
4268,3,3,34989.92
4269,2,9,27180.00
4270,3,3,31300.80
4271,1,3,35390.80
4272,4,8,7873.12
4273,2,3,36517.60
4274,4,5,13517.51
4275,1,5,66241.08
4276,1,3,26032.88
4277,1,20,17166.60
4278,4,3,39485.62
4279,4,5,22149.39
4280,1,3,32873.32
4281,3,20,25497.56
4282,2,3,35995.92
4283,1,3,11386.86
4284,1,3,26845.80
4285,1,3,27071.64
4286,4,3,39485.62
4287,2,9,173.12
4288,3,9,20546.76
4289,4,21,42612.98
4290,2,5,47604.08
4291,4,5,50652.56
4292,2,12,510.30
4293,1,5,82068.88
4294,2,3,36039.36
4295,2,20,16436.00
4296,3,3,13457.98
4297,1,3,19475.84
4298,3,3,39884.66
4299,4,20,22308.23
4300,4,19,11346.30
4301,3,5,18821.83
4302,4,5,50526.00
4303,3,5,33852.16
4304,4,5,22031.72
4305,2,3,48839.88
4306,3,3,37654.84
4307,3,23,29664.01
4308,3,3,17119.60
4309,1,8,6378.07
4310,1,3,27786.24
4311,2,20,48050.94
4312,1,9,17773.12
4313,2,20,66441.70
4314,2,12,61651.54
4315,4,5,27863.09
4316,1,3,45766.56
4317,1,5,17743.03
4318,1,5,33957.50
4319,3,20,25497.57
4320,4,3,28595.78
4321,3,23,23572.50
4322,1,21,15047.36
4323,3,5,11589.97
4324,4,5,49847.56
4325,3,5,33533.36
4326,1,5,21171.40
4327,2,5,0.00
4328,3,5,42577.22
4329,4,3,47764.74
4330,2,20,33425.86
4331,4,20,28889.24
4332,2,5,41852.78
4333,2,9,31314.12
4334,2,5,43702.40
4335,2,20,43961.38
4336,4,12,25518.38
4337,4,9,9578.12
4338,4,20,20354.58
4339,4,5,24927.00
4340,4,0,28849.03
4341,3,3,41879.36
4342,4,5,22706.66
4343,3,3,30100.80
4344,4,3,27983.20
4345,4,5,27505.00
4346,2,19,49672.00
4347,3,5,21223.88
4348,2,5,128749.60
4349,3,20,41157.26
4350,3,3,44775.90
4351,1,20,34256.38
4352,2,23,55875.40
4353,2,3,39168.68
4354,2,5,39280.52
4355,3,20,25370.17
4356,1,5,28024.00
4357,2,12,59550.40
4358,3,20,23742.82
4359,1,5,20178.62
4360,4,3,19043.50
4361,3,5,19382.39
4362,4,16,2596.14
4363,4,3,18312.50
4364,4,20,22238.12
4365,2,3,0.00
4366,1,3,32492.84
4367,2,5,50465.98
4368,4,0,8238.60
4369,3,5,43308.02
4370,3,5,11192.94
4371,4,5,33324.26
4372,1,3,26731.52
4373,3,3,23196.02
4374,2,12,28617.40
4375,4,9,14201.60
4376,2,5,26024.92
4377,2,20,30371.06
4378,2,5,72602.68
4379,3,19,43728.00
4380,4,12,13001.06
4381,2,6,27437.66
4382,1,3,12183.36
4383,3,3,18445.76
4384,4,3,54793.76
4385,2,9,29406.20
4386,4,8,30120.10
4387,3,5,40732.84
4388,2,3,35907.20
4389,3,9,22943.32
4390,2,1,60529.28
4391,3,20,12695.94
4392,4,5,26729.26
4393,1,5,23291.29
4394,4,9,32880.44
4395,4,9,14229.60
4396,4,9,12119.44
4397,3,3,28942.98
4398,2,5,0.00
4399,1,12,24820.80
4400,1,21,41482.88
4401,4,20,29178.30
4402,2,20,51697.98
4403,1,3,35390.74
4404,2,5,44797.60
4405,4,12,66777.66
4406,2,5,18989.44
4407,4,3,38921.52
4408,4,20,22308.18
4409,1,20,250.00
4410,2,16,39284.42
4411,1,3,0.00
4412,2,5,38116.22
4413,1,6,27088.50
4414,2,5,33955.86
4415,2,12,31336.44
4416,4,9,56928.44
4417,1,3,32743.20
4418,2,3,32256.00
4419,3,9,19500.01
4420,4,5,158969.50
4421,1,5,19874.54
4422,4,5,22031.80
4423,2,5,39963.00
4424,4,19,25305.30
4425,1,5,25932.60
4426,1,3,26032.88
4427,1,12,22317.00
4428,4,5,1823.10
4429,2,9,26818.80
4430,4,5,32037.52
4431,4,13,27210.40
4432,2,14,20336.22
4433,1,5,22222.30
4434,2,16,25736.96
4435,1,3,31887.94
4436,4,9,23240.00
4437,3,5,21718.56
4438,1,5,46609.20
4439,3,21,29135.20
4440,2,5,31872.44
4441,1,12,27088.49
4442,1,9,21832.35
4443,2,5,46300.80
4444,1,13,27290.68
4445,1,3,25034.80
4446,1,5,43020.86
4447,3,20,24445.21
4448,3,9,18161.91
4449,1,3,0.00
4450,3,3,27093.44
4451,2,22,50765.12
4452,4,19,10910.20
4453,1,20,35992.56
4454,2,9,29824.20
4455,3,7,21492.68
4456,2,5,27232.62
4457,3,5,57005.01
4458,4,1,27217.32
4459,4,3,41065.94
4460,1,3,21916.17
4461,4,0,29234.80
4462,1,3,34035.34
4463,3,3,40089.40
4464,4,5,25736.14
4465,4,5,32180.40
4466,4,5,26655.75
4467,1,6,25597.38
4468,2,3,15913.88
4469,3,5,26840.40
4470,1,5,25932.60
4471,3,3,20826.20
4472,4,9,18907.24
4473,4,5,28054.18
4474,3,5,34952.64
4475,1,5,15003.80
4476,3,12,52414.08
4477,1,19,15511.16
4478,2,3,39485.60
4479,3,5,25430.96
4480,1,5,15706.10
4481,4,3,37497.60
4482,4,20,20996.94
4483,1,9,16567.44
4484,2,3,46712.66
4485,4,20,64520.82
4486,4,5,10803.79
4487,3,3,37915.84
4488,2,5,68259.76
4489,3,3,32140.80
4490,3,19,33890.76
4491,4,5,4171.82
4492,4,20,28179.20
4493,4,3,39485.60
4494,2,3,39485.62
4495,2,20,42810.08
4496,2,20,29738.36
4497,3,5,15296.14
4498,1,9,20294.00
4499,4,3,7106.96
4500,4,3,27170.00
4501,3,20,18348.05
4502,2,5,49998.54
4503,2,8,936.98
4504,3,8,19502.42
4505,3,6,15156.65
4506,1,3,34035.32
4507,3,5,12166.07
4508,1,3,29244.36
4509,4,5,31662.34
4510,1,3,26032.89
4511,3,5,16550.44
4512,4,3,20284.61
4513,2,23,32459.00
4514,4,5,55143.60
4515,1,3,27695.22
4516,1,12,24970.20
4517,1,5,44707.00
4518,2,12,49483.94
4519,1,20,20524.90
4520,3,3,24035.99
4521,2,9,27846.14
4522,3,20,20506.58
4523,3,20,25497.54
4524,1,20,19340.00
4525,4,20,22052.92
4526,1,3,34479.08
4527,1,5,53316.22
4528,1,5,126802.00
4529,3,8,16637.43
4530,2,23,39233.60
4531,2,20,250.00
4532,2,12,37439.36
4533,4,9,13350.05
4534,3,20,43581.28
4535,1,5,23432.38
4536,3,5,11201.78
4537,3,3,45989.02
4538,4,3,19554.08
4539,2,5,29698.20
4540,2,5,20401.92
4541,2,3,35117.60
4542,1,7,18310.40
4543,2,3,41065.94
4544,2,3,39363.56
4545,1,5,24018.12
4546,2,20,250.00
4547,1,23,31223.66
4548,2,3,41972.70
4549,2,3,49013.54
4550,1,23,52524.86
4551,1,5,22043.70
4552,4,3,24005.80
4553,4,9,15970.16
4554,3,3,24036.00
4555,2,20,250.00
4556,4,3,36517.60
4557,1,12,9007.94
4558,4,3,29091.00
4559,3,5,40727.18
4560,1,3,18624.16
4561,2,0,54708.78
4562,3,1,38700.80
4563,1,12,31379.76
4564,2,3,39853.94
4565,4,12,18983.71
4566,3,3,14871.74
4567,2,19,52920.00
4568,4,22,32726.40
4569,2,3,45706.06
4570,4,8,30120.06
4571,4,3,44863.96
4572,4,3,43696.80
4573,1,3,29242.27
4574,1,9,21001.68
4575,2,20,11910.96
4576,4,1,42406.88
4577,1,3,25034.80
4578,4,3,36517.60
4579,2,8,27443.08
4580,1,3,32586.02
4581,2,12,68801.60
4582,3,3,32549.80
4583,2,3,35619.28
4584,1,5,17859.18
4585,3,20,17854.43
4586,1,3,30871.20
4587,3,3,20901.16
4588,2,9,22616.08
4589,1,3,41710.80
4590,1,3,11605.42
4591,4,5,70717.19
4592,1,3,8175.04
4593,1,9,25467.72
4594,1,20,23431.48
4595,4,9,26695.20
4596,2,5,42519.20
4597,3,12,20558.11
4598,4,20,22419.80
4599,4,3,67225.90
4600,2,20,28872.48
4601,1,6,25798.92
4602,2,5,37343.62
4603,1,3,28148.71
4604,4,5,50026.20
4605,4,20,36358.00
4606,3,3,19129.60
4607,1,20,38018.82
4608,3,5,39305.92
4609,2,3,37497.60
4610,3,3,23822.28
4611,1,5,17939.80
4612,4,5,27582.67
4613,2,23,40783.68
4614,3,5,9868.83
4615,4,19,50388.28
4616,1,12,28972.82
4617,1,20,19340.00
4618,3,20,21287.76
4619,1,9,28712.24
4620,3,9,11545.60
4621,2,3,38794.42
4622,3,5,24271.20
4623,2,7,15535.70
4624,2,5,20616.30
4625,1,5,16707.78
4626,3,3,26503.80
4627,1,16,42536.05
4628,2,20,41101.42
4629,4,20,12435.36
4630,1,20,250.00
4631,2,3,34849.22
4632,1,3,27990.40
4633,4,3,5619.31
4634,2,23,33645.44
4635,4,3,23823.58
4636,2,20,16500.14
4637,2,9,31313.80
4638,1,5,105803.16
4639,1,19,39415.48
4640,4,19,10910.20
4641,4,20,47306.38
4642,2,3,14503.08
4643,4,5,11160.84
4644,4,3,19043.50
4645,3,5,10024.00
4646,1,3,29929.77
4647,2,5,34134.42
4648,2,9,22293.02
4649,1,3,28892.88
4650,1,5,13457.83
4651,3,1,37422.12
4652,2,5,30365.98
4653,4,12,34743.52
4654,4,5,14102.15
4655,4,3,21415.10
4656,4,9,22615.60
4657,4,20,14229.09
4658,4,5,92473.20
4659,1,5,54806.46
4660,3,5,22986.04
4661,1,5,14046.42
4662,2,9,29957.26
4663,3,3,30713.90
4664,2,22,42807.62
4665,4,3,18927.84
4666,4,5,29498.40
4667,1,5,18446.40
4668,1,0,33312.86
4669,2,3,42834.40
4670,3,3,20826.20
4671,2,5,23354.64
4672,4,7,13226.56
4673,3,3,19453.86
4674,2,5,25418.76
4675,2,20,35978.90
4676,1,20,30496.89
4677,1,23,22043.92
4678,2,9,62595.64
4679,3,5,24706.80
4680,4,5,16387.72
4681,1,5,10588.28
4682,1,3,26845.80
4683,3,12,30789.76
4684,1,5,35848.68
4685,2,3,26108.32
4686,4,5,23269.76
4687,1,6,24301.36
4688,3,5,153000.02
4689,4,8,5197.18
4690,3,5,27985.10
4691,3,5,13648.97
4692,3,5,35650.70
4693,4,5,34370.48
4694,4,20,25692.40
4695,1,20,25830.33
4696,2,20,47070.88
4697,3,23,44354.00
4698,4,5,0.00
4699,4,5,17834.60
4700,3,5,13227.66
4701,1,5,55013.68
4702,2,3,37339.46
4703,3,3,21962.88
4704,2,20,29565.00
4705,4,5,19746.22
4706,1,23,25667.29
4707,1,1,21832.32
4708,3,3,27648.00
4709,3,0,49933.28
4710,4,12,34058.04
4711,1,3,40252.42
4712,4,24,9788.80
4713,2,6,58070.90
4714,3,12,47203.02
4715,1,3,43606.88
4716,2,9,28647.64
4717,2,5,31549.84
4718,2,12,4827.02
4719,1,3,31887.96
4720,4,9,12785.54
4721,1,5,34586.43
4722,1,3,32705.60
4723,1,5,13796.87
4724,1,5,0.00
4725,3,12,20971.50
4726,2,20,25127.20
4727,2,0,49763.90
4728,4,5,32704.74
4729,4,20,2342.34
4730,3,3,30100.82
4731,3,5,13175.08
4732,4,5,0.00
4733,2,1,50416.88
4734,1,21,22360.22
4735,3,5,29013.88
4736,4,6,24267.12
4737,1,20,35814.24
4738,3,20,17126.80
4739,1,3,35545.68
4740,3,20,23742.78
4741,1,3,38156.72
4742,4,12,67784.66
4743,3,5,16143.72
4744,3,20,33626.00
4745,1,5,45463.68
4746,4,3,34058.06
4747,1,9,5911.20
4748,4,5,23905.00
4749,4,3,21514.50
4750,2,3,38340.92
4751,1,5,29344.82
4752,3,5,74393.28
4753,2,3,11992.80
4754,4,3,29275.66
4755,4,9,14912.10
4756,1,5,47912.36
4757,3,3,542.46
4758,4,3,47764.82
4759,3,3,56389.84
4760,4,5,40479.52
4761,4,20,125.00
4762,1,5,25932.60
4763,4,3,1935.45
4764,2,5,78600.00
4765,1,9,25470.40
4766,4,3,21419.43
4767,1,5,16128.12
4768,1,5,21943.66
4769,1,23,11122.46
4770,3,17,23051.53
4771,3,20,27226.83
4772,4,7,11863.39
4773,1,9,19839.26
4774,3,5,12496.95
4775,3,5,35760.66
4776,1,5,14139.80
4777,2,20,0.00
4778,2,5,27421.68
4779,3,19,35877.60
4780,2,3,32981.34
4781,3,13,69038.84
4782,4,3,30742.76
4783,3,9,15089.30
4784,3,5,58042.32
4785,1,3,28166.30
4786,2,12,24931.20
4787,2,9,25488.46
4788,2,3,46460.52
4789,2,20,33435.34
4790,3,3,25093.44
4791,3,5,45840.24
4792,3,3,32045.46
4793,4,9,29618.40
4794,2,12,32178.94
4795,3,5,10024.00
4796,3,9,14297.14
4797,4,3,16342.19
4798,1,12,29656.96
4799,4,3,19274.50
4800,3,12,17983.36
4801,3,5,17834.40
4802,1,5,6389.76
4803,4,3,47764.74
4804,4,3,22786.96
4805,1,5,70662.00
4806,4,12,35822.04
4807,1,20,82.20
4808,1,22,46153.80
4809,2,12,36374.90
4810,4,20,14987.42
4811,4,5,2502.18
4812,2,5,51133.54
4813,4,3,36039.28
4814,4,5,25431.30
4815,4,8,35622.74
4816,3,5,78483.99
4817,3,20,36851.56
4818,3,5,99707.20
4819,4,20,42993.70
4820,4,20,13659.70
4821,3,3,33844.82
4822,4,5,12117.50
4823,4,5,20625.92
4824,1,20,37543.00
4825,3,3,20826.20
4826,4,21,51632.00
4827,1,5,63847.50
4828,4,20,38744.09
4829,1,20,30607.06
4830,3,8,25816.98
4831,1,20,32800.28
4832,3,1,50740.80
4833,2,5,134251.60
4834,2,5,134250.96
4835,1,23,43832.04
4836,4,3,18312.68
4837,3,5,13972.00
4838,3,16,25807.66
4839,2,20,41937.06
4840,3,5,11082.22
4841,2,19,21758.32
4842,1,3,27071.60
4843,4,9,13195.66
4844,1,5,41803.68
4845,3,9,14057.20
4846,1,5,31961.21
4847,2,3,33766.88
4848,2,5,32863.76
4849,4,3,26040.68
4850,3,3,24354.40
4851,1,20,20769.94
4852,4,5,6487.18
4853,4,5,14807.84
4854,3,18,36354.08
4855,4,20,22962.16
4856,2,5,52950.78
4857,4,3,0.00
4858,2,3,44558.00
4859,4,12,36158.06
4860,2,3,48839.84
4861,4,3,56081.90
4862,4,20,11771.76
4863,4,3,21415.09
4864,3,1,23159.84
4865,1,3,22521.78
4866,2,5,31285.96
4867,2,5,4917.06
4868,1,3,35019.84
4869,4,20,43900.82
4870,3,1,24186.44
4871,2,3,41066.00
4872,3,3,27783.38
4873,3,3,15186.60
4874,4,19,24334.90
4875,4,5,24630.62
4876,3,12,20797.42
4877,1,3,2608.40
4878,1,5,43397.60
4879,3,3,20140.11
4880,4,3,37974.74
4881,4,3,22353.09
4882,2,6,26700.80
4883,3,20,250.00
4884,2,8,48526.32
4885,3,5,13791.64
4886,1,20,4075.00
4887,2,5,36738.78
4888,2,20,250.00
4889,3,5,14336.04
4890,2,8,9875.34
4891,2,19,39851.64
4892,1,20,22243.12
4893,1,9,18271.73
4894,3,5,15875.87
4895,1,19,43518.40
4896,3,5,18884.40
4897,4,5,42473.22
4898,2,5,4080.00
4899,3,5,13344.00
4900,2,5,27056.10
4901,4,3,28746.76
4902,4,3,15667.20
4903,1,5,38088.60
4904,3,5,32648.50
4905,1,5,0.00
4906,1,23,33543.02
4907,2,20,30645.82
4908,3,3,17119.58
4909,2,5,110311.70
4910,4,0,14422.62
4911,3,3,24354.40
4912,3,20,25490.00
4913,2,5,52595.14
4914,2,20,41043.68
4915,4,20,21449.59
4916,1,5,34672.00
4917,3,5,84839.02
4918,3,1,50740.80
4919,3,3,31300.80
4920,1,5,26807.60
4921,1,0,21053.70
4922,4,3,35117.60
4923,2,5,38934.00
4924,2,3,39485.60
4925,4,3,36872.66
4926,3,5,13296.24
4927,4,9,15210.83
4928,4,5,30143.50
4929,4,1,21172.99
4930,3,1,50740.80
4931,3,5,22610.40
4932,1,5,23310.80
4933,2,20,49098.00
4934,2,5,16459.82
4935,2,5,608.88
4936,4,20,22420.26
4937,1,5,17373.77
4938,3,5,30342.41
4939,1,3,25034.80
4940,3,1,50740.80
4941,1,20,20386.26
4942,3,17,49615.90
4943,2,20,41903.70
4944,3,3,21888.74
4945,1,3,41709.12
4946,1,12,43398.00
4947,4,3,18280.98
4948,1,20,28701.29
4949,3,3,25914.58
4950,1,5,17297.04
4951,1,5,26162.74
4952,2,20,47303.20
4953,1,21,42708.08
4954,4,5,47111.48
4955,2,3,38274.36
4956,2,9,23703.58
4957,4,5,28102.20
4958,4,3,47764.66
4959,1,3,25034.80
4960,2,5,27234.06
4961,1,5,3985.90
4962,4,20,125.00
4963,2,5,22203.70
4964,3,5,23988.28
4965,1,5,67430.12
4966,1,3,24706.63
4967,1,3,52490.04
4968,2,20,19633.72
4969,3,3,25093.42
4970,3,20,250.00
4971,1,3,28116.83
4972,3,3,38344.00
4973,2,3,35317.64
4974,1,20,23243.14
4975,4,5,49804.20
4976,4,5,9425.65
4977,1,5,44707.00
4978,1,8,314.38
4979,2,3,29744.14
4980,2,20,40112.82
4981,2,5,30175.60
4982,2,3,43160.34
4983,3,5,21899.77
4984,2,9,26125.86
4985,1,5,22303.90
4986,4,3,16821.00
4987,4,3,19043.50
4988,1,3,35043.18
4989,4,5,0.00
4990,4,9,14912.13
4991,3,3,8364.48
4992,2,5,19663.60
4993,3,5,18925.22
4994,1,3,25034.80
4995,1,20,37543.68
4996,2,16,29615.32
4997,2,0,39561.68
4998,4,5,26348.70
4999,4,5,15468.48
5000,4,5,51689.96
5001,4,3,36517.60
5002,4,5,15486.33
5003,4,3,27983.20
5004,2,5,26332.96
5005,1,5,15592.70
5006,3,8,31255.10
5007,2,1,58945.18
5008,3,12,38925.47
5009,3,20,24018.72
5010,3,5,26434.62
5011,2,5,27295.70
5012,1,5,25932.60
5013,1,12,26882.34
5014,2,3,32539.50
5015,1,5,29826.62
5016,1,17,32819.20
5017,4,5,18562.12
5018,2,20,30633.52
5019,2,5,29505.34
5020,4,3,35772.80
5021,1,19,18268.80
5022,2,8,32043.22
5023,3,12,46269.14
5024,3,5,10666.80
5025,3,5,110769.60
5026,1,23,24178.79
5027,3,3,29725.76
5028,2,12,32178.96
5029,3,5,24889.20
5030,1,20,35725.64
5031,2,5,0.00
5032,3,23,7210.41
5033,2,3,35709.94
5034,4,5,20806.58
5035,3,3,28943.00
5036,1,3,33443.15
5037,1,1,44213.28
5038,2,5,24917.84
5039,3,5,57220.80
5040,1,3,26731.52
5041,1,17,36812.58
5042,4,20,38799.34
5043,4,5,26483.74
5044,4,5,25146.96
5045,3,20,18206.39
5046,2,3,31679.38
5047,1,5,13454.24
5048,1,5,25355.22
5049,1,5,26876.00
5050,3,6,23407.82
5051,2,3,36039.26
5052,1,23,28024.00
5053,2,5,23974.14
5054,2,9,23728.76
5055,1,16,26817.50
5056,4,20,22420.28
5057,3,5,25150.52
5058,3,9,21796.80
5059,4,3,30533.28
5060,4,3,16821.00
5061,1,13,1097.30
5062,4,20,19453.51
5063,3,12,42722.04
5064,2,3,36517.66
5065,3,3,36386.82
5066,1,5,18732.34
5067,2,1,42276.94
5068,1,8,27862.28
5069,4,3,25259.50
5070,2,3,39853.94
5071,3,20,35396.16
5072,1,1,11698.08
5073,2,5,63185.40
5074,2,3,46712.96
5075,1,5,17206.02
