,Fiscal Quarter,Bureau,Base Pay
50523,1,5,22316.40
50524,1,5,25932.58
50525,1,20,18834.40
50526,1,9,20698.22
50527,2,3,37339.48
50528,4,3,19802.99
50529,1,20,30496.90
50530,3,9,13356.12
50531,2,5,53796.40
50532,1,8,21037.70
50533,2,5,55034.74
50534,3,5,32960.40
50535,4,20,15242.58
50536,1,3,20870.15
50537,2,14,49672.00
50538,1,23,26532.00
50539,2,23,28024.00
50540,3,3,28460.62
50541,2,20,41043.66
50542,1,9,18069.38
50543,2,20,42810.10
50544,1,5,19025.20
50545,4,20,250.00
50546,1,5,141066.40
50547,4,3,26627.30
50548,4,12,15286.58
50549,4,5,54429.26
50550,4,3,20451.90
50551,2,12,29008.96
50552,4,5,15885.96
50553,2,23,21644.80
50554,3,5,11737.92
50555,3,3,40089.28
50556,4,3,18789.57
50557,1,6,37506.32
50558,1,12,54846.18
50559,1,3,24624.40
50560,2,3,51374.40
50561,4,3,47764.72
50562,2,3,38977.16
50563,2,3,33382.82
50564,3,5,36784.34
50565,2,20,43961.34
50566,4,12,17731.38
50567,2,6,28595.90
50568,4,3,21031.30
50569,2,3,28352.48
50570,4,20,38388.00
50571,4,9,30597.16
50572,3,20,22111.04
50573,4,16,16514.73
50574,1,3,27071.62
50575,1,5,0.00
50576,2,20,48370.06
50577,4,20,42993.72
50578,1,6,31064.42
50579,4,5,9619.16
50580,2,21,50400.00
50581,3,5,21031.15
50582,3,3,26351.04
50583,1,3,25034.80
50584,2,5,138727.44
50585,2,5,63185.22
50586,3,5,25450.60
50587,2,5,3243.80
50588,2,3,15918.68
50589,4,5,12925.00
50590,4,20,28179.20
50591,2,3,32539.46
50592,1,9,17662.40
50593,1,3,34479.16
50594,3,3,0.00
50595,1,9,30909.54
50596,3,5,23866.40
50597,2,5,35404.16
50598,1,9,25704.86
50599,3,5,14864.97
50600,4,3,20325.90
50601,1,5,16122.40
50602,2,5,43670.44
50603,2,3,34155.46
50604,4,3,33766.84
50605,3,9,25000.84
50606,3,23,92307.68
50607,1,5,21796.95
50608,2,5,238653.20
50609,3,20,250.00
50610,2,20,250.00
50611,3,3,38344.00
50612,4,6,33045.60
50613,4,3,22137.50
50614,2,19,53592.00
50615,3,5,31294.71
50616,4,3,50541.82
50617,1,14,21693.61
50618,3,3,33844.82
50619,4,12,19461.76
50620,4,3,30120.12
50621,3,13,50309.52
50622,1,3,33160.14
50623,4,20,250.00
50624,1,5,28530.42
50625,3,20,20475.97
50626,2,9,30625.24
50627,3,3,7504.56
50628,4,5,13001.10
50629,3,3,33844.80
50630,3,14,43056.00
50631,4,3,37819.08
50632,3,5,17043.27
50633,1,5,31286.62
50634,1,19,44256.00
50635,4,1,26404.00
50636,2,7,63268.66
50637,2,8,31779.52
50638,1,5,55025.02
50639,1,1,23860.96
50640,4,23,39872.00
50641,3,5,17941.62
50642,1,23,31360.00
50643,4,3,41065.96
50644,1,12,24330.31
50645,3,9,23342.08
50646,3,12,29097.26
50647,3,12,26712.21
50648,1,5,29440.63
50649,2,5,20831.88
50650,1,3,27071.65
50651,2,20,19890.08
50652,4,3,35117.60
50653,3,3,22449.40
50654,4,5,23253.80
50655,2,5,11946.48
50656,4,8,6777.62
50657,4,20,31833.14
50658,4,3,40529.54
50659,1,5,37453.96
50660,1,12,27088.46
50661,1,5,1199.40
50662,1,9,13747.76
50663,4,20,24061.06
50664,4,5,98810.98
50665,1,3,41710.80
50666,2,12,32904.36
50667,2,5,121248.32
50668,3,12,35968.32
50669,1,3,8175.04
50670,2,13,62909.24
50671,3,1,8536.00
50672,2,3,37497.60
50673,1,9,16720.32
50674,3,3,30100.80
50675,1,5,33144.02
50676,4,5,17865.32
50677,2,0,31109.58
50678,2,20,49720.12
50679,1,12,21885.04
50680,2,3,34212.72
50681,2,5,40479.16
50682,3,12,47203.02
50683,3,3,24036.00
50684,3,5,36331.86
50685,2,20,32075.48
50686,1,23,27364.86
50687,1,5,19034.60
50688,2,9,29240.40
50689,4,9,30671.20
50690,1,5,41470.80
50691,1,1,35454.66
50692,4,5,42335.90
50693,4,5,19001.97
50694,2,3,31744.12
50695,4,5,19648.60
50696,2,23,36004.64
50697,4,3,36039.22
50698,2,5,31470.62
50699,4,5,35428.92
50700,1,5,46227.72
50701,3,3,21657.20
50702,3,23,12504.96
50703,3,20,24634.60
50704,4,12,36885.84
50705,1,5,58281.84
50706,3,9,19500.00
50707,2,3,37974.80
50708,1,5,45185.18
50709,4,5,38462.82
50710,3,3,21055.51
50711,4,5,58673.43
50712,1,3,27786.26
50713,4,3,19672.02
50714,3,5,8615.27
50715,1,0,23371.37
50716,3,9,21051.54
50717,1,3,9633.33
50718,2,5,21968.84
50719,1,20,23890.90
50720,3,12,17983.30
50721,1,5,29073.90
50722,1,6,26876.14
50723,2,12,50505.26
50724,2,23,28110.62
50725,4,5,10931.22
50726,1,3,19948.80
50727,4,5,15778.20
50728,1,20,30496.88
50729,4,5,1508.00
50730,1,23,22119.76
50731,4,3,39485.60
50732,3,5,31361.88
50733,4,3,24577.55
50734,2,3,37497.60
50735,2,3,41990.14
50736,4,3,20330.59
50737,4,3,29510.70
50738,2,3,41990.12
50739,4,5,25391.23
50740,1,12,46763.17
50741,2,5,48283.22
50742,1,5,3160.44
50743,3,5,26097.60
50744,3,6,17384.52
50745,2,3,37339.48
50746,4,23,7754.31
50747,1,3,33160.10
50748,3,5,20173.60
50749,2,12,33789.12
50750,4,9,11431.20
50751,3,3,22317.77
50752,4,5,50529.22
50753,3,5,14888.64
50754,1,12,19034.64
50755,4,5,22411.90
50756,2,5,48532.08
50757,1,5,35166.90
50758,2,12,38963.68
50759,3,23,22087.90
50760,3,9,16959.02
50761,3,5,18064.80
50762,1,20,33984.82
50763,3,1,47170.56
50764,4,19,25816.00
50765,4,5,16050.28
50766,4,20,42993.66
50767,1,9,22205.80
50768,4,5,13327.33
50769,2,5,30285.54
50770,4,5,51912.00
50771,1,21,36000.00
50772,3,1,39726.86
50773,4,3,23235.83
50774,1,12,46532.00
50775,1,9,0.00
50776,3,3,32140.80
50777,1,3,26032.93
50778,3,5,13241.40
50779,1,5,14497.50
50780,4,3,9508.36
50781,1,3,21260.50
50782,3,5,15156.60
50783,3,20,20228.50
50784,4,5,36241.56
50785,1,3,39175.50
50786,4,9,23249.92
50787,4,0,40150.84
50788,2,12,35054.08
50789,2,5,22023.90
50790,1,5,47296.48
50791,3,3,44048.10
50792,3,10,20901.16
50793,4,5,17752.24
50794,4,20,29738.58
50795,2,17,40944.58
50796,4,3,20343.98
50797,2,5,42299.08
50798,4,9,25790.30
50799,1,7,9054.40
50800,4,5,30961.76
50801,3,1,34022.40
50802,4,20,24126.49
50803,4,3,32865.86
50804,3,23,19641.80
50805,2,5,28953.36
50806,4,3,19576.78
50807,1,5,8396.25
50808,2,5,68246.30
50809,3,5,24348.58
50810,4,19,21016.80
50811,4,5,20380.28
50812,2,5,18146.52
50813,2,5,32402.18
50814,3,20,36668.18
50815,2,3,56269.22
50816,1,12,62145.76
50817,2,20,250.00
50818,2,3,35907.20
50819,3,5,24589.81
50820,3,5,32610.26
50821,3,5,15922.10
50822,1,3,17292.90
50823,2,5,22031.80
50824,4,5,86308.30
50825,4,19,24334.92
50826,3,19,12591.40
50827,1,5,16290.92
50828,1,3,33160.16
50829,4,5,21526.98
50830,2,3,34105.62
50831,4,9,15969.81
50832,3,5,29725.18
50833,1,9,15104.59
50834,1,5,44707.00
50835,1,12,6530.14
50836,3,3,28711.92
50837,1,12,44952.62
50838,1,3,31988.00
50839,1,3,28334.66
50840,4,5,26817.02
50841,2,5,124023.20
50842,2,9,40753.48
50843,2,20,29835.46
50844,2,3,30175.48
50845,2,5,24754.84
50846,4,3,43271.22
50847,4,12,23654.03
50848,2,5,129321.50
50849,1,5,24931.69
50850,3,12,30281.76
50851,3,5,17337.80
50852,4,3,15389.49
50853,2,5,28509.86
50854,2,5,19347.32
50855,4,3,21135.09
50856,3,5,27645.62
50857,3,20,23465.60
50858,1,20,29238.56
50859,1,16,32692.30
50860,3,19,14432.20
50861,4,3,33766.80
50862,1,5,19238.40
50863,2,3,38607.72
50864,3,3,31300.80
50865,3,20,41689.20
50866,4,5,15389.50
50867,1,5,19034.60
50868,3,3,39298.60
50869,3,20,28147.86
50870,2,5,23691.42
50871,2,3,35117.60
50872,4,9,32880.42
50873,3,9,21287.72
50874,4,6,36370.82
50875,2,5,51644.50
50876,3,5,19128.20
50877,3,20,14653.82
50878,3,20,23173.37
50879,2,3,37497.60
50880,1,1,51691.94
50881,3,3,35330.80
50882,2,3,41121.08
50883,2,5,40941.52
50884,4,3,21135.08
50885,1,5,43812.86
50886,1,3,43536.14
50887,2,23,27820.80
50888,1,5,20034.22
50889,3,3,33581.56
50890,3,5,56267.14
50891,2,5,17812.20
50892,1,3,31628.54
50893,2,5,47278.46
50894,4,9,26695.40
50895,2,20,24913.28
50896,1,7,22230.36
50897,1,20,28414.74
50898,3,20,17305.02
50899,1,5,8281.40
50900,4,20,250.00
50901,3,3,32140.80
50902,3,3,26860.80
50903,4,12,45711.64
50904,4,20,20471.19
50905,3,0,43149.80
50906,4,3,37497.60
50907,4,9,30517.68
50908,4,1,30870.00
50909,2,3,38305.82
50910,2,8,28550.26
50911,2,5,52689.60
50912,4,3,43696.82
50913,3,20,20303.79
50914,4,19,24948.00
50915,4,20,250.00
50916,4,9,25429.62
50917,4,5,66757.60
50918,4,20,30042.88
50919,1,9,26851.38
50920,4,5,10994.74
50921,2,5,34395.42
50922,2,9,29825.84
50923,3,3,22237.60
50924,3,20,51124.12
50925,4,5,11663.40
50926,1,3,27786.24
50927,3,3,30100.80
50928,4,3,30120.08
50929,2,1,58945.20
50930,1,8,24017.79
50931,4,9,26695.20
50932,4,5,10166.79
50933,3,20,23000.64
50934,3,5,50736.52
50935,1,20,41929.54
50936,4,20,12374.36
50937,2,3,37339.56
50938,3,3,30100.80
50939,1,19,18268.80
50940,2,5,51616.34
50941,4,3,20590.52
50942,3,9,28183.22
50943,1,5,20186.40
50944,3,23,18587.79
50945,4,3,40529.48
50946,2,3,41219.36
50947,2,12,36162.54
50948,1,3,22189.18
50949,1,9,23073.86
50950,4,5,37062.58
50951,2,9,23240.02
50952,1,5,100285.38
50953,1,5,22237.46
50954,2,20,250.00
50955,3,9,19500.02
50956,4,3,27983.20
50957,1,12,25830.31
50958,1,3,31988.00
50959,4,5,19730.72
50960,4,5,14765.87
50961,3,5,15746.58
50962,2,1,41516.10
50963,2,5,32123.44
50964,2,5,50472.20
50965,4,3,15254.18
50966,4,8,5104.72
50967,1,5,27735.80
50968,4,5,103068.00
50969,4,3,22069.60
50970,3,5,27484.51
50971,1,5,81633.57
50972,2,17,35097.54
50973,4,5,10168.79
50974,4,17,58365.70
50975,3,0,18605.20
50976,2,3,26634.66
50977,2,8,26916.92
50978,1,3,34035.36
50979,2,5,38252.20
50980,3,9,16959.06
50981,4,3,49192.00
50982,2,20,30105.60
50983,3,12,31513.26
50984,4,8,1440.28
50985,2,20,50456.92
50986,4,20,20457.44
50987,3,23,18986.02
50988,2,6,29835.78
50989,1,9,18943.00
50990,1,14,58846.20
50991,4,20,14343.24
50992,3,20,17854.42
50993,4,8,1195.10
50994,2,5,192169.18
50995,1,5,26835.10
50996,2,12,35264.32
50997,4,12,31470.72
50998,3,3,34739.72
50999,4,21,14700.68
51000,1,5,31518.83
51001,4,3,20591.24
51002,1,3,4967.61
51003,3,9,24602.25
51004,2,5,30505.56
51005,1,3,27349.64
51006,4,20,25888.24
51007,4,3,37497.60
51008,3,3,33409.02
51009,1,3,24071.88
51010,3,3,22237.60
51011,2,3,22189.62
51012,4,3,25342.80
51013,2,3,37339.46
51014,3,5,18338.40
51015,3,20,63830.40
51016,4,5,64675.56
51017,2,5,37462.06
51018,2,3,46320.88
51019,2,3,45594.00
51020,3,12,21041.21
51021,2,3,36850.58
51022,4,9,20996.56
51023,4,5,8050.00
51024,4,19,51632.00
51025,3,5,45946.42
51026,3,3,22064.91
51027,4,9,8913.84
51028,3,5,17101.41
51029,1,3,27768.91
51030,4,5,25579.89
51031,3,5,17220.00
51032,3,3,33408.98
51033,2,5,29167.64
51034,2,12,37439.30
51035,4,3,45684.80
51036,3,3,21657.20
51037,2,5,24689.16
51038,4,5,7146.56
51039,1,5,3059.94
51040,2,20,250.00
51041,2,19,28455.88
51042,4,20,50759.58
51043,3,3,17773.96
51044,1,7,16303.18
51045,3,9,33794.32
51046,4,22,16027.24
51047,4,3,19026.50
51048,4,3,12299.14
51049,3,5,29626.78
51050,2,3,38274.36
51051,1,5,104230.02
51052,3,5,57220.80
51053,4,5,20094.58
51054,3,9,13775.63
51055,1,20,17948.00
51056,3,20,25497.57
51057,4,9,15969.83
51058,4,20,26125.08
51059,2,5,55594.54
51060,2,3,24264.80
51061,4,6,14945.82
51062,1,5,21454.77
51063,4,9,25241.68
51064,2,3,40529.54
51065,3,20,2806.68
51066,2,20,605.64
51067,4,1,20170.05
51068,1,5,45386.34
51069,3,5,11722.50
51070,3,3,22518.82
51071,4,3,14383.74
51072,3,9,21949.20
51073,4,5,11965.26
51074,2,8,22452.24
51075,1,1,60097.44
51076,4,5,13826.91
51077,1,8,26301.18
51078,1,12,47949.78
51079,4,19,25816.02
51080,3,3,7504.56
51081,1,3,26845.44
51082,1,13,44528.84
51083,4,20,15216.53
51084,2,3,29275.66
51085,1,5,12696.90
51086,4,3,20325.90
51087,3,9,24505.08
51088,3,3,36765.30
51089,2,3,38829.08
51090,2,5,17137.80
51091,4,3,41066.20
51092,4,20,14512.15
51093,3,20,25497.58
51094,1,3,48187.84
51095,2,5,165987.60
51096,2,3,37339.46
51097,4,5,10359.86
51098,1,18,32171.18
51099,4,5,11648.00
51100,1,13,30453.78
51101,3,20,24445.23
51102,1,1,22917.70
51103,1,5,16396.20
51104,2,9,23272.46
51105,2,3,20891.52
51106,2,1,50272.36
51107,3,9,20935.18
51108,3,20,16113.40
51109,3,19,40924.80
51110,3,5,42738.60
51111,3,8,41611.04
51112,1,5,20861.22
51113,2,5,26686.50
51114,3,5,42048.00
51115,4,5,20937.40
51116,3,5,15913.60
51117,3,20,26586.24
51118,2,20,41043.68
51119,2,5,27971.90
51120,2,5,27433.52
51121,3,5,10622.23
51122,4,5,47984.74
51123,2,14,29281.02
51124,2,5,33163.48
51125,1,21,46153.80
51126,3,5,42312.57
51127,2,9,29797.10
51128,2,3,11118.50
51129,3,3,41912.38
51130,2,1,58945.14
51131,4,3,42451.30
51132,1,3,33443.20
51133,4,3,36517.60
51134,2,20,42439.60
51135,3,3,22602.22
51136,4,20,15921.38
51137,4,5,12875.10
51138,4,3,30742.82
51139,3,8,4813.00
51140,1,20,11761.34
51141,2,8,1401.40
51142,2,0,46175.24
51143,1,12,14870.08
51144,4,20,15695.95
51145,3,3,27338.00
51146,3,22,20817.10
51147,4,3,36517.60
51148,3,3,15768.70
51149,2,1,51772.00
51150,3,3,23288.64
51151,3,20,40439.84
51152,4,3,19774.41
51153,1,5,49093.32
51154,1,20,29070.08
51155,4,9,14911.50
51156,3,3,28943.00
51157,2,5,7569.68
51158,3,3,28284.20
51159,3,1,35107.06
51160,3,5,16504.40
51161,2,5,32418.94
51162,1,20,40401.26
51163,3,5,92473.20
51164,1,5,13889.70
51165,4,20,0.00
51166,3,8,19827.46
51167,2,5,10200.00
51168,3,20,28042.56
51169,2,3,29562.58
51170,1,5,32167.42
51171,3,5,67692.32
51172,1,5,20186.41
51173,2,5,29376.94
51174,3,3,26504.60
51175,4,3,28866.88
51176,3,9,18792.28
51177,4,9,18260.06
51178,3,19,43267.20
51179,4,20,19918.13
51180,1,5,79890.00
51181,1,1,32317.16
51182,1,9,44046.31
51183,3,3,22521.00
51184,2,5,23703.40
51185,3,3,13175.52
51186,2,3,43669.82
51187,1,5,20486.20
51188,4,20,33187.02
51189,1,16,23738.80
51190,2,20,14236.16
51191,2,1,28674.76
51192,4,5,65978.62
51193,1,3,15177.22
51194,1,5,44041.80
51195,1,20,38018.90
51196,1,5,7466.24
51197,2,5,152517.38
51198,4,3,36039.36
51199,4,5,99521.86
51200,1,5,22817.18
51201,4,6,27829.68
51202,4,5,16050.56
51203,4,5,144738.88
51204,4,3,18312.67
51205,4,20,250.00
51206,4,3,35117.60
51207,2,3,23905.24
51208,4,12,25518.39
51209,2,12,51479.48
51210,3,12,52414.18
51211,3,1,23000.60
51212,1,20,0.00
51213,1,20,31694.92
51214,4,5,60045.22
51215,3,20,20190.18
51216,3,3,23985.60
51217,3,12,39248.60
51218,4,3,33766.82
51219,1,12,17451.40
51220,2,8,2738.90
51221,1,8,21471.90
51222,4,5,22394.98
51223,3,9,30347.14
51224,4,12,17037.48
51225,3,5,23057.60
51226,1,20,21472.14
51227,1,3,0.00
51228,4,5,28235.17
51229,3,12,21794.12
51230,4,5,27612.20
51231,2,5,22040.56
51232,4,3,19043.50
51233,3,5,22452.02
51234,1,3,33160.18
51235,1,3,25034.80
51236,3,3,29670.82
51237,1,5,17823.06
51238,2,3,39485.60
51239,4,6,51780.86
51240,1,5,15923.30
51241,1,3,31988.00
51242,3,5,32637.58
51243,2,3,37497.60
51244,1,3,34479.10
51245,1,3,30471.84
51246,4,3,17608.50
51247,2,5,29594.40
51248,3,5,28171.87
51249,4,12,29490.04
51250,4,3,40840.20
51251,4,5,79126.58
51252,1,20,43828.00
51253,1,5,28973.00
51254,3,6,22943.52
51255,2,3,37974.80
51256,4,12,26032.86
51257,1,20,34256.40
51258,4,5,32384.80
51259,2,17,31388.20
51260,4,20,9781.20
51261,1,5,24406.10
51262,3,3,23416.60
51263,4,5,62897.90
51264,3,5,15302.94
51265,2,14,55168.64
51266,2,5,19599.74
51267,3,20,25497.60
51268,1,20,43183.64
51269,4,5,10971.44
51270,1,12,48188.16
51271,2,18,17115.84
51272,3,5,29314.80
51273,4,9,19036.36
51274,2,5,19869.92
51275,3,5,42238.90
51276,4,5,35267.40
51277,4,5,11932.70
51278,3,19,38024.80
51279,3,20,33625.94
51280,3,23,10744.32
51281,3,20,27416.18
51282,4,20,46198.22
51283,4,20,48256.36
51284,3,3,38022.10
51285,4,5,26817.00
51286,1,20,20712.68
51287,4,20,20866.10
51288,4,5,37069.20
51289,2,5,21956.22
51290,3,5,9868.82
51291,4,5,20774.52
51292,2,3,37974.74
51293,2,20,29818.86
51294,4,20,2779.92
51295,3,3,23009.21
51296,4,20,28322.26
51297,2,3,21092.80
51298,1,5,27219.20
51299,3,23,36579.62
51300,4,5,26444.50
51301,2,5,89562.20
51302,3,9,28183.30
51303,2,5,32691.84
51304,3,3,23402.96
51305,4,19,53132.80
51306,3,5,17228.70
51307,1,9,30002.72
51308,4,8,16554.16
51309,3,20,250.00
51310,1,5,25534.84
51311,1,5,17668.28
51312,2,3,46712.96
51313,3,3,35666.58
51314,1,3,20870.12
51315,4,5,25366.24
51316,4,5,29062.92
51317,2,9,29824.30
51318,1,3,26731.52
51319,3,5,170584.80
51320,1,3,33160.14
51321,2,5,19633.20
51322,3,5,139096.80
51323,1,5,34970.42
51324,4,5,26348.70
51325,1,9,13094.23
51326,3,3,25093.42
51327,1,3,29638.88
51328,3,20,18698.92
51329,2,14,64709.68
51330,2,9,20176.80
51331,2,5,37951.06
51332,2,3,11992.80
51333,3,20,40548.40
51334,1,5,22520.07
51335,4,14,42841.40
51336,4,3,20035.48
51337,3,5,36851.22
51338,4,9,30625.00
51339,3,5,33478.30
51340,3,20,26586.24
51341,3,9,22886.40
51342,1,3,27071.63
51343,3,5,17445.01
51344,3,5,19929.80
51345,4,9,14089.56
51346,3,12,11685.64
51347,1,5,22317.00
51348,1,5,23432.40
51349,4,9,15969.95
51350,3,20,12001.81
51351,2,3,33551.00
51352,1,19,37952.00
51353,3,3,33844.82
51354,3,5,31019.92
51355,1,20,14269.63
51356,1,9,26703.98
51357,3,5,43886.40
51358,3,5,24114.74
51359,4,5,45861.48
51360,3,5,12005.16
51361,4,5,10071.33
51362,4,20,125.00
51363,1,12,26090.42
51364,2,20,47305.42
51365,1,3,31470.10
51366,4,6,61894.98
51367,3,20,0.00
51368,3,3,30779.12
51369,3,23,20490.24
51370,1,0,11536.00
51371,3,20,53736.44
51372,3,20,250.00
51373,4,5,18481.48
51374,2,12,43167.20
51375,4,8,3313.28
51376,2,3,54791.14
51377,3,3,31829.12
51378,2,3,41990.12
51379,3,3,33844.80
51380,1,9,18816.70
51381,4,5,50026.20
51382,1,5,16504.00
51383,3,5,6011.70
51384,3,3,31300.80
51385,3,21,43728.00
51386,1,3,30664.80
51387,3,8,30512.34
51388,4,5,16812.21
51389,4,12,22893.47
51390,1,5,17657.52
51391,2,5,25244.90
51392,2,5,34863.86
51393,2,0,27781.60
51394,4,5,28637.60
51395,1,3,26032.88
51396,2,5,21260.86
51397,1,20,10528.70
51398,3,3,27093.44
51399,1,19,19472.86
51400,1,3,25034.80
51401,3,3,23115.59
51402,3,3,21657.20
51403,1,17,21478.33
51404,2,22,40384.68
51405,1,3,17903.68
51406,4,12,30699.26
51407,2,3,32344.16
51408,1,5,14709.20
51409,2,5,56300.68
51410,1,3,25034.80
51411,3,12,19597.79
51412,1,5,35711.40
51413,2,12,47568.74
51414,1,5,20793.19
51415,4,5,282692.20
51416,4,3,20325.89
51417,4,3,20108.09
51418,1,9,0.00
51419,4,20,0.00
51420,3,5,57554.50
51421,2,3,36517.60
51422,2,5,35460.52
51423,1,5,20572.76
51424,3,21,45556.46
51425,2,5,21733.92
51426,1,3,31887.98
51427,1,7,16303.14
51428,2,20,76158.60
51429,2,9,37814.48
51430,3,5,22374.59
51431,2,5,130408.12
51432,2,9,28267.58
51433,4,5,19016.56
51434,2,8,24442.90
51435,2,5,29973.84
51436,4,1,21781.70
51437,4,3,40529.44
51438,2,9,20865.40
51439,4,20,25630.08
51440,3,5,24271.20
51441,2,3,41065.92
51442,1,12,57953.32
51443,4,3,20590.52
51444,4,3,39485.60
51445,2,20,25447.84
51446,1,5,16105.02
51447,2,3,49138.88
51448,2,3,3997.60
51449,2,12,20884.20
51450,3,23,33902.40
51451,2,5,51662.92
51452,2,3,36192.98
51453,4,20,30824.76
51454,4,20,44032.80
51455,4,1,59197.60
51456,3,3,19244.80
51457,2,20,42810.14
51458,4,12,48530.76
51459,1,19,28186.97
51460,4,3,37350.24
51461,1,3,37429.86
51462,4,20,33866.04
51463,3,3,23115.60
51464,1,5,15777.46
51465,2,20,36344.00
51466,3,3,25911.84
51467,3,3,22520.98
51468,4,5,11498.04
51469,3,8,30861.56
51470,3,3,34739.56
51471,2,3,37339.48
51472,3,3,37509.18
51473,4,3,4123.84
51474,2,5,109410.40
51475,1,3,27071.63
51476,4,20,125.00
51477,2,5,22338.10
51478,3,5,24271.20
51479,1,3,22994.80
51480,3,3,16595.20
51481,3,3,28327.10
51482,3,5,8966.64
51483,1,5,19447.00
51484,3,3,21654.48
51485,4,19,24948.00
51486,3,6,30636.16
51487,2,3,38829.06
51488,2,3,22442.28
51489,3,0,51123.62
51490,2,20,47104.88
51491,2,3,40373.38
51492,2,6,56273.00
51493,2,9,9928.34
51494,2,12,59834.88
51495,4,8,54923.12
51496,3,5,17314.90
51497,4,3,37432.30
51498,2,3,0.00
51499,2,5,35275.56
51500,2,8,30797.70
51501,1,9,25577.42
51502,4,23,41505.82
51503,4,5,0.00
51504,2,3,31338.54
51505,4,3,36517.64
51506,2,14,50792.00
51507,4,9,7761.92
51508,2,9,29234.30
51509,1,5,0.00
51510,4,3,15384.55
51511,2,12,52637.22
51512,3,16,33995.78
51513,1,5,28148.00
51514,4,3,19553.81
51515,2,5,19038.70
51516,4,1,21802.62
51517,1,5,31562.00
51518,3,5,7593.87
51519,4,5,12876.18
51520,4,12,25554.90
51521,3,19,29132.80
51522,3,12,11704.96
51523,3,9,14057.21
51524,4,20,21370.96
51525,2,20,26719.82
51526,3,3,30100.82
51527,2,23,31337.60
51528,3,20,0.00
51529,4,3,38977.14
51530,4,9,10045.97
51531,3,9,3390.35
51532,4,1,36477.26
51533,2,3,37339.46
51534,4,14,52046.40
51535,2,12,50756.14
51536,2,23,43970.14
51537,1,20,250.00
51538,4,3,37974.74
51539,1,5,34526.40
51540,1,5,39329.08
51541,1,3,36026.80
51542,4,5,6433.00
51543,4,5,32564.57
51544,2,1,40602.28
51545,2,12,14122.82
51546,3,3,40089.28
51547,4,3,35126.64
51548,4,3,30533.24
51549,2,9,26373.38
51550,3,3,33409.02
51551,3,6,17384.54
51552,4,20,39872.70
51553,4,5,2630.00
51554,2,5,51608.90
51555,3,20,23742.78
51556,4,19,39538.96
51557,3,5,26465.74
51558,1,3,25207.04
51559,4,3,24490.16
51560,2,5,105484.50
51561,3,3,31300.80
51562,3,20,250.00
51563,1,5,63932.40
51564,2,5,28953.36
51565,2,5,43070.26
51566,4,3,16361.80
51567,1,3,33443.18
51568,1,12,32171.20
51569,4,21,65692.34
51570,4,3,36517.64
51571,1,3,33160.14
51572,3,5,108448.78
51573,1,3,29258.57
51574,2,3,34526.80
51575,4,3,17789.48
51576,4,3,18793.60
51577,2,9,9238.10
51578,2,19,20921.60
51579,3,3,30974.76
51580,2,5,24684.60
51581,4,3,49938.56
51582,3,3,22220.23
51583,1,5,25502.48
51584,3,5,27320.94
51585,1,3,27071.62
51586,1,20,30496.84
51587,3,3,22237.60
51588,3,5,29114.24
51589,3,9,14865.33
51590,3,20,37855.36
51591,1,3,13012.62
51592,1,5,14932.00
51593,4,3,19315.10
51594,2,9,26700.78
51595,1,5,79225.30
51596,4,14,44617.30
51597,1,3,25563.90
51598,1,3,34035.34
51599,4,5,16809.81
51600,3,3,42292.74
51601,2,5,24671.36
51602,2,5,54093.84
51603,1,5,18931.20
51604,1,3,30441.78
51605,4,23,51895.32
51606,1,5,17297.02
51607,2,5,29219.18
51608,4,6,13993.22
51609,3,3,18224.06
51610,4,5,25885.58
51611,2,5,24137.84
51612,3,3,31300.80
51613,3,20,23742.76
51614,3,3,24681.20
51615,1,1,51691.96
51616,3,5,7218.00
51617,2,3,48835.78
51618,4,20,17686.20
51619,2,5,46892.80
51620,3,5,31766.98
51621,4,5,30060.80
51622,3,9,19384.80
51623,3,5,12891.80
51624,3,1,43399.62
51625,2,23,27781.60
51626,3,20,25497.58
51627,2,9,22616.08
51628,1,9,20768.37
51629,1,3,29237.24
51630,2,1,67261.50
51631,1,5,30966.20
51632,1,5,31635.60
51633,2,3,44783.22
51634,3,5,14647.60
51635,2,3,8320.52
51636,1,19,18539.00
51637,2,5,20076.10
51638,4,5,12314.58
51639,3,3,32471.20
51640,3,5,30130.60
51641,1,20,17477.87
51642,1,19,28186.99
51643,2,20,24906.40
51644,4,5,9830.15
51645,2,5,71077.30
51646,1,20,21496.00
51647,2,3,40373.34
51648,3,0,47674.72
51649,2,5,23110.08
51650,2,12,35976.66
51651,1,20,32657.34
51652,1,5,24503.78
51653,4,20,250.00
51654,3,19,44006.50
51655,2,5,22695.00
51656,3,5,18147.40
51657,3,3,24219.18
51658,2,5,28953.36
51659,3,5,18133.87
51660,4,20,32412.80
51661,3,9,14709.78
51662,1,12,30661.02
51663,2,20,250.00
51664,4,5,111133.40
51665,2,5,26106.64
51666,2,3,64428.56
51667,1,5,25322.40
51668,4,5,27540.72
51669,2,9,15123.60
51670,1,3,24624.40
51671,2,23,26150.88
51672,2,9,28596.90
51673,2,3,29934.66
51674,3,5,18845.02
51675,3,5,32095.46
51676,1,20,27966.73
51677,1,3,31887.98
51678,2,9,23240.02
51679,2,20,43740.04
51680,2,9,24024.02
51681,4,19,54040.00
51682,1,5,42809.60
51683,1,5,78164.95
51684,4,5,36658.74
51685,2,5,62022.24
51686,3,3,26425.00
51687,3,13,40768.42
51688,4,20,9141.44
51689,4,3,40438.62
