,Fiscal Quarter,Bureau,Base Pay
68804,3,20,32637.18
68805,4,5,19914.30
68806,4,5,25129.32
68807,1,12,28855.84
68808,4,12,3083.69
68809,4,5,800.00
68810,4,23,25168.50
68811,2,20,29510.88
68812,3,5,11948.44
68813,2,20,250.00
68814,2,5,20322.62
68815,3,12,42722.08
68816,2,20,20147.50
68817,1,3,27786.26
68818,1,5,41809.24
68819,1,5,9995.92
68820,4,3,35603.68
68821,3,5,16095.52
68822,1,20,23488.82
68823,2,3,32981.36
68824,3,3,16595.20
68825,2,5,26817.00
68826,4,3,34159.00
68827,1,20,35631.10
68828,2,20,40113.02
68829,4,3,30120.10
68830,4,3,44548.92
68831,1,5,29024.00
68832,3,20,14200.59
68833,2,5,14189.38
68834,1,3,31087.86
68835,3,20,250.00
68836,2,3,40529.50
68837,1,3,22340.09
68838,4,1,22238.18
68839,1,5,17770.95
68840,3,3,25093.20
68841,4,3,36517.62
68842,2,7,23909.40
68843,3,12,44459.68
68844,3,22,19943.66
68845,4,12,64809.92
68846,2,9,22616.06
68847,2,3,41066.04
68848,4,8,26715.48
68849,4,5,15486.34
68850,3,21,51351.48
68851,3,3,30100.80
68852,4,5,12010.54
68853,1,3,34035.32
68854,1,9,16897.98
68855,1,3,0.00
68856,3,12,26381.80
68857,3,3,22732.72
68858,1,7,24251.48
68859,2,12,33390.52
68860,2,3,32043.20
68861,1,3,26032.92
68862,3,1,50740.80
68863,1,1,21298.16
68864,4,3,30922.06
68865,4,20,42992.88
68866,4,20,15242.55
68867,4,3,15266.61
68868,2,3,35394.24
68869,2,9,17164.80
68870,2,20,43960.58
68871,4,9,32880.48
68872,4,1,22238.16
68873,1,3,27786.26
68874,2,20,42146.94
68875,4,3,23265.31
68876,3,3,20225.28
68877,4,20,30216.12
68878,4,7,44807.92
68879,2,3,36471.00
68880,1,5,18129.29
68881,2,3,42834.44
68882,1,3,31470.08
68883,1,5,20049.55
68884,4,5,19009.20
68885,3,3,22392.20
68886,4,3,21134.97
68887,3,19,43728.00
68888,4,3,10455.58
68889,3,13,19205.98
68890,4,1,59197.60
68891,4,12,22577.80
68892,1,3,31888.00
68893,3,3,23079.92
68894,4,20,43924.02
68895,3,3,20826.20
68896,1,5,76909.89
68897,3,3,21608.31
68898,4,1,47499.20
68899,4,20,22420.30
68900,4,5,29037.38
68901,4,5,32223.82
68902,4,12,17232.58
68903,1,3,26535.60
68904,4,5,34461.40
68905,3,5,29345.32
68906,3,20,250.00
68907,4,5,23193.24
68908,1,3,27071.61
68909,3,12,22647.68
68910,4,20,250.00
68911,4,5,22665.12
68912,1,5,20730.40
68913,3,9,9855.45
68914,3,5,13600.67
68915,2,12,53123.70
68916,4,20,15059.65
68917,4,3,12545.79
68918,3,5,20797.16
68919,1,9,18943.00
68920,2,3,40529.58
68921,2,20,41506.08
68922,3,5,20717.82
68923,3,5,21625.77
68924,4,3,68653.90
68925,2,9,32560.72
68926,4,3,44690.32
68927,4,12,28908.24
68928,1,8,2268.50
68929,1,20,23431.40
68930,3,20,14421.64
68931,3,7,14461.31
68932,1,3,35859.38
68933,2,3,35670.76
68934,4,1,18966.55
68935,2,5,68224.38
68936,1,12,48188.16
68937,3,20,36851.56
68938,4,20,9447.00
68939,4,20,22308.28
68940,3,20,28476.63
68941,2,8,730.00
68942,3,19,25475.83
68943,3,20,32161.96
68944,1,6,21613.54
68945,1,3,39739.28
68946,1,9,32171.18
68947,4,3,18793.60
68948,3,3,25093.44
68949,2,7,31337.60
68950,3,12,57911.24
68951,2,20,250.00
68952,4,20,3599.24
68953,4,3,18312.70
68954,1,3,33160.12
68955,2,9,17949.04
68956,2,5,64632.00
68957,2,3,41065.96
68958,4,12,19910.10
68959,2,5,9043.08
68960,2,5,18713.80
68961,4,3,19802.98
68962,3,3,3143.56
68963,3,12,10328.64
68964,1,1,19034.64
68965,1,12,17297.20
68966,3,3,9911.92
68967,1,3,26786.38
68968,4,3,21460.34
68969,4,23,26018.16
68970,2,9,23549.14
68971,1,5,41820.80
68972,2,20,44592.80
68973,4,0,35359.78
68974,4,9,14588.58
68975,3,5,30185.00
68976,1,3,20870.11
68977,3,20,20249.11
68978,1,3,27508.78
68979,2,20,35992.30
68980,2,3,36517.60
68981,1,9,24966.46
68982,3,6,45208.80
68983,1,3,25285.20
68984,3,3,22786.32
68985,3,5,29964.96
68986,4,9,26043.28
68987,2,12,53095.84
68988,4,3,37497.60
68989,1,9,25069.69
68990,4,5,23601.50
68991,4,12,23444.56
68992,2,20,26989.76
68993,2,12,53095.90
68994,2,5,28625.02
68995,3,3,30100.82
68996,3,1,15898.95
68997,3,5,21332.42
68998,3,5,66158.54
68999,4,5,13033.30
69000,3,5,15906.60
69001,2,3,39853.96
69002,4,5,15486.31
69003,1,3,2372.49
69004,3,23,13856.34
69005,2,5,48596.86
69006,3,19,33728.00
69007,2,19,46637.92
69008,2,5,31872.46
69009,2,3,37974.70
69010,1,3,40804.34
69011,3,9,21333.60
69012,1,3,28892.85
69013,1,5,16122.40
69014,3,17,24558.92
69015,3,3,33570.24
69016,1,20,24035.16
69017,3,5,14176.60
69018,1,20,5437.90
69019,3,3,25175.99
69020,3,3,14514.00
69021,1,5,16230.86
69022,4,23,29082.41
69023,2,5,27421.68
69024,1,12,44488.80
69025,4,20,29704.34
69026,1,5,31125.45
69027,3,20,35330.80
69028,3,3,33458.64
69029,4,12,38388.00
69030,3,1,32601.04
69031,2,3,56026.88
69032,1,3,26033.01
69033,1,9,22914.56
69034,4,3,38977.18
69035,4,1,35225.17
69036,2,3,34526.66
69037,2,3,31435.44
69038,1,3,43606.88
69039,1,12,18456.72
69040,4,5,10892.15
69041,1,3,26731.51
69042,4,9,9985.48
69043,2,3,29275.66
69044,1,5,52431.96
69045,1,5,37747.80
69046,3,9,16959.02
69047,2,3,38829.08
69048,1,3,41700.16
69049,4,20,24263.18
69050,1,20,25071.88
69051,4,3,14956.91
69052,2,9,43484.00
69053,4,20,25700.03
69054,3,12,20971.49
69055,4,20,24107.78
69056,3,1,33153.60
69057,3,20,42936.38
69058,3,12,6496.35
69059,4,3,19043.50
69060,1,3,20412.08
69061,4,21,49688.94
69062,2,5,26610.20
69063,1,9,22160.26
69064,3,9,19500.00
69065,4,3,29964.02
69066,3,5,22719.58
69067,2,5,21928.00
69068,2,12,33390.56
69069,2,20,30219.92
69070,2,5,0.00
69071,3,9,19356.66
69072,3,20,26465.92
69073,4,5,26738.80
69074,1,5,21564.50
69075,2,19,51632.00
69076,1,12,58827.52
69077,4,19,25743.20
69078,1,19,43267.20
69079,1,23,35864.00
69080,4,5,19035.26
69081,1,5,30354.10
69082,2,5,55431.58
69083,1,20,43416.80
69084,2,1,65488.70
69085,2,23,51462.40
69086,1,20,32679.20
69087,1,9,28830.54
69088,4,5,10989.31
69089,2,5,23208.80
69090,2,3,32039.02
69091,1,19,34077.04
69092,4,1,22897.11
69093,4,0,64809.92
69094,1,12,32011.82
69095,3,12,20709.34
69096,1,8,9163.44
69097,4,3,24908.12
69098,2,20,47578.72
69099,2,9,39551.68
69100,2,3,37974.74
69101,4,8,14420.42
69102,4,9,13260.80
69103,4,3,41066.02
69104,2,3,30120.14
69105,1,3,33160.10
69106,2,3,5038.88
69107,1,5,103846.04
69108,1,3,29159.76
69109,3,1,0.00
69110,2,12,30647.18
69111,1,1,71930.00
69112,3,6,13892.64
69113,2,12,29238.96
69114,3,23,15755.72
69115,1,20,250.00
69116,1,3,30664.80
69117,4,5,55802.60
69118,1,9,0.00
69119,2,3,37338.18
69120,2,3,36517.64
69121,3,20,3053.82
69122,4,5,19654.62
69123,3,3,42857.08
69124,3,20,250.00
69125,2,3,43087.54
69126,4,5,16009.02
69127,4,3,35090.74
69128,1,7,15910.82
69129,2,19,21392.02
69130,3,9,5644.84
69131,1,3,21916.00
69132,4,5,13985.02
69133,2,1,58945.16
69134,3,12,14785.57
69135,2,3,38340.70
69136,1,5,14832.83
69137,3,5,22881.74
69138,4,3,24383.40
69139,3,21,31453.99
69140,1,5,125000.00
69141,4,5,29037.38
69142,4,21,48049.14
69143,4,3,20590.50
69144,2,20,30035.26
69145,1,3,20870.16
69146,4,3,18230.85
69147,1,3,20870.14
69148,3,19,14432.20
69149,2,20,49516.32
69150,4,3,44134.96
69151,2,5,50792.00
69152,2,5,42877.86
69153,3,8,17907.33
69154,1,5,20573.58
69155,2,5,50206.42
69156,4,19,21758.64
69157,4,8,26194.50
69158,3,3,29615.80
69159,3,3,26350.96
69160,3,3,15638.20
69161,1,3,20133.44
69162,3,3,26860.80
69163,4,1,21325.19
69164,4,8,15863.18
69165,4,20,25163.84
69166,1,3,30426.49
69167,1,3,35390.74
69168,2,3,41990.14
69169,4,20,29291.80
69170,3,3,21657.16
69171,2,3,38340.66
69172,2,5,180384.40
69173,2,5,112809.22
69174,4,19,51240.00
69175,1,3,25454.56
69176,4,3,19043.50
69177,4,5,55050.80
69178,3,20,15192.41
69179,3,6,29097.32
69180,4,19,20684.18
69181,2,5,68170.74
69182,1,3,21176.67
69183,4,3,21415.10
69184,1,12,33480.00
69185,2,5,30625.26
69186,1,5,14410.76
69187,1,3,35390.72
69188,2,5,0.00
69189,3,5,22886.40
69190,1,13,42754.58
69191,4,3,41065.92
69192,4,9,35799.66
69193,1,3,27349.65
69194,3,5,57220.86
69195,1,3,31470.14
69196,1,5,76909.86
69197,3,12,20971.41
69198,4,19,13227.22
69199,2,3,38829.06
69200,2,5,13061.32
69201,1,20,19746.85
69202,4,6,24931.20
69203,3,5,11532.98
69204,4,6,22853.03
69205,1,3,5810.52
69206,3,20,12399.00
69207,3,7,38731.36
69208,1,9,20386.30
69209,4,3,20994.43
69210,4,5,18901.40
69211,1,9,16122.64
69212,4,3,30742.84
69213,3,3,33651.78
69214,1,20,54316.14
69215,4,3,15265.09
69216,1,5,24356.05
69217,3,3,20528.62
69218,1,12,29557.44
69219,1,20,25194.32
69220,3,6,31357.31
69221,4,5,9058.65
69222,4,3,19043.50
69223,4,5,13920.25
69224,3,3,40089.36
69225,4,12,38388.00
69226,1,3,34035.34
69227,3,12,15156.67
69228,1,3,32547.19
69229,3,5,34826.16
69230,3,5,7593.87
69231,2,20,37423.68
69232,4,5,10556.00
69233,3,12,32204.80
69234,1,22,35669.92
69235,3,1,30028.00
69236,2,9,29168.04
69237,3,9,26250.00
69238,1,3,31068.54
69239,3,1,45321.60
69240,1,19,15897.64
69241,2,5,27474.56
69242,1,13,5322.24
69243,2,3,35117.60
69244,3,3,25914.56
69245,1,5,21321.12
69246,2,5,4298.22
69247,1,14,33650.40
69248,1,9,23850.31
69249,2,20,36511.26
69250,1,3,20870.12
69251,4,3,17608.51
69252,3,9,15157.80
69253,3,5,18884.40
69254,1,14,31522.54
69255,1,5,8779.36
69256,4,20,22420.29
69257,3,20,10715.90
69258,3,5,29957.83
69259,2,5,22187.02
69260,2,5,34984.42
69261,4,20,32245.43
69262,4,5,29500.80
69263,1,1,51691.98
69264,2,3,44783.20
69265,1,5,24726.18
69266,1,5,4731.00
69267,4,12,31823.35
69268,4,17,24608.36
69269,3,12,45321.60
69270,1,3,24601.80
69271,4,5,22579.28
69272,1,5,35933.91
69273,1,1,41991.21
69274,2,12,44824.32
69275,3,1,35107.04
69276,1,7,18425.78
69277,2,20,27408.22
69278,3,23,17020.54
69279,4,3,29599.12
69280,1,5,22058.81
69281,4,3,23663.32
69282,2,5,21180.34
69283,2,8,15077.42
69284,2,5,172869.96
69285,1,3,26731.52
69286,1,3,31248.94
69287,1,20,14193.87
69288,2,3,37339.48
69289,1,5,23417.78
69290,4,3,23823.52
69291,4,5,21419.50
69292,1,9,16122.62
69293,3,3,37509.28
69294,1,14,30759.30
69295,1,21,14787.00
69296,4,5,5711.70
69297,1,20,32515.60
69298,4,5,10010.91
69299,4,3,16820.84
69300,2,9,27829.32
69301,3,21,28650.70
69302,1,23,27115.34
69303,4,12,18824.33
69304,2,3,37497.60
69305,3,5,18090.11
69306,4,5,15486.34
69307,2,1,0.00
69308,2,3,35394.24
69309,4,3,38977.16
69310,2,5,21574.50
69311,4,3,21795.20
69312,4,5,13880.23
69313,4,20,22420.25
69314,1,5,17302.00
69315,4,3,38489.84
69316,3,3,23578.96
69317,3,1,28169.10
69318,1,20,30496.94
69319,3,3,34408.88
69320,4,5,9876.70
69321,4,7,14084.62
69322,1,3,26032.88
69323,3,3,35199.36
69324,4,20,4857.50
69325,4,5,23200.00
69326,2,5,14962.40
69327,2,5,51644.44
69328,3,23,46839.38
69329,2,12,32904.42
69330,1,20,17795.20
69331,2,12,48526.24
69332,4,5,13150.06
69333,4,3,37757.56
69334,4,3,36517.60
69335,1,5,88414.31
69336,1,23,38956.27
69337,3,1,0.00
69338,4,5,30961.80
69339,4,3,11744.66
69340,4,20,11338.53
69341,2,3,32687.68
69342,2,1,58945.12
69343,2,9,29168.06
69344,1,5,8489.46
69345,4,9,20074.82
69346,1,5,13407.10
69347,2,9,22150.84
69348,1,5,39333.00
69349,1,20,33036.76
69350,2,1,50416.92
69351,1,3,18679.18
69352,3,20,34994.46
69353,3,3,25093.20
69354,4,3,39198.98
69355,2,1,51772.00
69356,1,8,17669.72
69357,1,20,33147.17
69358,1,5,18446.40
69359,3,12,17044.00
69360,4,5,21526.97
69361,1,12,24820.83
69362,2,5,0.00
69363,3,20,17121.42
69364,2,20,8678.44
69365,3,9,25000.82
69366,2,3,36517.60
69367,2,3,37339.48
69368,3,20,28476.64
69369,3,5,18967.86
69370,3,5,43799.22
69371,1,8,22545.12
69372,4,5,13985.02
69373,3,1,40713.60
69374,1,20,18015.26
69375,2,19,51240.00
69376,1,3,27631.19
69377,4,3,45684.80
69378,3,3,26351.00
69379,2,5,48315.64
69380,3,5,53344.70
69381,2,8,730.00
69382,3,3,32495.36
69383,1,3,28148.72
69384,4,3,14592.20
69385,2,9,32880.94
69386,1,20,20855.16
69387,4,3,51061.94
69388,2,3,36389.48
69389,4,9,9285.80
69390,1,12,9803.84
69391,4,12,45940.14
69392,4,5,28603.15
69393,1,20,24703.50
69394,1,5,21815.90
69395,3,5,16600.70
69396,2,5,20188.50
69397,1,20,21200.01
69398,4,5,19012.80
69399,2,21,49346.08
69400,4,6,17232.36
69401,3,5,29964.98
69402,3,16,32846.12
69403,2,3,31434.32
69404,1,20,250.00
69405,4,3,36039.24
69406,1,3,31628.50
69407,3,3,35199.46
69408,1,3,31470.16
69409,4,19,11629.10
69410,2,20,50391.72
69411,1,3,48429.42
69412,3,5,28772.66
69413,1,3,32887.09
69414,1,3,7995.20
69415,2,21,52911.06
69416,1,3,28148.72
69417,3,3,31300.80
69418,4,5,26817.02
69419,2,6,26372.72
69420,3,1,21632.92
69421,3,13,52939.38
69422,1,3,25062.08
69423,4,9,9771.04
69424,1,3,59581.70
69425,1,12,19302.72
69426,4,3,26369.24
69427,4,0,32079.14
69428,1,12,23440.26
69429,3,20,27364.03
69430,3,5,21720.42
69431,4,5,49355.56
69432,4,5,122251.44
69433,1,5,108651.56
69434,1,5,41392.57
69435,3,12,21609.60
69436,4,1,30870.00
69437,4,20,21205.96
69438,1,20,250.00
69439,3,3,21373.20
69440,2,5,22031.80
69441,4,3,31001.88
69442,4,16,35000.00
69443,2,12,46872.00
69444,1,3,39273.10
69445,4,5,18551.41
69446,4,3,45684.80
69447,2,1,27253.06
69448,3,3,25894.80
69449,3,3,21657.20
69450,3,1,34084.31
69451,1,20,30004.94
69452,1,3,34479.14
69453,4,5,12650.14
69454,3,20,36851.60
69455,4,3,19043.49
69456,2,3,29275.64
69457,2,3,45872.56
69458,4,3,14800.66
69459,2,3,20438.00
69460,1,5,37395.01
69461,3,5,24889.20
69462,1,3,1173.26
69463,4,1,42060.70
69464,1,20,250.00
69465,4,1,19042.20
69466,3,20,25489.96
69467,4,8,3727.02
69468,3,3,19753.60
69469,2,5,51595.12
69470,2,5,20897.68
69471,1,3,25631.04
69472,1,3,24677.17
69473,1,3,25034.82
69474,1,20,18182.83
69475,2,12,60968.60
69476,2,3,33766.86
69477,3,5,17827.41
69478,4,3,20325.90
69479,2,3,40373.36
69480,3,12,20558.13
69481,1,17,31487.40
69482,3,5,23524.20
69483,3,23,19870.94
69484,2,5,22749.04
69485,3,20,38471.68
69486,2,3,37339.46
69487,1,3,20870.14
69488,3,3,30585.12
69489,1,3,20870.08
69490,2,20,39230.30
69491,2,3,39854.08
69492,2,5,9631.72
69493,3,3,41914.22
69494,3,14,26465.90
69495,4,12,18500.75
69496,1,9,32011.74
69497,4,3,19689.60
69498,4,19,50478.40
69499,2,5,20349.64
69500,2,5,19337.62
69501,4,20,35012.39
69502,1,5,15128.80
69503,4,5,14400.00
69504,4,5,18500.58
69505,3,12,39315.20
69506,1,8,18486.22
69507,4,5,26941.00
69508,2,5,30993.02
69509,1,3,31887.96
69510,2,1,32904.34
69511,2,20,10245.44
69512,3,9,15834.83
69513,1,12,38119.68
69514,1,5,17742.32
69515,1,5,41217.36
69516,4,12,28788.74
69517,4,5,12792.35
69518,4,3,30742.80
69519,2,3,25293.78
69520,4,20,46035.14
69521,1,5,31588.90
69522,4,5,20852.27
69523,4,5,49054.60
69524,4,5,25308.96
69525,2,19,5244.08
69526,2,3,30363.48
69527,2,9,39949.28
69528,3,3,35199.42
69529,4,20,28762.24
69530,2,3,42451.34
69531,2,20,42810.06
69532,3,3,30779.12
69533,1,20,34230.39
69534,1,3,31470.14
69535,4,9,21526.96
69536,1,5,39223.20
69537,4,12,35444.68
69538,3,3,31300.80
69539,1,5,19868.36
69540,1,5,26031.43
69541,2,20,59909.94
69542,3,9,25347.87
69543,1,12,23323.99
69544,3,1,30028.00
69545,3,3,33844.80
69546,1,3,31470.12
69547,1,5,17866.38
69548,4,1,27369.86
69549,1,12,31064.00
69550,1,20,26390.86
69551,1,3,36496.32
69552,1,23,14240.00
69553,3,12,22581.59
69554,1,8,2835.66
69555,3,7,33458.60
69556,1,19,18539.04
69557,4,5,41372.80
69558,1,5,34398.90
69559,1,9,26089.67
69560,4,19,26040.03
69561,3,3,30100.86
69562,2,3,37974.76
69563,1,3,28148.72
69564,1,6,25234.40
69565,2,5,14723.08
69566,4,3,41219.32
69567,2,9,23703.66
69568,1,9,33816.00
69569,4,12,21646.68
69570,3,8,25294.90
69571,1,3,27786.31
69572,2,3,39853.96
69573,1,3,35390.78
69574,4,5,21293.24
69575,1,5,5671.48
69576,1,3,25034.80
69577,4,3,40767.84
69578,1,5,25344.60
69579,3,5,35084.40
69580,1,5,23403.16
69581,1,3,22340.08
69582,1,5,42808.36
69583,1,20,250.00
69584,3,1,21683.58
69585,4,5,15045.37
69586,4,3,16342.20
69587,4,5,56361.16
69588,3,20,35330.74
69589,3,12,29682.90
69590,4,20,9945.50
69591,1,3,25034.80
69592,2,5,33397.26
69593,1,8,20578.61
69594,1,5,15982.00
69595,3,3,24786.72
69596,4,20,7014.00
69597,2,20,39185.98
69598,4,3,37974.74
69599,1,5,21488.80
69600,3,3,51378.86
69601,2,23,33916.94
69602,2,9,35264.34
69603,1,9,22243.10
69604,3,13,9491.66
69605,3,3,23416.60
69606,2,1,50416.88
69607,2,3,4554.72
69608,3,5,36826.67
69609,1,20,17701.46
69610,4,23,15106.56
69611,4,8,0.00
69612,3,3,49370.54
69613,2,22,36002.46
69614,1,5,17018.13
69615,1,5,8991.60
69616,3,20,30032.66
69617,3,5,28168.59
69618,3,12,18658.38
69619,1,3,30664.80
69620,4,3,6409.12
69621,2,20,42146.98
69622,2,23,39233.60
69623,2,3,32316.48
69624,4,5,14073.92
69625,2,5,38829.64
69626,3,9,28808.44
69627,2,5,20520.00
69628,4,3,14592.20
69629,1,3,27294.62
69630,3,19,18197.80
69631,4,3,49936.38
69632,4,5,9908.21
69633,1,3,26032.91
69634,2,18,11244.48
69635,3,5,24271.20
69636,1,5,25178.32
69637,2,3,47875.62
69638,2,5,26660.60
69639,3,12,41255.20
69640,3,5,90769.20
69641,3,19,30880.00
69642,1,5,94477.00
69643,3,5,17827.41
69644,2,3,28990.80
69645,4,3,20325.90
69646,3,5,22604.60
69647,1,3,37069.28
69648,3,5,19725.87
69649,3,20,28476.64
69650,3,23,17848.79
69651,4,5,38077.20
69652,2,9,23240.04
69653,1,5,13889.70
69654,4,9,15210.90
69655,2,6,57817.70
69656,4,21,29176.00
69657,1,3,25034.80
69658,1,3,26731.52
69659,3,20,16287.51
69660,1,5,18304.62
69661,4,5,16983.32
69662,3,5,23713.98
69663,1,20,37542.92
69664,3,9,19707.18
69665,4,9,25001.79
69666,3,3,15553.02
69667,2,23,34679.40
69668,4,3,16227.61
69669,4,3,19043.50
69670,2,7,23461.34
69671,3,5,27783.60
69672,3,1,21275.60
69673,4,20,15059.80
69674,1,23,27910.40
69675,3,5,51232.78
69676,1,3,32743.08
69677,2,20,28173.60
69678,2,3,37339.54
69679,1,5,28002.89
69680,2,3,40529.54
69681,3,1,39726.78
69682,1,3,21686.20
69683,3,7,15638.24
69684,3,1,31175.02
69685,3,3,25093.44
69686,3,5,15186.60
69687,1,3,8175.04
69688,1,19,0.00
69689,1,5,24621.42
69690,1,5,21370.02
69691,3,23,29633.85
69692,3,5,18810.32
69693,4,9,5802.00
69694,2,3,35117.60
69695,2,5,43491.20
69696,3,5,35041.20
69697,2,3,49014.42
69698,1,1,51692.00
69699,1,1,47915.52
69700,1,20,250.00
69701,1,7,16132.32
69702,1,3,39024.32
69703,4,3,19043.50
69704,2,19,22247.46
69705,4,14,31601.94
69706,3,5,23015.42
69707,1,20,250.00
69708,4,20,250.00
69709,3,12,20151.04
69710,4,12,24891.89
69711,4,9,27234.20
69712,2,20,43961.38
69713,4,5,56526.98
69714,1,5,124733.00
69715,4,3,41795.06
69716,3,5,29668.04
69717,1,16,32153.80
69718,3,7,25010.84
69719,2,3,35117.60
69720,1,3,25207.00
69721,1,20,28973.28
69722,3,5,39686.40
69723,3,17,23516.72
69724,4,3,16380.00
69725,4,3,4896.90
69726,3,1,33153.60
69727,4,9,24998.40
69728,3,23,33902.40
69729,1,9,34845.65
69730,2,5,18633.64
69731,2,9,25160.32
69732,1,5,23417.92
69733,2,5,33916.40
69734,1,20,250.00
69735,1,1,28822.04
69736,2,5,27290.20
69737,4,1,47499.20
69738,1,20,28539.14
69739,1,9,24970.20
69740,3,3,32140.80
69741,2,3,65584.68
69742,2,5,26132.28
69743,3,9,14694.97
69744,1,3,26731.52
69745,3,5,20113.80
69746,3,6,29624.84
69747,1,9,16567.44
69748,1,3,32195.40
69749,3,3,18232.00
69750,3,5,18023.78
69751,2,12,57794.28
69752,1,17,25833.40
69753,3,1,26381.84
69754,3,3,29474.94
69755,2,3,35117.60
69756,1,3,21498.95
69757,3,12,24691.60
69758,1,20,29201.94
69759,2,5,31060.54
69760,1,5,34070.12
69761,4,5,45881.08
69762,2,3,43087.56
69763,1,3,33055.00
69764,3,3,24354.40
69765,2,9,30625.28
69766,3,11,43832.20
69767,3,5,5012.00
69768,3,3,21657.20
69769,4,5,22512.00
69770,4,3,14173.25
69771,4,5,32928.54
69772,4,5,8233.40
69773,3,5,6479.46
69774,1,5,21171.38
69775,3,23,33902.40
69776,3,3,24354.40
69777,4,3,18312.68
69778,3,1,40980.36
69779,1,3,20870.00
69780,1,20,25218.14
69781,3,3,20826.20
69782,3,3,28942.96
69783,1,0,29616.22
69784,3,5,43010.26
69785,4,3,20215.61
69786,1,12,57953.36
69787,2,5,36852.28
69788,3,23,26645.08
69789,3,3,32549.78
69790,1,18,47949.80
69791,4,3,7646.98
69792,3,5,16631.00
69793,1,3,26032.88
69794,4,20,250.00
69795,2,19,50400.00
69796,1,3,36496.38
69797,4,1,32705.08
69798,1,13,34964.20
69799,4,8,19821.58
69800,3,5,27248.50
69801,1,3,799.52
69802,1,20,34230.39
69803,4,5,92473.20
69804,1,5,21121.32
69805,1,5,152026.40
69806,1,23,33606.40
69807,3,9,16958.30
69808,2,5,110311.64
69809,3,20,22608.00
69810,4,3,35117.60
69811,3,1,50740.80
69812,2,3,35117.60
69813,1,8,394.52
69814,3,7,21077.50
69815,3,5,32671.10
69816,1,20,250.00
69817,3,3,20051.18
69818,1,5,35905.42
69819,1,5,11296.24
69820,1,20,28236.24
69821,2,20,250.00
69822,4,5,47374.82
69823,4,6,15286.37
69824,2,20,63525.04
69825,3,9,19920.00
69826,3,3,24354.40
69827,2,3,38977.14
69828,1,9,21950.24
69829,2,5,48003.94
69830,1,9,18662.12
69831,4,20,25630.04
69832,3,3,37454.89
69833,1,20,18551.18
69834,1,9,16720.32
69835,1,20,250.00
69836,3,3,20533.52
69837,2,12,67779.06
69838,2,5,34235.60
69839,3,3,24354.40
69840,4,5,40553.84
69841,2,20,39230.30
69842,2,0,40358.08
69843,2,5,64615.60
69844,1,3,26845.54
69845,2,3,6262.84
69846,4,20,15177.24
69847,1,12,37925.67
69848,3,3,22449.40
69849,1,5,96863.00
69850,2,5,112249.20
69851,1,12,29586.44
69852,3,20,41362.56
69853,4,5,25215.36
69854,4,5,22410.62
69855,4,9,15210.91
69856,4,5,70000.00
69857,4,3,25658.65
69858,1,3,30606.40
69859,1,8,35905.58
69860,4,5,54933.54
69861,3,5,92912.40
69862,3,6,24573.06
69863,3,5,13644.75
69864,1,12,11153.29
69865,4,5,15986.67
69866,2,9,25701.74
69867,1,20,26351.20
69868,4,9,12116.27
69869,2,1,60529.28
69870,3,3,23835.54
69871,4,6,46631.20
69872,4,20,42992.02
69873,4,3,19034.31
69874,3,20,32527.20
69875,4,20,22420.24
69876,1,3,31887.96
69877,4,3,32256.00
69878,4,20,19016.20
69879,1,5,35770.68
69880,4,5,38637.08
69881,1,20,24813.66
69882,2,3,30175.44
69883,4,22,48320.16
69884,2,5,20633.20
69885,3,20,27703.52
69886,3,12,30410.84
69887,4,5,9687.04
69888,3,20,22398.97
69889,1,3,27001.44
69890,4,3,23227.78
69891,3,5,9674.56
69892,4,3,37974.78
69893,4,5,16809.81
69894,3,3,25093.38
69895,4,3,19501.46
69896,2,5,24263.40
69897,4,3,36517.60
69898,2,23,41378.46
69899,1,3,30471.84
69900,1,9,24344.66
69901,4,3,5424.96
69902,3,5,14599.84
69903,4,5,24877.76
69904,4,3,29615.39
69905,3,20,24972.80
69906,4,5,19974.64
69907,2,1,60529.22
69908,1,12,44952.20
69909,3,5,16221.19
69910,3,3,90.00
69911,4,20,42993.66
69912,2,3,37339.46
69913,4,5,32552.20
69914,4,20,26700.80
69915,4,5,14310.18
69916,2,5,92310.40
69917,4,9,32867.50
69918,2,20,15643.52
69919,2,3,38340.74
69920,3,3,19963.39
69921,4,5,34775.14
69922,3,3,36675.22
69923,3,19,45456.00
69924,2,3,35117.60
69925,1,5,30687.60
69926,2,12,31336.46
69927,1,5,34141.90
69928,4,20,27696.30
69929,3,9,28183.32
69930,4,20,42993.70
69931,3,5,18147.40
69932,2,20,30419.28
69933,3,9,15834.80
69934,2,20,250.00
69935,1,16,26923.10
69936,3,9,15822.24
69937,4,12,77172.50
69938,1,20,13818.44
69939,2,5,21563.00
69940,2,1,39007.28
69941,4,3,15267.00
69942,3,9,11356.00
69943,1,5,28511.72
69944,4,5,32253.38
69945,2,20,42810.10
69946,1,3,19948.80
69947,4,5,22935.54
69948,1,3,28100.00
69949,2,3,28352.40
69950,2,12,45039.68
69951,4,3,39485.60
69952,2,20,42810.08
69953,2,3,36423.64
69954,1,5,24019.38
69955,1,12,39869.22
69956,2,5,27986.46
69957,1,8,2681.50
69958,1,9,30845.12
69959,1,12,40137.70
69960,2,9,22893.56
69961,2,5,24441.04
69962,1,3,30596.04
69963,4,6,18901.12
69964,1,5,29335.06
69965,3,5,30449.40
69966,1,9,26742.02
69967,1,3,31887.98
69968,4,9,26700.80
69969,2,20,250.00
69970,1,5,10501.74
