,Fiscal Quarter,Bureau,Base Pay
134729,1,3,39227.15
134730,2,3,40373.32
134731,2,12,45039.66
134732,4,12,15496.32
134733,2,20,33455.78
134734,3,5,15846.94
134735,2,5,32804.66
134736,1,20,21832.29
134737,3,5,38462.66
134738,3,5,0.00
134739,4,20,42993.68
134740,4,3,0.00
134741,3,5,11700.00
134742,4,5,130683.60
134743,2,8,31104.72
134744,2,1,47334.72
134745,2,3,46999.68
134746,3,12,21393.92
134747,4,9,16118.44
134748,3,3,24990.56
134749,3,5,7192.30
134750,4,5,23535.54
134751,4,1,1151.80
134752,2,3,26577.56
134753,4,5,23148.84
134754,2,3,38977.14
134755,1,3,16051.20
134756,1,3,26845.54
134757,3,9,27406.48
134758,1,12,47468.00
134759,1,5,18690.80
134760,1,5,44707.00
134761,2,3,37432.28
134762,2,8,730.00
134763,2,20,61359.20
134764,3,5,17341.12
134765,3,5,19690.07
134766,2,5,27855.36
134767,1,5,49222.58
134768,1,9,20793.41
134769,1,5,96648.00
134770,1,13,780.00
134771,4,5,33163.20
134772,4,3,38698.74
134773,1,23,38956.26
134774,1,5,0.00
134775,1,20,37542.98
134776,2,19,11551.18
134777,2,1,38679.20
134778,2,13,19353.00
134779,2,19,28407.40
134780,1,5,43828.02
134781,2,23,24812.08
134782,2,12,65468.48
134783,2,5,19878.24
134784,4,3,18312.69
134785,1,14,49862.40
134786,2,5,22167.68
134787,3,16,33239.84
134788,4,5,7294.31
134789,1,21,36000.00
134790,1,5,46154.06
134791,1,1,34465.90
134792,1,9,20081.78
134793,2,20,13102.28
134794,4,1,47499.20
134795,3,1,17044.00
134796,1,23,44639.00
134797,3,3,40089.30
134798,1,5,19031.60
134799,4,5,31172.38
134800,3,3,29735.76
134801,1,22,57289.00
134802,3,5,31201.48
134803,4,20,39752.08
134804,3,3,28821.23
134805,1,5,76909.88
134806,1,12,29557.44
134807,4,3,36517.60
134808,3,3,18901.20
134809,3,3,26350.80
134810,4,9,9312.53
134811,3,20,28201.36
134812,2,20,41043.68
134813,2,5,27482.04
134814,4,12,14987.02
134815,3,5,29091.82
134816,3,23,33902.40
134817,2,5,7970.80
134818,2,5,18663.68
134819,2,3,36517.60
134820,4,23,25956.06
134821,2,5,28316.40
134822,4,5,35538.65
134823,3,9,19384.86
134824,2,5,39749.60
134825,2,9,56358.40
134826,1,23,27659.39
134827,4,3,29790.04
134828,1,5,30311.76
134829,2,3,30742.84
134830,4,9,23240.06
134831,2,5,21075.60
134832,2,5,32333.12
134833,4,23,14168.68
134834,2,5,22755.56
134835,1,3,33160.12
134836,4,8,12343.70
134837,3,5,29079.92
134838,4,3,35117.60
134839,1,5,38398.32
134840,3,21,32064.14
134841,4,5,125442.36
134842,3,5,20282.50
134843,1,5,18625.40
134844,3,5,9868.82
134845,2,3,36501.30
134846,3,20,23876.72
134847,1,3,24624.04
134848,3,5,25261.82
134849,2,12,32179.00
134850,2,5,11229.00
134851,3,20,16953.60
134852,1,5,36802.13
134853,2,5,119283.04
134854,2,20,31126.76
134855,4,5,11648.00
134856,3,5,44629.54
134857,3,5,28218.90
134858,2,3,41065.98
134859,3,3,18745.12
134860,4,3,37497.60
134861,1,20,0.00
134862,4,3,16833.09
134863,2,9,30625.06
134864,1,17,20217.60
134865,3,3,30890.88
134866,4,8,36520.88
134867,3,5,17101.40
134868,4,3,15389.50
134869,2,5,15884.68
134870,1,3,22451.34
134871,1,3,22132.27
134872,2,3,32981.32
134873,1,5,22317.02
134874,2,3,35907.20
134875,2,3,27983.20
134876,2,5,132930.10
134877,4,5,22221.70
134878,2,19,45024.00
134879,4,9,22615.64
134880,4,22,13737.63
134881,4,9,14882.00
134882,1,5,18753.66
134883,3,9,19384.80
134884,2,5,24241.70
134885,3,19,29132.80
134886,1,5,64358.49
134887,2,5,65608.82
134888,4,5,48577.24
134889,2,8,54923.12
134890,4,3,37497.60
134891,4,6,19045.60
134892,1,1,51691.94
134893,4,20,125.00
134894,2,3,32256.00
134895,1,1,40971.52
134896,1,5,0.00
134897,3,19,22489.50
134898,3,23,3916.96
134899,2,3,47133.08
134900,3,3,24354.40
134901,4,3,39485.60
134902,3,20,24445.22
134903,3,20,25603.20
134904,3,5,141899.88
134905,4,23,14911.41
134906,3,5,25557.00
134907,2,23,35959.02
134908,1,5,23291.38
134909,1,5,0.00
134910,4,8,22752.82
134911,4,8,26540.58
134912,3,3,29616.00
134913,4,5,21305.96
134914,2,5,27992.66
134915,1,12,20322.60
134916,2,9,29168.06
134917,3,5,26035.57
134918,4,20,125.00
134919,2,5,63163.12
134920,1,20,21638.13
134921,4,5,10985.80
134922,4,5,73385.20
134923,4,5,18697.94
134924,2,3,40969.60
134925,2,20,250.00
134926,3,9,15081.00
134927,2,5,7628.80
134928,4,0,97570.90
134929,1,20,1549.84
134930,2,1,40471.98
134931,1,5,25932.54
134932,3,5,24271.20
134933,4,3,37974.74
134934,2,20,250.00
134935,3,3,19723.54
134936,4,23,25860.80
134937,2,3,22740.48
134938,1,3,3958.40
134939,1,20,18551.20
134940,1,3,29009.12
134941,2,5,16330.92
134942,4,8,23740.62
134943,1,3,31887.94
134944,4,1,35225.14
134945,3,5,7508.44
134946,4,3,0.00
134947,4,3,19803.00
134948,1,3,0.00
134949,2,8,11586.86
134950,1,3,35859.38
134951,3,3,12925.42
134952,3,5,12149.03
134953,4,20,28082.46
134954,4,3,18797.63
134955,1,3,27631.20
134956,3,5,30032.66
134957,3,5,12011.42
134958,3,5,21899.84
134959,3,22,22788.64
134960,2,3,31337.60
134961,3,3,40089.40
134962,4,5,47686.17
134963,1,9,21832.10
134964,4,3,56643.86
134965,1,20,32556.00
134966,3,5,23057.46
134967,3,5,10358.76
134968,4,5,17912.26
134969,1,5,15829.15
134970,2,21,45769.22
134971,4,3,46033.26
134972,2,12,34568.80
134973,1,3,35390.76
134974,2,3,38772.16
134975,1,20,250.00
134976,2,3,41066.02
134977,4,3,19802.96
134978,3,3,20827.50
134979,3,5,17059.24
134980,2,8,41166.76
134981,1,9,4491.56
134982,3,3,32495.25
134983,4,3,36517.60
134984,3,3,16923.51
134985,4,9,30259.74
134986,4,3,19043.50
134987,4,9,21415.54
134988,1,3,29258.64
134989,1,5,17817.77
134990,1,23,37948.80
134991,3,3,21657.20
134992,1,12,51160.60
134993,2,5,28316.40
134994,4,20,47306.32
134995,4,9,29155.72
134996,2,9,28596.94
134997,2,5,171908.80
134998,4,20,250.00
134999,1,3,21916.17
135000,4,20,42993.70
135001,3,3,35040.96
135002,2,5,51662.88
135003,4,9,28890.97
135004,2,5,24932.82
135005,2,3,35805.46
135006,1,20,24187.22
135007,4,0,50256.72
135008,3,21,24615.40
135009,4,3,45684.80
135010,1,20,32160.17
135011,1,12,47468.00
135012,1,3,33160.12
135013,1,20,250.00
135014,1,3,31887.98
135015,3,20,48786.42
135016,4,7,12716.06
135017,1,3,31887.98
135018,1,3,26731.52
135019,1,3,3881.40
135020,2,20,42810.10
135021,1,20,250.00
135022,3,3,18585.20
135023,3,5,16942.60
135024,4,3,38517.24
135025,2,9,55812.00
135026,2,9,37846.22
135027,1,3,32321.94
135028,2,21,55368.34
135029,2,16,45769.22
135030,1,20,25597.56
135031,1,1,35915.75
135032,2,21,55746.88
135033,1,12,27480.78
135034,2,20,24926.70
135035,1,20,30496.90
135036,2,5,22612.88
135037,2,19,52640.00
135038,1,5,15496.52
135039,2,5,20350.42
135040,3,20,26413.04
135041,3,8,29071.28
135042,1,3,39892.78
135043,2,5,17284.72
135044,1,20,23243.18
135045,3,5,29091.82
135046,1,20,37542.94
135047,2,5,28953.34
135048,4,3,14592.20
135049,1,3,20956.66
135050,1,3,30664.80
135051,3,3,21655.84
135052,3,5,529.00
135053,1,12,42536.00
135054,3,9,13412.40
135055,1,1,51967.15
135056,3,3,22521.00
135057,4,5,26007.71
135058,1,20,7208.10
135059,1,23,34176.00
135060,1,3,26316.88
135061,2,5,23310.04
135062,3,3,21385.15
135063,4,6,22936.50
135064,2,12,43980.10
135065,2,3,37339.44
135066,1,3,5390.90
135067,1,20,30000.87
135068,3,6,37535.60
135069,4,20,24506.78
135070,1,9,21832.29
135071,4,20,12166.84
135072,3,20,23265.35
135073,4,3,23823.52
135074,4,20,32794.80
135075,2,20,29738.24
135076,4,5,13329.36
135077,1,3,27019.70
135078,4,20,25557.22
135079,2,5,31238.34
135080,3,24,22450.82
135081,3,5,16239.13
135082,2,23,24259.76
135083,2,3,2480.38
135084,1,9,33481.68
135085,1,5,23427.46
135086,1,5,19282.96
135087,3,23,35576.64
135088,1,5,20835.92
135089,1,20,36243.42
135090,2,3,36517.60
135091,2,8,28173.68
135092,4,3,14.00
135093,4,3,15253.37
135094,3,3,36675.20
135095,4,10,14027.31
135096,1,5,29877.74
135097,1,5,44707.04
135098,2,20,27868.32
135099,4,5,32927.76
135100,4,5,10462.60
135101,3,5,17362.20
135102,3,5,17220.00
135103,4,5,15486.34
135104,1,12,50151.36
135105,3,16,15384.64
135106,1,3,19948.80
135107,4,3,8529.36
135108,2,20,42146.70
135109,3,5,16040.40
135110,4,3,16902.90
135111,4,20,29473.37
135112,3,9,18383.42
135113,3,21,18615.98
135114,2,12,16444.16
135115,2,3,41877.64
135116,2,5,104158.60
135117,4,19,40352.44
135118,4,5,49831.74
135119,3,1,55122.88
135120,3,9,21235.41
135121,3,3,22237.60
135122,2,5,49288.04
135123,1,3,7581.60
135124,2,6,26700.80
135125,3,5,79663.21
135126,2,5,52657.46
135127,2,20,39230.32
135128,2,20,42810.12
135129,2,21,35100.78
135130,4,7,11360.23
135131,3,5,11248.84
135132,2,5,37734.82
135133,1,7,36260.81
135134,4,20,22420.28
135135,1,13,46053.50
135136,1,5,55498.88
135137,4,19,39538.90
135138,3,20,20931.97
135139,4,12,38188.98
135140,2,19,24335.26
135141,4,5,31912.24
135142,1,3,21686.22
135143,4,3,21494.93
135144,3,5,29229.70
135145,2,20,35815.02
135146,2,9,23125.20
135147,1,9,23315.38
135148,1,23,22464.00
135149,3,12,7143.66
135150,1,12,31379.74
135151,1,23,0.00
135152,3,5,43786.20
135153,2,5,30033.96
135154,3,3,7504.56
135155,4,5,24931.20
135156,2,3,40373.34
135157,1,5,43327.52
135158,2,21,36004.68
135159,4,5,27620.82
135160,2,5,12135.20
135161,1,3,24663.08
135162,2,1,82548.46
135163,3,20,41157.20
135164,4,3,23314.42
135165,3,3,23416.60
135166,3,3,35199.38
135167,2,3,39284.62
135168,2,12,65782.10
135169,3,3,10022.64
135170,4,3,18312.70
135171,3,5,15915.63
135172,1,5,18671.57
135173,3,20,17125.88
135174,1,3,31470.10
135175,1,5,1499.48
135176,2,12,70203.88
135177,2,1,51772.00
135178,1,23,46309.94
135179,4,3,21259.52
135180,4,20,27912.49
135181,4,0,20074.83
135182,3,14,34646.98
135183,3,5,25455.60
135184,2,5,59253.60
135185,1,20,29238.56
135186,2,3,37339.48
135187,1,14,35480.01
135188,2,20,250.00
135189,4,3,30506.26
135190,1,3,35859.40
135191,1,20,14724.67
135192,3,9,16851.76
135193,4,5,16669.24
135194,2,5,59936.80
135195,4,0,21633.96
135196,4,1,30870.00
135197,3,3,17117.81
135198,3,19,29132.83
135199,4,3,47764.64
135200,1,3,25034.80
135201,4,23,17686.23
135202,3,1,24992.14
135203,2,3,38977.12
135204,4,20,250.00
135205,1,9,4489.50
135206,1,9,23440.25
135207,3,9,26839.90
135208,3,5,115072.80
135209,1,3,26032.88
135210,1,19,38400.00
135211,3,1,25290.40
135212,3,20,33794.32
135213,2,3,43742.40
135214,4,5,22367.79
135215,4,3,22786.97
135216,3,5,24889.18
135217,2,3,46509.26
135218,3,5,29953.26
135219,1,20,250.00
135220,4,3,20325.76
135221,1,3,27654.72
135222,3,23,25859.92
135223,2,5,20569.76
135224,3,3,8015.70
135225,1,20,36142.94
135226,4,9,14512.40
135227,1,0,13769.78
135228,4,12,35444.76
135229,2,5,33937.90
135230,2,5,135608.24
135231,2,20,35303.78
135232,3,3,23985.60
135233,1,9,37175.19
135234,2,20,40112.80
135235,2,5,28616.34
135236,4,5,26864.30
135237,2,5,51201.82
135238,3,5,34057.52
135239,1,5,22570.29
135240,4,9,30625.04
135241,3,9,19384.80
135242,3,12,18663.99
135243,3,5,76547.08
135244,4,5,26419.48
135245,3,12,37817.00
135246,3,3,24036.00
135247,2,20,44369.92
135248,2,23,32043.22
135249,3,12,27863.86
135250,1,20,14046.73
135251,3,3,19129.60
135252,4,12,33571.50
135253,4,20,48337.20
135254,2,3,50513.10
135255,3,0,55040.78
135256,2,3,40772.62
135257,2,12,57321.60
135258,1,5,21988.46
135259,3,5,33500.40
135260,2,12,44935.12
135261,1,5,44707.12
135262,2,3,21083.10
135263,4,5,20235.29
135264,4,3,24908.24
135265,3,5,33429.42
135266,2,3,34526.64
135267,4,3,21800.20
135268,3,23,15470.72
135269,4,19,49896.00
135270,1,3,32743.14
135271,4,23,10982.68
135272,3,3,22238.10
135273,2,6,25429.60
135274,2,20,27538.66
135275,2,20,28617.38
135276,1,5,47939.74
135277,1,20,44037.70
135278,4,3,27583.44
135279,4,12,58950.06
135280,2,3,35885.92
135281,1,3,26698.03
135282,1,5,29074.07
135283,1,22,31852.84
135284,2,3,29275.64
135285,1,3,30262.87
135286,1,5,20186.40
135287,3,5,30855.88
135288,3,5,32641.35
135289,2,5,78600.00
135290,1,5,19010.76
135291,4,19,54040.00
135292,4,5,20376.77
135293,2,0,37449.46
135294,4,3,42864.76
135295,2,3,37974.78
135296,3,5,45386.02
135297,4,8,1818.62
135298,3,1,31266.22
135299,3,19,18650.00
135300,3,3,19220.10
135301,2,20,43741.62
135302,1,5,49038.00
135303,4,20,4092.84
135304,4,23,26693.20
135305,4,1,34530.80
135306,2,12,34568.80
135307,2,5,49131.00
135308,2,5,132267.78
135309,1,5,5221.76
135310,1,3,20130.42
135311,3,9,20194.80
135312,3,20,33626.02
135313,2,5,21266.80
135314,2,3,27983.20
135315,1,5,43683.44
135316,2,5,26687.00
135317,4,5,13114.56
135318,1,20,638.48
135319,1,5,5792.69
135320,4,12,71608.34
135321,1,3,31470.16
135322,1,5,42382.78
135323,2,3,37974.80
135324,1,3,26845.60
135325,2,20,43961.32
135326,1,14,14595.20
135327,2,20,250.00
135328,1,1,44213.28
135329,4,8,36004.76
135330,1,9,17677.52
135331,1,20,25217.60
135332,1,5,20793.10
135333,4,5,31109.42
135334,1,20,250.00
135335,3,5,24150.00
135336,4,5,28404.58
135337,4,20,31575.52
135338,4,16,14028.10
135339,4,5,15061.36
135340,1,3,45282.14
135341,4,3,8197.61
135342,1,3,0.00
135343,4,3,27983.20
135344,4,1,59197.60
135345,2,1,50416.94
135346,2,9,29777.50
135347,1,9,18128.45
135348,4,3,20590.50
135349,3,5,30833.68
135350,2,7,30797.66
135351,3,3,28943.04
135352,3,20,40548.36
135353,1,22,16010.32
135354,1,23,18658.26
135355,3,20,29586.54
135356,3,19,12903.57
135357,1,20,11748.39
135358,1,19,0.00
135359,2,5,28586.36
135360,2,3,26582.28
135361,3,20,14472.96
135362,3,20,28042.60
135363,1,3,36496.32
135364,2,8,52229.10
135365,3,5,30636.13
135366,3,20,22114.10
135367,4,3,39485.60
135368,1,5,4770.00
135369,1,3,16796.12
135370,1,19,50092.80
135371,3,5,22659.12
135372,2,5,15670.38
135373,4,9,27233.22
135374,1,5,24519.93
135375,2,5,50526.06
135376,2,20,52972.02
135377,2,19,51632.00
135378,4,5,26911.08
135379,2,3,38829.08
135380,1,3,24435.20
135381,4,3,18114.85
135382,3,5,26662.52
135383,3,1,20690.44
135384,4,9,15210.98
135385,4,21,39047.20
135386,3,3,51378.86
135387,3,9,13817.07
135388,2,20,27437.24
135389,3,3,20826.20
135390,2,5,50303.10
135391,2,3,31300.80
135392,3,17,44238.36
135393,2,9,23240.00
135394,3,20,15470.65
135395,2,12,61344.80
135396,4,23,13927.07
135397,4,5,11425.59
135398,4,8,27745.98
135399,3,8,23652.48
135400,4,5,17140.28
135401,3,3,0.00
135402,4,5,56259.22
135403,4,3,42495.12
135404,3,23,39168.00
135405,2,3,41739.70
135406,3,5,42514.16
135407,4,3,18010.90
135408,3,1,43399.54
135409,3,5,19572.38
135410,3,5,26035.60
135411,2,5,30737.00
135412,2,0,22087.20
135413,1,5,127040.60
135414,3,3,29650.52
135415,3,20,250.00
135416,2,23,55875.40
135417,4,5,38077.12
135418,4,20,125.00
135419,4,9,30625.00
135420,3,3,20826.20
135421,2,3,50517.60
135422,2,5,37857.04
135423,2,3,26695.20
135424,1,20,18551.18
135425,1,3,41303.42
135426,1,5,64942.18
135427,3,20,40059.12
135428,1,5,22691.46
135429,2,5,15361.60
135430,1,21,33075.48
135431,3,9,19384.80
135432,3,3,25295.00
135433,1,1,19034.63
135434,4,6,24835.84
135435,4,5,9895.81
135436,1,3,31470.14
135437,3,5,19990.87
135438,3,5,18628.52
135439,1,3,31988.00
135440,4,12,43870.48
135441,2,3,36517.60
135442,3,3,21120.25
135443,3,19,29132.80
135444,1,3,17383.52
135445,3,3,20826.18
135446,3,20,250.00
135447,4,1,35225.16
135448,1,3,38395.04
135449,1,5,0.00
135450,4,20,21387.80
135451,4,5,53132.80
135452,3,20,26598.80
135453,1,12,69701.44
135454,1,3,25769.48
135455,1,3,27071.63
135456,1,9,26742.00
135457,1,5,23417.92
135458,4,3,36517.60
135459,2,1,39549.44
135460,4,9,41165.60
135461,2,9,27081.38
135462,3,9,9460.45
135463,1,5,45779.36
135464,1,5,23904.20
135465,2,22,38013.92
135466,3,3,26351.00
135467,2,6,36375.28
135468,4,23,14884.80
135469,1,3,31887.92
135470,1,20,21693.70
135471,1,1,33861.44
135472,3,9,14057.21
135473,3,22,2499.18
135474,4,12,17235.32
135475,3,3,29599.14
135476,1,3,26845.44
135477,3,5,12048.32
135478,2,20,40112.82
135479,4,1,67549.52
135480,3,20,24724.52
135481,4,3,37974.86
135482,1,3,42113.80
135483,4,3,19553.81
135484,4,12,16050.27
135485,2,5,27421.70
135486,4,3,24908.12
135487,3,3,30100.80
135488,4,12,33405.40
135489,1,3,30453.80
135490,4,12,36158.02
135491,4,9,14197.29
135492,4,5,21699.90
135493,3,3,23985.60
135494,3,20,250.00
135495,2,3,28071.02
135496,4,3,11965.29
135497,3,3,26350.96
135498,4,20,19567.09
135499,1,5,24871.00
135500,1,3,26032.88
135501,1,5,24406.10
135502,1,5,191907.72
135503,3,9,19409.36
135504,4,3,34863.26
135505,4,5,31879.46
135506,2,3,41441.24
135507,4,5,24926.74
135508,3,3,32140.80
135509,3,3,32549.82
135510,2,5,28953.36
135511,2,5,24694.42
135512,2,3,36517.60
135513,4,3,54793.76
135514,1,3,32050.78
135515,3,3,24037.42
135516,2,12,68801.60
135517,1,12,17939.64
135518,3,3,21657.20
135519,4,5,134615.60
135520,2,5,161471.76
135521,1,5,18832.86
135522,4,20,19097.18
135523,4,3,20292.49
135524,4,20,26148.70
135525,2,3,38829.06
135526,4,5,89250.00
135527,3,3,24354.40
135528,1,20,30151.20
135529,3,3,33408.98
135530,3,5,115137.60
135531,4,20,29768.41
135532,3,20,32310.46
135533,1,3,26845.48
135534,2,5,39355.44
135535,1,5,26661.71
135536,4,5,135052.30
135537,4,9,32880.44
135538,4,5,13423.83
135539,4,12,9441.60
135540,3,5,40641.64
135541,1,14,37361.67
135542,1,5,104062.40
135543,2,20,16436.02
135544,4,5,65293.20
135545,1,12,36812.46
135546,1,3,26032.88
135547,2,3,32621.22
135548,3,9,19384.82
135549,4,12,17232.60
135550,3,9,24964.36
135551,1,20,17955.30
135552,3,3,23416.60
135553,4,3,18661.73
135554,3,5,21351.60
135555,4,3,61987.66
135556,2,8,22752.86
135557,2,5,116762.78
135558,2,23,39962.96
135559,1,22,39254.54
135560,3,5,17266.64
135561,4,3,20590.50
135562,2,5,41470.78
135563,2,3,50517.60
135564,2,12,72682.40
135565,2,5,64208.20
135566,4,3,16031.40
135567,1,5,37439.28
135568,1,3,26731.52
135569,1,17,32492.87
135570,1,5,27648.80
135571,1,19,18539.00
135572,2,5,63185.32
135573,3,3,34628.32
135574,4,5,51368.54
135575,2,3,39853.96
135576,2,5,22903.48
135577,3,14,43056.00
135578,3,5,79663.23
135579,1,20,28399.21
135580,1,9,21832.30
135581,2,20,40279.08
135582,3,5,4280.00
135583,3,3,28099.24
135584,1,5,46534.00
135585,4,5,19201.54
135586,4,3,44558.02
135587,1,3,24706.62
135588,3,5,41628.70
135589,2,8,9070.26
135590,4,3,23305.10
135591,4,9,24714.94
135592,4,3,41257.74
135593,4,5,19734.55
135594,3,5,26881.18
135595,1,5,18286.80
135596,2,3,46406.06
135597,1,20,19999.01
135598,3,3,24354.40
135599,4,3,37497.60
135600,4,3,3997.60
135601,1,5,28852.87
135602,2,5,54045.48
135603,2,3,49188.44
135604,1,20,18551.20
135605,4,3,16482.60
135606,1,5,18809.34
135607,4,9,25792.92
135608,3,20,17825.56
135609,2,5,51625.96
135610,3,3,25914.56
135611,4,3,18312.70
135612,4,3,669.60
135613,4,9,12360.63
135614,3,5,15023.48
135615,4,3,15706.60
135616,3,5,31402.20
135617,2,5,28596.40
135618,3,19,18981.00
135619,1,3,31470.12
135620,4,3,15266.59
135621,4,3,13138.30
135622,4,3,34951.94
135623,2,12,49238.02
135624,2,3,0.00
135625,2,5,30587.60
135626,1,5,15706.10
135627,3,5,46675.30
135628,3,5,16650.04
135629,1,3,26032.89
135630,3,20,283.99
135631,4,5,19902.40
135632,2,9,35627.20
135633,1,12,-907.52
135634,3,3,8121.60
135635,1,12,38883.20
135636,1,20,22317.02
135637,3,5,21794.39
135638,3,5,27936.20
135639,1,3,31470.12
135640,4,19,25743.20
135641,2,3,42559.20
135642,2,3,54796.00
135643,2,3,36517.62
135644,4,20,48016.88
135645,1,12,47635.04
135646,3,20,36600.98
135647,4,9,22608.84
135648,1,1,27573.84
135649,4,5,49461.42
135650,4,17,16280.55
135651,3,1,39726.82
135652,1,1,48492.46
135653,4,5,19330.45
135654,3,3,34496.48
135655,2,23,0.00
135656,3,20,26081.48
135657,1,20,12558.56
135658,4,3,21135.10
135659,2,5,28657.44
135660,4,20,42993.70
135661,1,3,27071.64
135662,1,3,0.00
135663,2,3,35054.88
135664,3,5,18064.80
135665,1,20,250.00
135666,4,5,71257.85
135667,3,3,43581.26
135668,3,5,14665.27
135669,3,3,32140.80
135670,1,3,26032.89
135671,2,20,0.00
135672,1,9,23315.36
135673,1,5,37260.34
135674,3,5,30260.34
135675,2,1,58945.16
135676,2,1,35819.44
135677,3,12,24634.62
135678,1,3,25691.88
135679,2,8,55532.70
135680,4,21,25928.48
135681,1,5,21429.99
135682,2,3,53346.74
135683,2,9,23125.08
135684,2,9,25429.70
135685,2,5,171099.98
135686,4,3,18991.47
135687,3,5,11305.84
135688,4,20,21851.21
135689,1,8,30151.11
135690,2,3,29214.10
135691,3,5,33669.56
135692,3,3,34880.40
135693,3,3,30100.80
135694,3,3,17980.21
135695,3,20,36851.60
135696,1,9,17890.33
135697,4,0,18837.36
135698,3,5,5910.40
135699,3,5,86280.40
135700,3,3,28042.60
135701,1,3,26032.88
135702,1,5,17414.65
135703,1,12,52191.20
135704,2,5,14074.90
135705,2,21,42891.56
135706,3,1,16397.28
135707,2,3,35117.60
135708,2,3,38340.68
135709,3,3,23985.60
135710,2,9,23240.02
135711,4,3,49936.34
135712,1,5,22835.57
135713,2,3,36517.60
135714,3,5,13733.53
135715,1,3,32743.10
135716,1,20,250.00
135717,2,5,21632.24
135718,3,12,35361.26
135719,1,20,19746.86
135720,3,3,40089.28
135721,4,5,157472.00
135722,3,20,17854.42
135723,2,5,50675.70
135724,2,3,27170.20
135725,1,3,32743.06
135726,2,3,36961.92
135727,3,12,22886.40
135728,3,9,24511.22
135729,3,20,25475.86
135730,2,3,35907.20
135731,3,9,15744.00
135732,3,3,30100.80
135733,3,9,13412.40
135734,2,9,24997.30
135735,1,5,23207.12
135736,2,3,30742.82
135737,4,5,28959.57
135738,1,3,0.00
135739,1,20,37506.32
135740,4,5,13001.08
135741,4,20,32719.54
135742,1,3,34479.18
135743,4,5,161548.80
135744,3,5,7192.28
135745,4,9,15969.85
135746,3,3,23288.64
135747,4,19,19727.40
135748,2,5,42458.06
135749,2,7,64877.68
135750,1,5,5283.90
135751,4,9,32880.44
135752,1,5,32691.81
135753,3,5,33252.68
135754,4,23,51266.82
135755,1,9,22464.00
135756,2,9,28595.96
135757,2,3,44783.20
135758,4,9,15210.92
135759,2,5,50892.52
135760,4,5,26738.82
