,Fiscal Quarter,Bureau,Base Pay
142641,1,9,22634.56
142642,2,20,250.00
142643,3,3,20579.17
142644,4,5,16889.60
142645,1,12,14841.60
142646,3,9,15831.02
142647,1,6,26876.16
142648,1,1,64402.92
142649,4,5,49963.62
142650,2,12,36162.46
142651,1,8,24601.64
142652,2,5,14577.04
142653,1,3,33160.12
142654,2,5,32671.80
142655,4,20,24006.55
142656,4,20,22420.30
142657,2,3,39642.52
142658,4,9,13001.05
142659,2,12,32981.76
142660,4,20,25164.29
142661,2,5,38973.22
142662,4,5,39510.00
142663,4,5,12977.00
142664,4,5,49793.78
142665,1,5,25022.16
142666,3,5,57220.82
142667,1,3,20870.17
142668,3,9,5645.30
142669,3,20,17072.80
142670,4,9,18454.01
142671,1,9,22198.78
142672,3,12,30789.75
142673,3,20,25489.94
142674,1,20,32817.85
142675,4,3,41065.92
142676,3,23,20528.64
142677,2,5,30432.54
142678,3,18,49269.22
142679,2,9,25673.68
142680,2,5,0.00
142681,1,9,29408.00
142682,4,8,21679.92
142683,2,3,31073.96
142684,3,20,23265.38
142685,4,5,21680.94
142686,1,1,41991.18
142687,1,18,21802.17
142688,3,5,19207.84
142689,4,8,1403.56
142690,2,16,38262.86
142691,1,3,26032.88
142692,4,3,32256.00
142693,4,13,39752.04
142694,1,12,38051.96
142695,1,5,55966.40
142696,3,5,15311.80
142697,2,12,33390.56
142698,2,5,25484.38
142699,4,5,43981.88
142700,2,5,50936.40
142701,4,5,30836.88
142702,4,9,21074.96
142703,1,5,16301.84
142704,2,20,29528.80
142705,1,9,23440.29
142706,4,3,14592.20
142707,4,3,21415.10
142708,3,12,27182.13
142709,1,12,29954.92
142710,2,1,0.00
142711,2,18,65907.66
142712,4,5,13985.02
142713,2,3,36517.60
142714,2,20,250.00
142715,4,12,48601.06
142716,3,6,11936.01
142717,4,3,38977.16
142718,3,3,20558.40
142719,2,5,31395.98
142720,1,20,27966.71
142721,4,17,71723.54
142722,1,20,19746.83
142723,1,6,33480.00
142724,1,5,28530.40
142725,1,3,31470.16
142726,4,20,40150.78
142727,2,5,21910.26
142728,2,12,44815.66
142729,2,14,52046.42
142730,3,12,24794.85
142731,4,9,31311.62
142732,1,19,36056.00
142733,1,19,44170.26
142734,1,5,13281.42
142735,2,20,24574.34
142736,2,12,11190.08
142737,4,5,19047.31
142738,2,3,24878.54
142739,1,3,20084.62
142740,2,5,28650.86
142741,1,3,31887.96
142742,4,12,66883.96
142743,1,20,31223.66
142744,4,18,32726.40
142745,2,3,22072.88
142746,4,20,17429.76
142747,1,3,38908.62
142748,4,12,31470.76
142749,2,8,730.00
142750,2,5,28953.36
142751,2,9,17616.48
142752,4,20,42993.68
142753,1,3,35390.76
142754,3,3,21657.20
142755,4,3,21415.10
142756,3,12,28324.80
142757,3,1,6785.60
142758,2,3,35201.88
142759,4,5,124023.20
142760,1,3,25691.90
142761,3,9,16888.98
142762,3,3,23416.60
142763,3,3,32123.84
142764,4,3,0.00
142765,1,3,25691.83
142766,1,3,21916.16
142767,4,20,1218.71
142768,1,20,40668.82
142769,4,13,37214.42
142770,2,5,30298.02
142771,1,5,25330.94
142772,4,12,31920.36
142773,4,20,22627.37
142774,1,20,1757.58
142775,1,5,22281.82
142776,4,1,26404.01
142777,1,9,0.00
142778,2,3,29720.92
142779,2,5,37902.66
142780,3,5,40645.60
142781,1,5,19283.00
142782,3,19,12903.60
142783,2,20,250.00
142784,3,20,39127.34
142785,2,1,48321.54
142786,1,12,35722.35
142787,1,5,17234.83
142788,2,9,31302.64
142789,2,20,41043.68
142790,1,5,0.00
142791,2,20,36278.16
142792,3,3,32140.80
142793,3,12,19929.80
142794,2,3,47100.34
142795,1,3,35859.44
142796,2,3,30982.52
142797,1,17,26223.60
142798,1,3,27786.29
142799,1,3,25691.85
142800,3,5,18064.82
142801,3,3,27093.58
142802,2,3,51061.94
142803,1,3,30664.80
142804,4,3,27583.44
142805,2,3,62917.68
142806,4,5,41372.80
142807,4,3,36517.60
142808,4,5,14765.87
142809,1,20,42138.62
142810,1,20,0.00
142811,2,5,26676.98
142812,3,3,20490.22
142813,1,5,20891.25
142814,3,5,35741.76
142815,3,5,10363.54
142816,1,20,1150.02
142817,4,9,23237.08
142818,3,5,42509.84
142819,3,3,21352.40
142820,1,1,45182.34
142821,1,9,22205.76
142822,2,17,30809.96
142823,3,20,24445.21
142824,2,5,19534.14
142825,3,5,108448.78
142826,1,19,29264.20
142827,1,5,4844.20
142828,3,15,17264.64
142829,3,3,26210.72
142830,3,20,15156.60
142831,3,0,15031.26
142832,3,12,39315.20
142833,3,17,27046.40
142834,1,20,18551.20
142835,4,5,13993.00
142836,4,3,47764.78
142837,3,5,28836.98
142838,4,3,25615.86
142839,3,3,28943.02
142840,4,5,17686.20
142841,4,1,30870.00
142842,3,6,38347.20
142843,2,5,112756.00
142844,1,3,45583.34
142845,3,3,17362.40
142846,2,5,52884.60
142847,4,20,42993.76
142848,1,9,31223.64
142849,3,3,34739.64
142850,1,5,42950.62
142851,3,5,7813.58
142852,3,3,31300.80
142853,1,5,35544.20
142854,3,5,23057.88
142855,1,3,41710.80
142856,3,3,30100.80
142857,3,20,25497.55
142858,4,9,15969.80
142859,4,23,24108.24
142860,2,20,34923.68
142861,1,5,35905.40
142862,3,3,33409.00
142863,3,12,29097.28
142864,1,20,37542.96
142865,1,20,250.00
142866,2,12,50505.28
142867,1,6,24301.40
142868,1,8,13330.62
142869,3,3,20820.11
142870,2,12,48666.40
142871,1,5,83163.82
142872,2,3,39853.94
142873,3,1,35107.04
142874,4,5,19469.02
142875,2,5,22031.80
142876,1,13,30151.20
142877,4,12,63197.26
142878,3,5,23121.88
142879,4,5,23874.20
142880,3,5,57173.96
142881,4,5,11335.80
142882,3,3,33809.54
142883,3,3,27093.62
142884,1,0,57721.20
142885,1,9,7228.32
142886,2,3,32981.36
142887,2,5,12968.52
142888,3,3,19223.01
142889,4,9,26615.16
142890,1,3,22994.80
142891,4,3,16550.66
142892,3,20,36237.40
142893,3,19,17932.80
142894,4,3,18312.70
142895,4,3,37289.28
142896,1,3,39892.80
142897,4,13,5952.00
142898,1,3,32743.20
142899,4,5,38363.58
142900,3,5,31773.52
142901,2,3,35117.62
142902,4,20,17898.15
142903,3,3,23416.62
142904,4,5,50527.40
142905,3,5,24824.72
142906,3,3,27476.62
142907,1,5,124918.00
142908,2,19,54040.00
142909,3,3,4504.52
142910,4,5,156800.00
142911,2,3,29510.88
142912,3,3,21146.50
142913,1,3,26731.51
142914,2,5,51136.80
142915,3,5,10983.95
142916,3,3,30890.80
142917,1,3,35390.76
142918,2,3,36039.34
142919,3,20,20273.88
142920,3,7,28877.78
142921,4,8,25058.86
142922,2,3,32860.00
142923,3,5,24742.82
142924,4,3,4775.95
142925,2,4,60708.90
142926,2,12,52373.00
142927,1,12,62884.60
142928,1,3,31887.98
142929,1,9,27288.00
142930,2,18,34568.80
142931,1,20,27966.69
142932,2,3,20061.14
142933,1,19,23640.02
142934,4,21,31214.93
142935,2,5,29698.20
142936,4,3,22160.60
142937,3,20,36851.74
142938,1,6,24575.74
142939,1,5,14854.91
142940,2,3,33766.84
142941,2,20,24680.44
142942,4,20,125.00
142943,4,5,21335.06
142944,2,12,34644.46
142945,3,3,19129.60
142946,4,3,8775.01
142947,4,3,16031.79
142948,1,5,23267.08
142949,3,5,42879.62
142950,3,9,19500.02
142951,4,5,49637.78
142952,3,3,7504.56
142953,3,3,32853.44
142954,1,3,25034.80
142955,3,5,55504.80
142956,2,3,29507.16
142957,2,20,250.00
142958,1,3,34479.20
142959,3,20,25490.00
142960,2,5,3567.00
142961,1,20,37542.98
142962,1,3,27786.24
142963,4,3,37974.72
142964,3,6,23854.02
142965,1,5,84818.20
142966,1,20,20623.17
142967,2,12,56492.80
142968,4,20,37442.80
142969,3,5,16478.33
142970,1,3,25207.04
142971,2,3,30533.76
142972,2,3,23801.32
142973,3,5,45386.36
142974,3,9,15091.22
142975,1,17,20844.80
142976,1,5,38315.13
142977,2,5,26700.80
142978,3,3,21802.82
142979,1,19,18268.90
142980,3,6,18663.86
142981,1,12,46763.18
142982,4,5,29037.42
142983,4,6,25617.20
142984,3,3,21657.20
142985,2,9,32886.46
142986,4,8,16341.97
142987,3,5,17668.80
142988,2,9,30625.26
142989,2,5,49672.00
142990,2,5,27186.98
142991,3,3,6260.16
142992,2,3,42063.98
142993,1,5,36445.20
142994,3,5,7192.30
142995,1,1,58985.06
142996,2,5,21737.82
142997,1,3,26845.80
142998,1,5,15785.43
142999,1,20,250.00
143000,1,3,30661.02
143001,4,3,9222.42
143002,3,23,19951.60
143003,3,20,25497.59
143004,1,20,49405.54
143005,1,20,250.00
143006,1,3,29485.50
143007,4,3,29510.90
143008,2,5,31449.60
143009,4,23,25169.40
143010,1,20,14701.61
143011,1,12,23440.26
143012,1,3,0.00
143013,4,5,17224.37
143014,1,3,7995.20
143015,4,3,29180.76
143016,1,4,38116.00
143017,3,5,28183.20
143018,2,5,21477.48
143019,3,20,15534.54
143020,3,20,1681.68
143021,3,5,13972.01
143022,1,12,38883.20
143023,2,5,43647.06
143024,3,16,25134.56
143025,4,3,31337.60
143026,2,7,25610.50
143027,1,5,23310.80
143028,4,3,16033.41
143029,4,5,13193.34
143030,2,3,37339.54
143031,2,5,32671.84
143032,2,3,33059.14
143033,1,16,14107.54
143034,3,5,24139.65
143035,2,20,250.00
143036,2,3,0.00
143037,2,3,36517.60
143038,3,3,20183.24
143039,1,5,108299.56
143040,2,3,48796.54
143041,1,3,24435.22
143042,3,3,35666.64
143043,4,20,17902.22
143044,2,20,48357.32
143045,3,3,30779.12
143046,2,5,22071.32
143047,2,5,32880.40
143048,4,20,16166.51
143049,4,20,125.00
143050,1,20,29853.28
143051,3,20,23521.31
143052,4,20,250.00
143053,2,3,41844.76
143054,1,3,30664.80
143055,1,5,35019.62
143056,1,6,34156.80
143057,2,20,48308.38
143058,1,3,23964.48
143059,2,9,31313.80
143060,3,3,33570.24
143061,4,8,8009.56
143062,2,5,52117.42
143063,4,5,37343.80
143064,3,19,18197.78
143065,3,20,23000.64
143066,3,0,30111.86
143067,4,3,17989.20
143068,1,9,35195.12
143069,4,5,39986.80
143070,4,12,71608.36
143071,1,3,23376.08
143072,1,8,858.60
143073,1,3,28166.28
143074,2,5,39872.00
143075,1,5,27007.85
143076,4,1,50632.92
143077,1,5,0.00
143078,3,9,30340.80
143079,1,3,25919.04
143080,3,9,24963.84
143081,1,5,113462.00
143082,1,5,38119.82
143083,4,5,76628.16
143084,3,3,23009.20
143085,2,3,42186.18
143086,1,19,36056.00
143087,4,3,21415.10
143088,1,5,681.20
143089,1,20,34256.40
143090,1,20,33556.35
143091,4,20,26450.70
143092,4,20,39686.14
143093,1,3,41524.00
143094,3,12,34191.34
143095,1,3,34479.16
143096,4,3,40529.62
143097,2,3,24622.08
143098,4,5,0.00
143099,4,3,22519.70
143100,1,3,55787.54
143101,2,9,27776.84
143102,3,3,16962.54
143103,4,23,28496.96
143104,1,3,30828.80
143105,1,9,20793.39
143106,2,5,24995.58
143107,3,5,16893.40
143108,4,5,28472.54
143109,1,9,1750.00
143110,3,20,250.00
143111,1,5,19117.55
143112,3,3,22237.65
143113,2,20,22515.34
143114,4,3,18312.52
143115,4,3,12877.37
143116,3,3,32549.76
143117,3,5,21663.31
143118,1,3,28148.72
143119,3,20,25497.59
143120,4,20,24666.08
143121,2,5,48171.20
143122,4,3,19553.84
143123,2,3,43406.94
143124,1,5,33650.20
143125,2,3,35717.60
143126,1,3,1759.96
143127,1,5,51389.97
143128,2,5,61289.44
143129,1,12,15266.84
143130,3,3,17641.50
143131,4,3,32256.00
143132,4,1,19823.88
143133,1,3,30664.80
143134,1,12,36812.50
143135,3,1,21041.20
143136,2,3,33608.60
143137,3,5,17746.96
143138,1,1,47915.54
143139,1,9,20294.02
143140,2,5,40324.60
143141,4,20,18171.74
143142,1,5,46435.84
143143,2,5,82384.64
143144,1,20,34158.56
143145,1,5,36019.20
143146,2,5,21274.40
143147,4,3,36933.96
143148,2,23,50209.60
143149,1,19,18028.00
143150,1,8,17863.94
143151,2,3,40969.60
143152,3,20,24634.56
143153,2,5,28519.22
143154,1,3,31470.16
143155,4,5,25730.55
143156,4,20,39230.48
143157,2,5,0.00
143158,2,9,23240.26
143159,2,5,31358.98
143160,1,3,17674.72
143161,2,3,30120.08
143162,4,5,10556.00
143163,3,12,35939.85
143164,2,5,35968.70
143165,2,5,30624.94
143166,1,21,35721.70
143167,3,3,20023.20
143168,2,3,45560.34
143169,2,5,33104.70
143170,1,5,79225.30
143171,1,5,14734.30
143172,1,5,2512.18
143173,1,5,20564.42
143174,2,20,32716.34
143175,1,5,31040.20
143176,4,3,47764.74
143177,3,1,40060.03
143178,4,5,3137.20
143179,1,20,34257.02
143180,1,12,32714.10
143181,1,9,21832.29
143182,4,5,15496.25
143183,4,3,27983.20
143184,2,20,33263.04
143185,1,12,29954.90
143186,1,3,24533.12
143187,2,5,15546.68
143188,1,21,36000.00
143189,3,23,35576.60
143190,1,3,41888.96
143191,4,3,37974.74
143192,4,5,9882.40
143193,3,5,92473.20
143194,3,9,15612.14
143195,3,5,13232.26
143196,4,12,33909.36
143197,3,3,38689.58
143198,2,20,59848.32
143199,4,5,53779.62
143200,2,9,36525.54
143201,2,20,250.00
143202,4,23,27701.00
143203,1,0,22043.91
143204,3,5,28143.73
143205,3,5,31381.00
143206,4,20,34526.50
143207,2,9,60737.60
143208,2,5,14784.00
143209,3,17,30769.20
143210,1,5,23417.92
143211,1,0,46767.06
143212,4,5,13618.15
143213,3,9,16839.06
143214,4,17,13577.09
143215,1,5,205961.52
143216,3,3,39703.68
143217,1,8,1951.56
143218,2,12,34749.12
143219,2,9,24236.80
143220,1,20,20710.54
143221,3,12,34015.70
143222,1,9,13094.22
143223,1,3,0.00
143224,4,3,17271.00
143225,3,20,21351.61
143226,3,3,30585.12
143227,3,20,28476.67
143228,3,5,28184.30
143229,3,3,20276.95
143230,4,12,15967.17
143231,3,3,31300.86
143232,1,5,19034.60
143233,2,3,27170.08
143234,2,20,54149.70
143235,4,5,21393.94
143236,3,3,27892.60
143237,3,6,26907.84
143238,3,9,30340.30
143239,3,8,25816.88
143240,1,1,33775.32
143241,4,5,33090.54
143242,2,19,24883.60
143243,2,5,16667.74
143244,4,3,39104.64
143245,2,3,37339.48
143246,1,3,26032.95
143247,4,5,133670.94
143248,2,12,24931.20
143249,4,5,39381.34
143250,4,5,12097.92
143251,2,3,27075.84
143252,1,3,25934.80
143253,4,3,20587.95
143254,4,1,69248.46
143255,1,5,23455.08
143256,2,5,19790.44
143257,4,5,33188.85
143258,2,3,38683.64
143259,1,20,22373.74
143260,3,3,32549.78
143261,2,3,45872.46
143262,2,5,33916.80
143263,1,5,47077.00
143264,3,12,18202.97
143265,4,12,51479.48
143266,4,5,18334.36
143267,2,23,28866.74
143268,1,5,14360.99
143269,1,3,26032.94
143270,2,3,38340.68
143271,4,5,11359.00
143272,3,20,40548.40
143273,1,5,22043.70
143274,4,3,27983.20
143275,1,9,20792.73
143276,3,16,46258.20
143277,3,9,21796.34
143278,4,5,16608.45
143279,4,20,24126.22
143280,2,3,38340.62
143281,3,3,24467.60
143282,2,5,23489.54
143283,2,3,38977.14
143284,2,20,30371.08
143285,3,3,13844.32
143286,1,3,27659.36
143287,3,5,24260.38
143288,4,23,96795.84
143289,3,3,25585.68
143290,3,8,16637.43
143291,2,20,47950.20
143292,1,7,33584.34
143293,3,20,17609.22
143294,4,5,29016.64
143295,2,3,36039.38
143296,4,20,32.68
143297,4,3,39485.62
143298,1,9,21832.26
143299,2,3,36039.24
143300,4,5,39872.00
143301,3,19,18650.02
143302,1,3,25563.86
143303,3,5,41982.30
143304,4,9,15431.89
143305,2,5,27421.68
143306,4,3,21821.85
143307,1,20,27966.69
143308,2,3,40373.36
143309,3,3,39700.08
143310,3,12,25384.64
143311,3,3,28942.98
143312,4,5,5836.00
143313,2,5,21961.18
143314,1,3,46338.64
143315,2,3,0.00
143316,1,13,34268.14
143317,1,3,26845.46
143318,2,9,9936.12
143319,3,3,30100.80
143320,2,5,29167.66
143321,1,20,15565.60
143322,2,9,22886.74
143323,1,1,28944.85
143324,3,9,19500.00
143325,3,9,26250.24
143326,4,5,20424.38
143327,1,9,21176.06
143328,3,3,0.00
143329,4,5,29016.62
143330,2,1,31762.08
143331,2,5,37715.68
143332,1,9,16550.90
143333,1,20,30518.60
143334,4,3,34929.48
143335,1,5,19117.50
143336,4,3,29319.80
143337,2,9,27233.84
143338,1,5,13493.17
143339,2,3,33215.44
143340,1,3,20870.16
143341,4,3,60741.10
143342,1,3,27508.36
143343,2,20,26617.60
143344,3,20,23265.40
143345,2,20,42810.10
143346,1,3,34035.30
143347,2,13,480.00
143348,3,3,22340.14
143349,3,3,21899.64
143350,3,20,32161.98
143351,2,20,0.00
143352,3,3,22521.00
143353,4,8,314.34
143354,4,20,14273.00
143355,3,23,31304.64
143356,3,0,26890.66
143357,4,5,10115.03
143358,1,5,43254.30
143359,3,3,32549.84
143360,2,9,32568.44
143361,3,9,30281.84
143362,1,3,29829.78
143363,3,5,40615.60
143364,3,8,15952.82
143365,4,3,27983.20
143366,2,3,39818.38
143367,2,5,50526.00
143368,3,3,21373.20
143369,3,20,18805.88
143370,2,5,20093.66
143371,4,5,21464.64
143372,4,5,15486.34
143373,4,5,74827.22
143374,1,5,10291.54
143375,4,5,49821.00
143376,4,5,10744.50
143377,3,3,16595.20
143378,4,3,37974.78
143379,3,5,52153.80
143380,4,1,47334.72
143381,2,20,52557.20
143382,3,9,51893.56
143383,4,20,11134.50
143384,3,3,28942.98
143385,1,5,25528.40
143386,1,3,17273.20
143387,3,3,32549.76
143388,2,3,37892.44
143389,1,5,19868.40
143390,4,5,15379.85
143391,4,9,20393.88
143392,1,5,136153.80
143393,4,5,33594.96
143394,2,0,38866.04
143395,3,5,19399.66
143396,1,5,35742.40
143397,3,21,22088.00
143398,2,3,38274.34
143399,4,3,44558.06
143400,1,3,29485.56
143401,1,5,39254.97
143402,4,8,17686.43
143403,2,5,7316.40
143404,1,20,30149.40
143405,2,19,54992.00
143406,1,5,50717.40
143407,2,5,36813.02
143408,1,5,14414.82
143409,2,5,18891.26
143410,3,5,15364.80
143411,4,3,19043.50
143412,1,5,19117.50
143413,3,5,53736.24
143414,3,5,17606.88
143415,2,8,37302.90
143416,2,3,26369.30
143417,1,3,32304.30
143418,3,19,30624.00
143419,3,6,28861.12
143420,1,5,43276.22
143421,1,6,35720.18
143422,3,19,16876.01
143423,1,3,41303.52
143424,1,3,42661.48
143425,3,5,14985.06
143426,4,5,19859.02
143427,1,12,29954.90
143428,2,3,35394.24
143429,1,12,29116.82
143430,1,8,24494.74
143431,2,3,40614.42
143432,1,23,34406.70
143433,3,8,57375.16
143434,2,3,26183.00
143435,1,20,250.00
143436,2,3,37339.48
143437,2,3,28173.60
143438,2,3,37339.44
143439,3,10,23876.78
143440,2,5,18518.70
143441,1,5,36056.00
143442,1,20,29002.06
143443,4,19,50792.00
143444,1,17,27840.80
143445,1,20,250.00
143446,2,22,35796.32
143447,4,3,16873.82
143448,2,1,50416.86
143449,1,9,44267.18
143450,1,3,19577.24
143451,4,5,15411.89
143452,2,20,33789.06
143453,3,5,15791.14
143454,3,3,30890.90
143455,3,3,30100.80
143456,2,14,54981.94
143457,1,3,30045.69
143458,2,20,25971.68
143459,3,18,22155.23
143460,2,1,50416.86
143461,3,3,24354.40
143462,2,23,28480.00
143463,4,5,46935.14
143464,3,5,76923.52
143465,4,3,37497.60
143466,2,5,117401.20
143467,4,5,26817.00
143468,2,19,50478.40
143469,1,3,29275.34
143470,1,9,28232.22
143471,2,12,34530.76
143472,4,19,25396.00
143473,2,3,45566.04
143474,1,20,22917.62
143475,4,3,18312.70
143476,2,16,13846.18
143477,1,23,21370.22
143478,2,5,33789.00
143479,3,3,35199.40
143480,2,3,5166.08
143481,3,3,30100.82
143482,1,3,22043.82
143483,3,20,23742.76
143484,2,20,250.00
143485,4,3,14592.20
143486,2,5,35297.50
143487,1,24,13240.00
143488,3,20,15297.64
143489,2,3,40529.48
143490,1,12,22399.36
143491,3,20,19403.81
143492,3,5,15494.20
143493,4,16,24715.32
143494,2,5,99318.50
143495,3,5,19145.48
143496,1,5,19177.20
143497,4,3,18311.06
143498,3,5,17654.08
143499,4,3,10572.97
143500,2,5,21302.82
143501,4,1,55532.90
143502,1,5,35130.38
143503,3,20,28324.80
143504,3,0,16495.28
143505,3,20,21716.78
143506,2,5,28973.00
143507,2,3,29694.82
143508,3,3,29616.00
143509,4,3,18288.17
143510,3,20,17100.29
143511,4,20,125.00
143512,1,5,29354.40
143513,4,5,15213.93
143514,4,6,26260.07
143515,3,3,23770.00
143516,4,9,28596.40
143517,2,5,9009.40
143518,3,5,43122.00
143519,3,20,24634.52
143520,3,12,49622.40
143521,4,6,22936.44
143522,4,5,3341.94
143523,3,3,23985.62
143524,1,5,44858.04
143525,1,7,16132.32
143526,2,3,27053.58
143527,2,3,56654.78
143528,3,20,250.00
143529,2,16,32560.68
143530,3,5,3279.50
143531,4,9,12119.08
143532,2,5,6066.04
143533,1,5,23431.40
143534,2,20,30647.16
143535,1,3,30664.80
143536,4,3,41065.92
143537,4,3,20325.90
143538,3,5,5793.40
143539,1,12,27843.58
143540,2,5,29698.20
143541,4,5,10644.05
143542,4,20,62586.78
143543,2,3,35117.60
143544,2,20,3229.62
143545,1,5,89301.52
143546,4,16,19762.65
143547,4,3,19043.50
143548,2,20,40112.78
143549,3,3,33408.98
143550,2,20,0.00
143551,1,5,20141.44
143552,2,5,19320.08
143553,4,12,11838.74
143554,1,5,124615.20
143555,2,5,11380.00
143556,3,20,17044.00
143557,3,20,17675.24
143558,3,20,25944.42
143559,4,5,21306.00
143560,1,3,27349.62
143561,3,13,9409.92
143562,4,5,55802.80
143563,3,0,30713.51
143564,1,5,43925.44
143565,2,3,35079.40
143566,2,19,21758.28
143567,1,3,34650.70
143568,2,12,36891.68
143569,4,12,36506.40
143570,2,3,37339.46
143571,3,5,30461.49
143572,4,3,20325.89
143573,4,3,36665.22
143574,2,3,41441.26
143575,1,3,27198.46
143576,4,5,49151.04
143577,4,5,27435.80
143578,2,1,31769.92
143579,4,5,28705.96
143580,3,9,24356.55
143581,4,6,61656.00
143582,2,9,33621.04
143583,2,3,47875.52
143584,1,20,250.00
143585,3,3,31300.80
143586,2,20,42146.98
143587,4,20,39230.48
143588,4,5,25595.75
143589,4,5,67304.85
143590,3,3,23115.60
143591,1,23,25234.40
143592,2,3,32981.38
143593,3,3,22521.00
143594,3,3,30100.80
143595,3,9,17930.88
143596,1,3,40196.98
143597,3,5,31402.16
143598,4,3,35009.52
143599,2,12,33789.12
143600,4,3,36039.18
143601,1,3,40515.54
143602,2,12,57892.80
143603,3,3,38689.50
143604,1,5,24396.50
143605,2,3,35117.60
143606,2,3,35907.20
143607,1,20,37542.98
143608,3,5,11623.45
143609,1,5,19201.82
143610,3,3,31300.80
143611,3,5,9868.81
143612,3,5,26697.56
143613,2,9,37635.26
143614,2,20,45039.60
143615,3,5,42300.40
143616,4,20,27868.00
143617,3,5,28004.44
143618,2,20,32540.48
143619,4,20,18004.70
143620,4,20,48016.88
143621,3,5,15703.80
143622,3,3,20355.88
143623,3,1,35107.04
143624,3,20,19372.80
143625,3,5,21835.36
143626,2,5,26516.24
143627,3,5,29031.09
143628,4,5,59321.64
143629,3,3,27093.58
143630,3,5,28921.32
143631,2,3,22575.60
143632,2,9,50254.40
143633,1,5,20385.91
143634,3,9,16959.03
143635,4,9,29167.66
143636,4,5,7560.51
143637,3,3,17525.60
143638,1,3,29137.22
143639,4,20,32564.59
143640,1,5,38153.94
143641,3,3,31300.80
143642,3,18,18606.22
143643,2,3,32981.36
143644,2,5,21153.68
143645,1,6,17297.20
143646,4,3,37974.76
143647,4,5,44844.80
143648,1,12,21885.04
143649,3,9,17299.70
143650,3,9,26250.08
143651,1,0,34083.02
143652,4,3,16745.99
143653,3,12,61177.94
143654,3,3,23405.97
143655,1,0,12093.34
143656,2,12,47993.68
143657,2,20,30783.20
143658,1,12,6833.42
143659,2,3,39420.64
143660,2,22,33696.62
143661,1,3,32743.12
143662,2,5,26565.90
143663,3,3,23115.59
143664,2,20,29528.84
143665,1,20,17461.16
143666,4,5,72369.22
143667,2,9,19579.00
143668,2,5,27770.92
143669,4,9,49511.96
143670,4,3,37464.12
143671,3,5,9020.95
143672,2,5,18738.84
143673,4,5,32928.66
143674,2,9,30675.40
143675,4,3,14418.65
143676,1,3,34479.00
143677,4,5,10850.01
143678,2,3,38340.70
143679,4,12,36158.04
143680,1,9,20966.63
143681,4,19,27356.00
143682,1,3,27071.63
143683,4,5,23843.39
143684,3,20,26243.50
143685,2,3,2933.28
143686,1,3,27714.44
143687,4,3,26087.38
143688,2,3,37339.46
143689,3,3,29586.96
143690,2,3,35907.20
143691,4,9,14201.60
143692,2,20,49271.10
143693,1,3,19077.68
143694,2,5,46459.98
143695,2,5,18782.38
143696,3,5,33776.12
143697,2,22,52959.62
143698,2,3,23905.22
143699,3,3,33954.64
143700,2,3,17533.10
143701,4,9,15969.80
143702,1,6,16563.40
143703,2,5,110311.68
143704,4,20,22308.25
143705,3,9,18161.82
143706,2,20,39795.24
143707,1,3,32743.20
143708,1,12,47468.00
143709,1,20,250.00
143710,1,3,32743.10
143711,1,23,30607.06
143712,3,3,22521.00
143713,2,3,36517.64
143714,3,3,38344.02
143715,3,5,31244.04
143716,2,20,29184.00
143717,4,5,25461.14
143718,3,5,156461.90
143719,3,3,33844.80
143720,2,20,31140.56
143721,4,12,34058.06
143722,2,3,30742.80
143723,3,3,10633.54
143724,3,22,36424.06
143725,4,3,34924.60
143726,3,3,7995.20
143727,2,20,30515.52
143728,4,3,16591.63
143729,4,5,14765.86
143730,1,3,30664.80
143731,4,17,18330.98
143732,1,5,14410.70
143733,1,12,38691.17
143734,4,12,16050.29
143735,2,20,250.00
143736,2,5,7920.00
143737,2,5,89562.08
143738,3,3,21716.80
143739,3,5,29965.00
143740,1,6,23431.76
143741,1,20,34122.78
143742,2,5,27421.70
143743,1,20,29231.00
143744,1,5,47378.67
143745,3,5,18011.32
143746,4,9,67646.04
143747,1,9,23440.32
143748,2,1,50416.90
143749,1,3,39175.46
143750,1,12,29104.62
143751,1,20,10402.82
143752,3,20,16990.45
143753,4,12,66777.70
143754,3,12,25610.82
143755,2,20,29708.58
143756,1,19,36056.00
143757,1,12,25830.38
143758,3,12,42722.02
143759,4,12,34058.04
143760,2,19,51632.00
143761,4,3,47764.74
143762,2,9,30625.26
143763,1,3,34479.18
143764,1,3,34035.34
143765,1,9,31068.60
143766,3,7,20490.24
143767,4,3,29090.92
143768,1,20,30496.87
143769,1,3,22185.84
143770,4,3,41065.92
143771,3,1,17009.76
143772,2,3,8364.42
143773,2,3,30797.28
143774,1,3,26731.51
143775,4,5,0.00
143776,1,13,56589.20
143777,1,3,25034.80
143778,1,9,17765.12
143779,2,3,31000.34
143780,1,3,19368.99
143781,4,3,30742.84
143782,2,23,42439.66
143783,1,0,15023.64
143784,1,5,45076.94
143785,3,1,21647.37
143786,2,20,33641.66
143787,4,20,25164.27
143788,2,5,55747.02
143789,1,20,30641.32
143790,2,9,34009.12
143791,1,3,31887.96
143792,2,5,49668.38
143793,1,20,52979.02
143794,1,20,45612.00
143795,3,12,49370.26
143796,2,3,37339.52
143797,2,5,33970.78
143798,2,7,15560.84
143799,1,3,33380.78
143800,1,20,35814.22
143801,1,3,29616.44
143802,2,3,35907.20
143803,1,1,44213.28
143804,3,20,39656.64
143805,3,5,71029.20
143806,2,20,49098.00
143807,2,5,21921.90
143808,2,3,37497.60
