,Fiscal Quarter,Bureau,Base Pay
102351,1,23,17987.14
102352,2,1,60529.22
102353,4,5,17934.72
102354,1,5,33007.10
102355,1,5,27714.32
102356,2,3,36039.30
102357,2,3,40529.50
102358,1,1,22869.00
102359,2,3,60447.56
102360,1,5,27862.30
102361,1,5,45665.68
102362,4,18,21850.14
102363,1,5,22992.82
102364,1,20,27687.30
102365,2,1,51772.00
102366,4,5,17232.59
102367,4,3,37974.80
102368,3,0,38281.32
102369,4,20,30420.42
102370,1,5,14932.00
102371,3,3,35330.86
102372,3,3,28692.40
102373,1,16,31217.70
102374,2,5,50301.16
102375,4,12,33909.36
102376,4,3,2176.40
102377,4,3,37974.76
102378,2,3,25607.66
102379,3,9,18047.78
102380,4,3,32256.00
102381,4,1,24931.20
102382,4,3,18312.70
102383,3,3,18231.15
102384,3,9,22006.88
102385,3,5,13552.91
102386,3,3,21639.18
102387,3,3,33844.80
102388,1,23,27181.05
102389,3,5,18825.90
102390,1,3,20870.16
102391,1,3,34035.26
102392,1,3,28892.90
102393,1,20,28701.26
102394,1,12,31379.78
102395,4,22,39388.44
102396,2,12,31336.46
102397,4,23,47801.60
102398,4,14,28140.00
102399,3,3,23126.85
102400,4,20,125.00
102401,3,5,22659.11
102402,3,9,13412.40
102403,4,3,37497.60
102404,1,23,19012.54
102405,3,5,14604.88
102406,3,5,20538.42
102407,3,3,22521.00
102408,2,15,10227.52
102409,3,3,24354.40
102410,2,9,26031.54
102411,2,3,29275.68
102412,1,3,30664.80
102413,4,12,28336.37
102414,4,5,52922.26
102415,1,4,42898.86
102416,3,3,22237.61
102417,3,3,23115.59
102418,2,12,63538.66
102419,1,23,60296.68
102420,4,9,21850.00
102421,4,5,32314.20
102422,1,19,43267.20
102423,1,3,16645.87
102424,2,3,26150.88
102425,2,5,27832.68
102426,2,5,44668.82
102427,3,3,22521.00
102428,4,3,37854.90
102429,4,9,32880.44
102430,2,5,24445.42
102431,3,9,24994.62
102432,1,3,46795.70
102433,4,5,22641.44
102434,3,5,16773.64
102435,1,3,32011.82
102436,4,5,13001.10
102437,1,3,25564.20
102438,3,5,14567.40
102439,1,3,34479.04
102440,1,12,34672.00
102441,2,20,9559.68
102442,2,5,63667.36
102443,2,12,43713.48
102444,3,3,45989.04
102445,4,20,35268.90
102446,1,3,36496.32
102447,2,3,33143.32
102448,1,3,33160.16
102449,2,3,35907.20
102450,1,3,4848.38
102451,2,6,30493.46
102452,4,20,22420.30
102453,4,3,35024.82
102454,3,9,5033.20
102455,2,5,82419.38
102456,2,5,36311.60
102457,1,23,35444.70
102458,3,16,16178.40
102459,2,5,33493.40
102460,2,3,29881.20
102461,4,20,48016.92
102462,4,5,13011.96
102463,1,3,0.00
102464,3,3,16577.32
102465,1,3,4924.32
102466,1,3,25563.88
102467,4,5,36804.38
102468,1,5,23432.40
102469,3,3,16691.72
102470,3,3,20025.40
102471,2,3,25268.82
102472,3,19,43267.20
102473,3,12,20764.79
102474,3,3,26380.80
102475,2,5,48870.64
102476,2,5,110311.70
102477,1,3,20870.16
102478,4,20,32719.58
102479,4,3,21415.10
102480,4,3,36517.60
102481,1,3,25769.46
102482,3,12,35758.64
102483,1,9,17681.69
102484,1,20,29397.50
102485,1,3,7277.76
102486,3,3,20826.20
102487,1,3,28148.72
102488,1,3,34479.16
102489,1,3,7569.02
102490,4,3,36517.60
102491,2,20,250.00
102492,1,5,138404.40
102493,2,9,24024.00
102494,3,19,11040.80
102495,2,9,22604.04
102496,1,3,27337.73
102497,4,12,28011.89
102498,3,12,48393.28
102499,2,5,8750.00
102500,3,3,25817.22
102501,4,5,52814.58
102502,2,6,30699.20
102503,2,9,22181.60
102504,3,20,21906.26
102505,3,8,3390.30
102506,3,5,14711.12
102507,3,1,40713.60
102508,4,5,25466.00
102509,2,23,25297.44
102510,1,3,0.00
102511,1,5,32361.07
102512,2,9,27295.78
102513,1,20,37542.96
102514,4,5,26108.20
102515,1,20,43832.04
102516,3,20,12636.16
102517,2,5,49175.74
102518,3,3,24354.40
102519,1,12,37175.20
102520,1,20,12547.46
102521,2,19,50478.40
102522,3,5,18557.29
102523,2,16,54957.00
102524,4,3,14684.64
102525,3,3,24048.46
102526,4,5,13188.50
102527,2,5,41472.60
102528,4,20,20174.00
102529,3,3,35666.62
102530,3,23,42617.24
102531,2,5,36964.74
102532,3,20,42617.14
102533,3,12,22881.60
102534,3,3,23009.21
102535,1,5,5398.68
102536,3,3,16595.21
102537,1,19,43084.80
102538,3,3,34739.58
102539,1,3,20870.15
102540,2,9,28109.68
102541,2,5,26498.64
102542,2,5,29957.38
102543,2,6,14712.54
102544,2,20,36009.76
102545,3,5,7662.00
102546,1,3,43606.88
102547,1,3,31354.54
102548,3,20,17756.31
102549,2,3,36850.22
102550,2,5,2956.80
102551,2,8,28685.48
102552,1,20,34982.53
102553,1,18,34845.70
102554,3,5,29502.18
102555,3,5,37451.70
102556,3,5,55634.56
102557,1,19,19472.80
102558,2,5,22444.34
102559,3,20,3579.84
102560,2,21,62547.52
102561,4,5,76730.78
102562,4,5,25100.90
102563,2,8,30119.72
102564,1,20,22563.15
102565,2,23,39233.60
102566,4,23,26018.18
102567,3,12,42511.48
102568,1,23,28758.30
102569,2,8,4380.00
102570,4,23,30783.76
102571,4,20,11864.87
102572,3,12,30891.34
102573,1,8,32572.98
102574,1,3,19948.80
102575,1,20,50432.30
102576,4,3,19043.50
102577,1,9,27343.50
102578,1,5,15193.97
102579,2,5,111448.96
102580,1,3,30664.80
102581,2,3,42063.94
102582,2,3,36517.62
102583,4,5,58118.46
102584,2,5,27311.58
102585,3,5,20121.44
102586,4,3,32413.92
102587,2,3,48058.22
102588,3,5,19144.80
102589,1,20,15608.50
102590,2,20,0.00
102591,4,5,9460.62
102592,1,12,44270.54
102593,2,9,28959.72
102594,3,5,27434.84
102595,3,1,35107.04
102596,4,1,50632.92
102597,1,3,25991.95
102598,3,3,31300.80
102599,2,5,50026.20
102600,2,14,54436.46
102601,2,3,36517.60
102602,2,5,34679.40
102603,2,3,0.00
102604,2,3,25163.46
102605,1,12,26807.54
102606,1,3,35660.44
102607,1,20,37543.74
102608,2,3,29275.66
102609,1,20,32984.80
102610,1,5,16525.20
102611,3,5,29523.56
102612,3,12,20797.42
102613,3,3,16186.44
102614,4,20,50759.58
102615,3,9,15081.00
102616,2,3,40821.62
102617,2,19,51632.00
102618,3,9,17298.59
102619,3,20,11685.63
102620,4,20,44808.00
102621,1,3,31988.01
102622,2,5,35143.76
102623,2,3,39485.60
102624,2,3,47342.40
102625,4,5,20478.72
102626,2,19,20910.40
102627,4,12,66777.72
102628,1,5,26035.94
102629,2,8,4776.70
102630,4,20,740.40
102631,2,3,42864.72
102632,4,3,60741.10
102633,4,20,21631.64
102634,1,3,22665.94
102635,2,9,17626.44
102636,3,3,33844.80
102637,2,20,250.00
102638,2,12,32904.42
102639,2,5,49626.24
102640,2,5,23072.68
102641,1,3,32743.12
102642,2,5,34673.22
102643,4,3,15802.38
102644,4,5,22134.36
102645,3,20,25489.94
102646,2,12,43713.52
102647,2,5,20115.70
102648,1,19,44640.04
102649,4,20,39230.54
102650,2,6,43682.36
102651,3,20,25490.00
102652,4,5,6319.70
102653,1,3,20870.12
102654,3,23,22910.15
102655,1,5,58293.80
102656,2,23,15509.60
102657,1,9,13094.24
102658,2,20,250.00
102659,4,23,23707.92
102660,4,23,48263.66
102661,1,3,22340.08
102662,3,9,14163.38
102663,1,20,44938.12
102664,3,5,27562.00
102665,4,20,36066.42
102666,2,5,26099.06
102667,1,1,58985.16
102668,2,3,50998.40
102669,4,3,21514.51
102670,3,1,35107.06
102671,4,5,30660.84
102672,2,5,48923.20
102673,3,5,22543.78
102674,4,6,26525.48
102675,2,3,35907.20
102676,3,5,42879.58
102677,2,5,29855.42
102678,3,3,31744.00
102679,2,12,54167.64
102680,1,14,43536.00
102681,3,21,42240.24
102682,3,5,29667.61
102683,4,3,34398.48
102684,3,20,27741.36
102685,2,5,15001.48
102686,4,9,32726.40
102687,1,3,25034.80
102688,3,12,28324.80
102689,1,3,21142.40
102690,3,20,23742.78
102691,4,5,54699.96
102692,1,5,23417.92
102693,4,3,21415.10
102694,2,3,40901.14
102695,2,3,71071.70
102696,4,1,23617.37
102697,4,5,20996.64
102698,2,5,37272.24
102699,2,14,49672.00
102700,3,3,31464.80
102701,4,17,16096.60
102702,2,3,37497.60
102703,3,5,18064.86
102704,3,19,43267.20
102705,3,12,34363.37
102706,3,3,20809.85
102707,1,5,17742.81
102708,2,1,51772.00
102709,4,5,18590.29
102710,3,5,8335.70
102711,2,5,37245.60
102712,2,5,26899.66
102713,1,3,23966.01
102714,4,5,28660.80
102715,1,3,31483.34
102716,2,3,24616.42
102717,3,3,31300.80
102718,4,5,50026.20
102719,4,12,45940.12
102720,3,12,55369.78
102721,1,5,23243.53
102722,2,1,38679.20
102723,1,5,56742.60
102724,1,12,29704.00
102725,4,3,18907.47
102726,4,12,17380.27
102727,1,20,35814.28
102728,1,3,28166.24
102729,3,23,2389.94
102730,2,3,36091.42
102731,1,9,20387.06
102732,3,12,17563.60
102733,1,9,0.00
102734,2,3,32344.16
102735,2,5,10227.52
102736,3,3,23115.60
102737,4,20,250.00
102738,3,9,13412.40
102739,1,5,21171.39
102740,2,8,12437.14
102741,2,3,46820.42
102742,4,5,82992.57
102743,1,5,23728.74
102744,3,5,19760.29
102745,2,3,7527.96
102746,4,21,53025.94
102747,1,12,33112.30
102748,4,19,25743.20
102749,3,3,20976.98
102750,2,1,60529.24
102751,1,9,23440.28
102752,1,3,30322.80
102753,1,9,19294.82
102754,1,20,32213.78
102755,3,3,16595.20
102756,1,12,24330.35
102757,4,3,7023.54
102758,2,3,46712.64
102759,3,5,29725.20
102760,4,12,80314.10
102761,3,3,24208.80
102762,2,20,28960.40
102763,3,3,16595.20
102764,4,20,18225.85
102765,1,12,22090.00
102766,3,3,4921.44
102767,2,3,27983.20
102768,3,3,31300.80
102769,4,5,52840.12
102770,3,5,2859.14
102771,3,5,17349.74
102772,3,12,20558.12
102773,2,20,3867.66
102774,2,5,27422.66
102775,3,19,41255.20
102776,4,5,32201.02
102777,3,3,22521.00
102778,2,3,33766.64
102779,3,3,27978.06
102780,1,23,41738.18
102781,1,3,25034.80
102782,4,20,22420.69
102783,1,20,39557.46
102784,2,3,25363.52
102785,3,5,92550.20
102786,1,23,290.64
102787,3,12,33852.14
102788,4,5,16050.30
102789,2,3,39818.36
102790,3,5,14687.38
102791,3,3,32549.84
102792,2,9,23125.18
102793,4,3,37497.60
102794,2,3,38683.64
102795,1,5,9441.18
102796,3,5,30945.60
102797,3,23,43799.38
102798,4,3,18312.70
102799,3,12,32148.64
102800,3,3,11500.80
102801,3,5,34259.52
102802,1,3,29275.33
102803,4,3,30742.72
102804,1,3,35859.60
102805,1,12,38883.20
102806,3,17,16339.37
102807,2,5,29289.76
102808,4,3,8871.97
102809,1,20,15477.00
102810,1,5,27236.28
102811,4,5,18131.23
102812,3,5,21788.02
102813,4,3,8887.54
102814,4,9,15969.83
102815,4,20,125.00
102816,2,20,24094.86
102817,1,5,31524.84
102818,2,5,68653.20
102819,1,20,24646.58
102820,2,5,50157.84
102821,2,20,34863.26
102822,2,3,38829.08
102823,2,9,28596.86
102824,1,20,31068.48
102825,2,9,27755.30
102826,4,5,13963.92
102827,2,5,38405.06
102828,3,9,16959.00
102829,3,20,9441.60
102830,1,20,462.80
102831,3,23,33902.40
102832,2,20,32075.62
102833,4,5,25485.07
102834,1,23,34316.04
102835,3,6,16383.14
102836,3,5,27231.54
102837,1,3,26032.90
102838,3,5,31224.19
102839,1,9,18000.90
102840,4,9,12116.91
102841,1,12,29656.89
102842,2,7,65782.04
102843,4,22,45769.22
102844,2,3,39561.76
102845,4,3,5586.80
102846,4,8,4375.53
102847,4,3,16385.05
102848,4,5,20537.84
102849,2,12,65468.46
102850,3,3,33408.98
102851,1,20,24321.70
102852,4,9,53887.60
102853,4,21,24715.68
102854,4,3,16031.80
102855,1,3,29485.52
102856,2,5,54142.14
102857,4,3,21795.20
102858,4,6,37877.84
102859,3,3,17862.43
102860,1,3,28892.82
102861,1,5,112035.00
102862,4,20,32719.76
102863,3,3,7995.20
102864,2,9,23125.20
102865,3,3,26350.98
102866,1,3,44004.00
102867,3,0,25475.84
102868,1,20,250.00
102869,4,5,108031.80
102870,1,3,12184.80
102871,3,12,21081.06
102872,4,5,20846.71
102873,3,3,32549.78
102874,4,3,21959.16
102875,3,5,18042.94
102876,1,12,53243.54
102877,2,5,43377.20
102878,4,3,46096.90
102879,4,5,8601.12
102880,1,12,30761.24
102881,1,5,20496.06
102882,2,16,35525.00
102883,4,5,35977.24
102884,4,23,19856.19
102885,1,1,35454.64
102886,2,9,22629.56
102887,1,3,20870.00
102888,2,5,57436.08
102889,3,5,41784.02
102890,2,9,23240.10
102891,3,12,30891.34
102892,4,5,8731.11
102893,4,1,47809.54
102894,1,7,45384.84
102895,1,12,29557.44
102896,3,9,19917.12
102897,1,5,35748.86
102898,4,5,29037.40
102899,3,5,81675.09
102900,2,5,33408.14
102901,3,20,21041.21
102902,4,24,13828.20
102903,1,20,29238.56
102904,2,23,54645.92
102905,3,3,30100.80
102906,1,20,20322.52
102907,4,9,26656.56
102908,1,5,24487.52
102909,1,0,27543.96
102910,3,20,24426.39
102911,4,3,37497.60
102912,4,5,20074.82
102913,1,5,28921.60
102914,1,6,43930.27
102915,4,3,14911.77
102916,4,23,14420.80
102917,1,12,25830.33
102918,2,3,31435.48
102919,1,9,40067.54
102920,2,8,5128.78
102921,2,9,28596.96
102922,4,3,31290.56
102923,2,3,36517.62
102924,1,3,29490.92
102925,2,20,42810.08
102926,2,5,0.00
102927,1,3,26032.88
102928,4,5,11786.57
102929,1,5,44707.16
102930,4,1,30870.00
102931,4,9,9578.11
102932,3,19,43056.00
102933,2,19,53132.80
102934,3,5,13791.60
102935,3,1,50740.80
102936,1,5,55988.00
102937,3,3,29599.14
102938,3,5,25000.80
102939,4,8,18775.23
102940,1,12,14310.22
102941,2,3,30420.32
102942,1,20,2463.23
102943,1,23,36628.64
102944,4,20,250.00
102945,4,3,29510.88
102946,4,5,15364.62
102947,4,19,8752.46
102948,2,3,34341.44
102949,4,9,11793.60
102950,4,1,43901.00
102951,3,21,16193.14
102952,2,12,10934.00
102953,2,5,46457.42
102954,3,8,23876.70
102955,4,20,12136.30
102956,3,3,28431.35
102957,1,3,31887.88
102958,1,20,37543.66
102959,3,5,21054.80
102960,4,9,14867.15
102961,2,5,20322.78
102962,2,3,45560.34
102963,1,9,19616.98
102964,2,8,758.24
102965,1,5,19624.56
102966,2,5,35581.94
102967,4,3,25363.56
102968,2,3,37500.96
102969,4,5,33403.78
102970,4,1,35143.39
102971,3,3,34628.16
102972,3,3,23416.60
102973,1,5,16206.58
102974,3,3,35199.38
102975,4,3,15266.61
102976,3,3,21373.18
102977,3,6,17384.50
102978,4,3,21193.29
102979,1,3,24944.24
102980,4,5,13276.42
102981,1,20,250.00
102982,4,19,17988.58
102983,3,9,18161.80
102984,4,5,135924.60
102985,3,5,21909.06
102986,3,3,33280.72
102987,3,1,37629.20
102988,2,5,33408.14
102989,1,5,44120.00
102990,4,9,25429.60
102991,2,5,47111.56
102992,1,3,27071.63
102993,3,12,35583.33
102994,4,20,125.00
102995,4,3,37974.80
102996,1,3,36496.32
102997,3,5,26250.24
102998,1,20,23243.18
102999,2,20,27352.76
103000,3,4,33983.28
103001,2,3,36999.22
103002,3,1,20797.42
103003,2,3,37339.44
103004,4,3,25342.80
103005,3,20,31046.42
103006,3,5,37683.76
103007,2,3,37339.48
103008,1,3,20870.00
103009,1,0,31345.57
103010,4,8,15863.17
103011,4,5,20859.30
103012,1,23,28701.26
103013,3,5,45360.00
103014,1,5,45840.98
103015,2,3,50109.60
103016,3,3,25093.20
103017,4,5,29037.42
103018,4,3,18277.84
103019,3,5,38867.34
103020,2,16,45769.22
103021,4,9,2130.31
103022,1,3,31888.00
103023,3,3,24354.40
103024,3,5,17823.60
103025,4,3,21117.33
103026,1,3,32458.56
103027,4,12,50005.66
103028,3,20,22194.01
103029,2,20,42413.28
103030,2,5,50255.38
103031,2,5,25903.36
103032,4,5,22573.46
103033,3,3,20901.16
103034,4,1,22238.18
103035,3,3,35199.40
103036,2,20,28322.52
103037,2,5,0.00
103038,4,20,21456.55
103039,3,20,13151.20
103040,1,3,19861.24
103041,2,12,28158.08
103042,3,7,20901.18
103043,3,7,23288.60
103044,3,12,18663.91
103045,1,5,26220.00
103046,4,5,112756.00
103047,2,5,15556.58
103048,1,9,57281.92
103049,4,3,15810.20
103050,1,1,6360.16
103051,1,9,15379.27
103052,3,12,23000.62
103053,2,5,50478.40
103054,2,12,34062.50
103055,1,5,37259.60
103056,1,5,34024.02
103057,4,3,31412.84
103058,4,23,54380.74
103059,2,9,23738.22
103060,1,5,19447.02
103061,1,20,250.00
103062,2,19,21708.40
103063,1,5,107841.60
103064,3,3,38344.00
103065,2,20,42846.74
103066,2,20,44032.80
103067,1,5,19031.58
103068,4,3,21795.20
103069,2,3,40373.32
103070,4,8,37244.48
103071,2,5,35025.20
103072,2,3,43426.80
103073,3,5,22400.24
103074,3,20,10896.89
103075,1,14,41908.10
103076,1,3,35859.36
103077,2,20,33390.52
103078,4,5,17871.44
103079,4,5,8217.17
103080,1,1,70581.58
103081,1,8,28304.24
103082,2,5,7265.66
103083,2,0,30126.48
103084,3,1,37422.09
103085,2,5,29698.20
103086,1,3,28148.72
103087,2,5,37869.10
103088,3,3,24048.47
103089,1,9,33978.56
103090,1,9,16346.86
103091,3,9,24444.68
103092,1,12,34986.80
103093,4,12,51479.40
103094,4,20,30778.88
103095,2,5,26132.40
103096,1,1,41991.34
103097,4,12,22194.32
103098,2,8,4092.38
103099,4,5,21306.00
103100,3,20,11685.63
103101,2,3,44680.16
103102,1,5,101666.30
103103,4,5,32869.86
103104,2,5,68234.18
103105,1,9,15580.96
103106,1,12,26616.00
103107,1,22,10750.40
103108,1,5,25234.40
103109,1,5,31012.20
103110,3,12,16202.26
103111,4,9,1354.48
103112,2,5,35848.44
103113,4,3,33916.88
103114,4,5,21245.40
103115,3,21,31417.62
103116,1,3,29101.14
103117,4,12,17232.59
103118,2,16,48461.56
103119,4,3,16408.19
103120,1,3,24533.12
103121,3,20,31201.42
103122,3,12,29097.26
103123,2,20,27127.36
103124,1,3,35390.76
103125,4,5,19796.51
103126,2,3,38829.08
103127,3,3,23985.60
103128,1,3,27437.28
103129,3,20,26779.17
103130,4,22,40554.06
103131,1,5,20186.43
103132,1,3,27508.80
103133,4,3,57500.10
103134,3,12,20558.12
103135,1,5,18305.12
103136,1,3,31887.98
103137,1,5,79154.60
103138,3,3,25420.98
103139,4,3,40529.58
103140,2,3,26962.76
103141,1,3,31887.96
103142,4,5,16160.95
103143,3,3,32853.44
103144,4,3,35117.60
103145,2,3,28613.04
103146,2,5,28316.40
103147,4,3,18907.44
103148,1,3,27988.21
103149,1,20,22693.22
103150,2,20,43267.64
103151,1,1,35454.66
103152,2,5,168966.00
103153,4,20,21370.98
103154,4,3,42864.74
103155,4,5,12972.70
103156,2,5,52444.90
103157,2,5,51079.00
103158,1,3,24677.19
103159,4,5,20806.80
103160,2,3,38977.18
103161,4,3,41066.04
103162,4,3,13966.82
103163,4,5,20125.00
103164,1,9,0.00
103165,1,5,36232.80
103166,1,9,24971.18
103167,1,5,42113.69
103168,3,5,34470.00
103169,3,3,27648.00
103170,1,20,26642.00
103171,1,20,29238.56
103172,3,5,17059.20
103173,3,12,35968.36
103174,1,12,23850.38
103175,2,5,26817.00
103176,2,20,18368.00
103177,4,7,0.00
103178,2,5,52950.64
103179,2,1,41629.42
103180,3,9,10392.83
103181,2,3,29275.66
103182,1,9,10607.04
103183,1,5,27689.68
103184,1,20,17383.51
103185,2,3,28481.72
103186,2,20,46893.08
103187,4,3,20325.87
103188,3,8,31973.96
103189,1,12,22323.34
103190,2,3,11593.04
103191,4,5,7308.80
103192,3,20,250.00
103193,2,19,8236.82
103194,3,20,250.00
103195,2,3,35907.20
103196,1,5,24752.52
103197,2,23,41506.38
103198,4,3,27983.20
103199,2,12,10561.32
103200,4,3,40529.52
103201,3,20,31022.80
103202,1,20,30496.93
103203,3,3,28943.04
103204,2,5,24427.66
103205,1,5,20560.24
103206,4,20,24473.18
103207,3,3,24786.72
103208,3,7,44553.60
103209,1,3,26845.48
103210,3,5,11495.90
103211,2,5,29698.12
103212,1,6,33346.62
103213,4,20,250.00
103214,3,3,17362.40
103215,3,3,33844.80
103216,4,20,30032.98
103217,1,20,30765.72
103218,4,9,12474.28
103219,1,3,31470.14
103220,4,5,28295.32
103221,3,5,12377.86
103222,1,3,25984.00
103223,1,12,23431.42
103224,4,20,15216.58
103225,4,20,15299.60
103226,4,5,45752.18
103227,2,1,33296.76
103228,4,5,23480.16
103229,1,8,24018.10
103230,4,3,21415.10
103231,4,5,11877.94
103232,4,5,42127.20
103233,4,5,15286.59
103234,1,3,32547.17
103235,3,3,18302.36
103236,3,3,21365.14
103237,1,20,35814.26
103238,4,5,13303.28
103239,4,6,20773.43
103240,1,3,21997.84
103241,3,20,25497.60
103242,4,5,2575.00
103243,2,20,42810.10
103244,3,9,15081.00
103245,2,16,58153.90
103246,2,24,13421.76
103247,3,3,35576.62
103248,4,20,30709.92
103249,2,5,39676.86
103250,1,1,37237.66
103251,4,9,16443.25
103252,4,5,54040.00
103253,2,3,34951.86
103254,2,3,40373.32
103255,2,5,52422.36
103256,1,5,18157.60
103257,3,5,19460.61
103258,2,9,23208.10
103259,4,3,26841.30
103260,2,12,49483.92
103261,3,20,17878.40
103262,2,5,143054.96
103263,1,5,19161.15
103264,2,12,35264.32
103265,1,5,45779.40
103266,4,6,15942.67
103267,4,23,12138.69
103268,1,5,29830.28
103269,2,5,54075.40
103270,2,3,37339.48
103271,2,9,28596.92
103272,3,12,38730.90
103273,3,3,28943.02
103274,2,5,20124.38
103275,2,12,36278.16
103276,4,1,50632.90
103277,3,3,25093.44
103278,3,23,31923.86
103279,4,8,314.34
103280,1,5,35435.20
103281,3,20,22264.95
103282,3,3,28821.20
103283,4,20,28037.34
103284,4,5,47653.34
103285,2,6,60196.78
103286,3,13,45809.76
103287,4,9,28355.54
103288,2,1,60529.26
103289,3,5,13983.98
103290,1,1,51691.98
103291,1,20,25217.62
103292,4,9,11793.60
103293,1,5,16897.80
103294,4,9,13353.90
103295,3,5,16406.72
103296,1,20,250.00
103297,3,3,29071.62
103298,1,5,32130.00
103299,2,3,53846.10
103300,4,3,39485.60
103301,3,5,29965.00
103302,3,12,33516.80
103303,3,8,17943.89
103304,2,20,39230.24
103305,3,7,26860.80
103306,1,5,14077.34
103307,4,3,19803.00
103308,2,20,40358.06
103309,1,3,39892.82
103310,3,9,13270.58
103311,2,1,29386.06
103312,1,3,28166.00
103313,2,3,39485.60
103314,4,5,56259.23
103315,3,3,24354.40
103316,3,5,18330.06
103317,2,5,63185.22
103318,1,20,9107.10
103319,1,12,40208.00
103320,1,5,13889.70
103321,1,9,21832.26
103322,1,20,250.00
103323,1,1,35049.42
103324,4,6,13000.94
103325,4,23,24038.02
103326,4,12,19591.62
103327,1,5,20186.40
103328,1,23,35019.84
103329,1,9,19414.67
103330,3,3,17773.96
103331,2,5,62139.00
103332,3,5,16239.13
103333,1,3,0.00
103334,2,20,41993.28
103335,2,12,51019.24
103336,1,5,18128.40
103337,1,3,26731.52
103338,3,5,15156.60
103339,3,19,20858.84
103340,3,12,32148.44
103341,1,3,32607.62
103342,2,5,24969.92
103343,2,19,40784.60
103344,2,20,37528.86
103345,2,9,18379.64
103346,2,3,42864.74
103347,4,3,47764.80
103348,4,3,30420.32
103349,2,3,31077.30
103350,4,20,32412.80
103351,3,5,42852.80
103352,3,5,12339.20
103353,1,3,30596.00
103354,2,5,53368.28
103355,2,20,21791.86
103356,2,20,42810.08
103357,2,5,23171.56
103358,3,19,12903.60
103359,3,0,19397.20
103360,2,12,68801.60
103361,4,20,26369.16
103362,4,5,8849.33
103363,3,3,18866.77
103364,4,20,48288.80
103365,4,20,42993.60
103366,4,8,6891.48
103367,1,19,42768.00
103368,1,9,17674.30
103369,3,12,9441.60
103370,1,20,26285.41
103371,1,3,20870.14
103372,1,12,37506.32
103373,2,5,40085.62
103374,1,23,38956.25
103375,4,20,250.00
103376,3,3,15066.60
103377,4,3,37289.24
103378,2,23,23276.94
103379,1,9,25469.80
103380,2,12,62270.84
103381,1,5,44120.00
103382,4,20,250.00
103383,1,5,27219.28
103384,4,3,37974.76
103385,3,5,15470.67
103386,3,5,9757.98
103387,4,9,22078.00
103388,3,5,45367.14
103389,1,3,31628.52
103390,4,5,18752.12
103391,4,5,30094.66
103392,3,5,25621.36
103393,4,12,33045.60
103394,1,3,32743.10
103395,4,5,26345.92
103396,1,13,28116.83
103397,3,3,30100.80
103398,1,3,23086.64
103399,4,3,19043.50
103400,3,5,18975.82
103401,2,20,250.00
103402,1,5,12855.07
103403,4,3,33766.88
103404,4,12,17037.48
103405,1,5,22211.57
103406,1,20,32492.80
103407,3,20,13355.06
103408,2,23,33916.92
103409,1,3,33465.94
103410,3,9,39443.84
103411,3,3,26351.06
103412,4,20,25630.10
103413,4,3,20543.48
103414,4,9,18924.92
103415,4,18,48530.76
103416,4,5,14677.50
103417,1,9,24301.58
103418,1,5,40713.22
103419,1,5,18810.40
103420,2,3,42735.84
103421,3,12,50363.56
103422,3,1,12141.64
103423,1,1,47915.47
103424,1,5,21187.20
103425,1,5,16993.96
103426,1,1,29074.08
103427,1,20,17205.88
103428,2,3,28271.38
103429,4,3,42864.74
103430,3,2,23937.84
103431,2,5,51873.40
103432,1,0,19991.87
103433,2,20,250.00
103434,4,5,26459.58
103435,3,9,13412.40
103436,1,3,24071.85
103437,1,5,25155.01
103438,1,5,23322.39
103439,1,20,18311.19
103440,3,1,74997.92
103441,4,5,34878.22
103442,3,20,13505.50
103443,2,13,80855.88
103444,4,12,18588.50
103445,3,1,24079.20
103446,2,3,36452.42
103447,4,5,66757.60
103448,1,6,34156.80
103449,1,20,35787.66
103450,3,3,30890.86
103451,1,20,10402.80
103452,4,20,41219.06
103453,1,18,33650.38
103454,1,12,24974.11
103455,1,5,42251.28
103456,1,9,28417.86
103457,3,5,39686.42
103458,1,20,43183.50
103459,2,5,29698.18
103460,3,9,21796.94
103461,3,3,30890.84
103462,4,3,0.00
103463,2,3,34391.48
103464,2,5,154400.00
103465,3,5,28447.86
103466,2,5,27824.84
103467,4,9,32645.56
103468,2,3,33766.84
103469,3,21,45468.44
103470,3,5,32898.72
103471,4,5,78329.76
103472,3,5,32365.48
103473,3,20,32878.08
103474,4,20,33692.14
103475,4,5,27612.49
103476,2,5,19566.38
103477,3,3,25914.60
103478,4,20,28606.56
103479,1,20,29800.74
103480,3,5,11201.78
103481,2,20,30318.40
103482,2,5,26687.04
103483,4,12,58950.06
103484,4,3,17738.30
103485,3,23,28623.02
103486,3,20,16889.22
103487,3,9,26250.02
103488,2,5,51653.60
103489,2,3,43390.34
103490,1,23,22809.60
103491,1,5,58293.76
103492,2,3,30742.86
103493,3,12,12184.00
103494,3,3,27570.26
103495,1,3,29557.44
103496,2,5,49990.32
103497,4,5,14665.42
103498,3,12,18663.99
103499,3,19,18197.78
103500,2,5,60790.10
103501,2,20,62284.32
103502,1,1,21832.30
103503,3,5,47512.80
103504,4,5,22031.80
103505,2,20,35303.74
103506,1,0,33648.00
103507,1,3,25564.20
103508,3,5,43298.98
103509,4,19,50478.40
103510,3,5,10828.30
103511,1,20,36080.00
103512,3,9,24848.00
103513,3,3,28623.00
103514,2,3,59890.82
103515,1,19,37800.00
103516,2,5,22031.80
103517,1,3,25511.21
